"","sp_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"18",18,0.22,0.23,-0.22,0.22,0.67,0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"19",19,0.17,0.22,-0.26,0.17,0.61,0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"20",20,0.11,0.23,-0.34,0.11,0.57,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"21",21,0.17,0.23,-0.28,0.17,0.61,0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"22",22,0.12,0.23,-0.33,0.12,0.57,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"23",23,0.22,0.27,-0.3,0.22,0.74,0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"24",24,0.23,0.24,-0.24,0.23,0.7,0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"25",25,0.25,0.24,-0.23,0.25,0.73,0.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"26",26,0.21,0.24,-0.26,0.21,0.68,0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"27",27,0.15,0.25,-0.33,0.15,0.64,0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"28",28,0.01,0.23,-0.45,0.01,0.46,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"29",29,0.05,0.23,-0.41,0.05,0.52,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"30",30,-0.05,0.23,-0.5,-0.05,0.4,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"31",31,0.21,0.25,-0.28,0.21,0.71,0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"32",32,0.31,0.24,-0.17,0.31,0.79,0.3,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"33",33,0.35,0.26,-0.15,0.35,0.87,0.35,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"34",34,0.29,0.25,-0.19,0.29,0.78,0.29,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"35",35,0.05,0.23,-0.41,0.05,0.51,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"36",36,-0.01,0.22,-0.45,-0.01,0.43,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"37",37,-0.01,0.22,-0.45,-0.01,0.43,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"38",38,0.09,0.22,-0.34,0.09,0.52,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"39",39,0.13,0.21,-0.29,0.12,0.55,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"40",40,0.12,0.21,-0.29,0.12,0.54,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"41",41,-0.11,0.22,-0.55,-0.11,0.32,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"42",42,-0.05,0.21,-0.47,-0.05,0.37,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"43",43,-0.15,0.23,-0.6,-0.14,0.31,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"44",44,-0.14,0.26,-0.65,-0.14,0.37,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"45",45,0.05,0.21,-0.36,0.05,0.46,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"46",46,0.02,0.23,-0.43,0.02,0.46,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"47",47,0.01,0.23,-0.44,0.01,0.45,0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"48",48,-0.11,0.22,-0.55,-0.11,0.33,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"49",49,0.12,0.25,-0.37,0.12,0.62,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"50",50,-0.17,0.21,-0.58,-0.17,0.24,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"51",51,-0.2,0.2,-0.59,-0.2,0.18,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"52",52,-0.26,0.2,-0.66,-0.26,0.12,-0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"53",53,-0.22,0.21,-0.64,-0.22,0.2,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"54",54,-0.29,0.2,-0.68,-0.28,0.11,-0.28,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"55",55,-0.29,0.21,-0.7,-0.29,0.11,-0.29,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"56",56,-0.1,0.22,-0.54,-0.1,0.33,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"57",57,0.06,0.22,-0.37,0.06,0.48,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"58",58,0.17,0.23,-0.29,0.17,0.63,0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"59",59,-0.12,0.23,-0.57,-0.12,0.32,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"60",60,0.06,0.22,-0.36,0.06,0.49,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"61",61,0.08,0.23,-0.36,0.08,0.53,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"62",62,-0.01,0.21,-0.43,-0.01,0.41,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"63",63,0.07,0.21,-0.35,0.07,0.49,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"64",64,0.02,0.21,-0.38,0.02,0.43,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"65",65,0.12,0.22,-0.3,0.12,0.54,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"66",66,0.08,0.21,-0.33,0.08,0.49,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"67",67,0.02,0.2,-0.38,0.02,0.41,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"68",68,0.06,0.22,-0.36,0.06,0.49,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"69",69,0.06,0.23,-0.39,0.06,0.51,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"70",70,0.14,0.25,-0.35,0.14,0.64,0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"71",71,0.18,0.24,-0.28,0.18,0.64,0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"72",72,-0.18,0.25,-0.68,-0.18,0.31,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"73",73,-0.15,0.25,-0.64,-0.15,0.33,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"74",74,-0.14,0.25,-0.62,-0.14,0.34,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"75",75,-0.08,0.25,-0.56,-0.08,0.41,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"76",76,-0.11,0.24,-0.59,-0.11,0.36,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"77",77,-0.03,0.28,-0.58,-0.03,0.53,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"78",78,-0.11,0.28,-0.65,-0.11,0.43,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"79",79,-0.02,0.23,-0.46,-0.02,0.43,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"80",80,-0.21,0.23,-0.67,-0.21,0.25,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"81",81,-0.05,0.23,-0.51,-0.05,0.4,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"82",82,-0.17,0.23,-0.63,-0.17,0.29,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"83",83,-0.31,0.26,-0.82,-0.31,0.18,-0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"84",84,0.18,0.28,-0.36,0.18,0.73,0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"85",85,0.21,0.27,-0.31,0.21,0.74,0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"86",86,0.05,0.24,-0.42,0.05,0.52,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"87",87,0.1,0.24,-0.38,0.1,0.58,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"88",88,-0.21,0.24,-0.69,-0.21,0.26,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"89",89,-0.22,0.27,-0.75,-0.22,0.3,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"90",90,-0.05,0.22,-0.49,-0.05,0.39,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"91",91,0.21,0.25,-0.27,0.21,0.7,0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"92",92,0.39,0.23,-0.05,0.39,0.83,0.39,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"93",93,0.39,0.23,-0.05,0.39,0.84,0.39,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"94",94,0.42,0.23,-0.03,0.42,0.87,0.42,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"95",95,0.41,0.23,-0.03,0.41,0.86,0.41,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"96",96,0.58,0.24,0.11,0.58,1.06,0.57,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"97",97,0.58,0.24,0.11,0.58,1.07,0.57,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"98",98,-0.12,0.21,-0.53,-0.12,0.29,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"99",99,-0.12,0.21,-0.53,-0.12,0.28,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"100",100,-0.16,0.24,-0.64,-0.16,0.32,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"101",101,-0.09,0.2,-0.48,-0.09,0.3,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"102",102,-0.05,0.22,-0.49,-0.05,0.38,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"103",103,-0.06,0.2,-0.45,-0.06,0.34,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"104",104,-0.1,0.22,-0.53,-0.1,0.32,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"105",105,0.15,0.24,-0.31,0.15,0.62,0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"106",106,-0.25,0.25,-0.75,-0.25,0.24,-0.25,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"107",107,-0.25,0.25,-0.75,-0.25,0.23,-0.25,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"108",108,0.11,0.22,-0.31,0.11,0.54,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"109",109,0.11,0.21,-0.31,0.11,0.53,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"110",110,0.05,0.2,-0.34,0.05,0.45,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"111",111,0.05,0.2,-0.35,0.05,0.44,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"112",112,0.04,0.2,-0.35,0.04,0.44,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"113",113,0.12,0.2,-0.27,0.12,0.51,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"114",114,0.11,0.2,-0.27,0.11,0.5,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"115",115,0.12,0.2,-0.28,0.12,0.52,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"116",116,0.41,0.23,-0.04,0.41,0.87,0.41,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"117",117,0.37,0.23,-0.08,0.37,0.82,0.36,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"118",118,0.05,0.19,-0.33,0.05,0.43,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"119",119,0.11,0.2,-0.27,0.11,0.49,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"120",120,0.1,0.2,-0.29,0.1,0.49,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"121",121,0.11,0.2,-0.27,0.11,0.5,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"122",122,0.02,0.19,-0.36,0.02,0.4,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"123",123,0.01,0.19,-0.37,0.01,0.39,0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"124",124,-0.07,0.19,-0.45,-0.07,0.31,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"125",125,-0.09,0.2,-0.47,-0.09,0.29,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"126",126,-0.08,0.2,-0.47,-0.08,0.31,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"127",127,-0.08,0.19,-0.46,-0.08,0.3,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"128",128,-0.07,0.19,-0.45,-0.07,0.31,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"129",129,-0.01,0.2,-0.39,-0.01,0.38,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"130",130,0.06,0.21,-0.34,0.06,0.47,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"131",131,-0.05,0.19,-0.43,-0.05,0.33,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"132",132,0.04,0.19,-0.34,0.04,0.42,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"133",133,0.03,0.2,-0.36,0.03,0.41,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"134",134,-0.11,0.27,-0.63,-0.11,0.41,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"135",135,0.13,0.27,-0.39,0.13,0.66,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"136",136,-0.05,0.26,-0.56,-0.05,0.45,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"137",137,-0.31,0.27,-0.85,-0.31,0.23,-0.3,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"138",138,0.37,0.23,-0.08,0.37,0.83,0.37,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"139",139,0.2,0.21,-0.22,0.2,0.62,0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"140",140,-0.01,0.23,-0.46,-0.01,0.44,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"141",141,0.32,0.24,-0.15,0.32,0.8,0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"142",142,-0.2,0.28,-0.74,-0.2,0.34,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"143",143,-0.14,0.27,-0.68,-0.14,0.39,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"144",144,-0.07,0.28,-0.62,-0.07,0.47,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"145",145,0.47,0.28,-0.08,0.46,1.03,0.46,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"146",146,-0.1,0.27,-0.65,-0.1,0.43,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"147",147,-0.05,0.27,-0.59,-0.05,0.48,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"148",148,-0.01,0.27,-0.55,-0.01,0.53,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"149",149,0,0.27,-0.53,0,0.54,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"150",150,-0.2,0.27,-0.74,-0.2,0.34,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"151",151,-0.31,0.28,-0.85,-0.3,0.23,-0.3,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"152",152,-0.05,0.27,-0.59,-0.05,0.48,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"153",153,-0.18,0.27,-0.72,-0.18,0.36,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"154",154,-0.22,0.28,-0.76,-0.21,0.32,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"155",155,0.17,0.27,-0.35,0.17,0.71,0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"156",156,0.24,0.27,-0.3,0.23,0.78,0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"157",157,-0.02,0.27,-0.55,-0.02,0.5,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"158",158,-0.06,0.28,-0.6,-0.06,0.49,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"159",159,0.3,0.26,-0.2,0.3,0.82,0.3,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"160",160,0.26,0.26,-0.25,0.26,0.78,0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"161",161,0.21,0.28,-0.34,0.21,0.77,0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"162",162,-0.1,0.24,-0.58,-0.1,0.37,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"163",163,-0.12,0.23,-0.58,-0.12,0.34,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"164",164,-0.17,0.23,-0.61,-0.17,0.28,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"165",165,-0.17,0.22,-0.61,-0.17,0.26,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"166",166,-0.16,0.23,-0.61,-0.16,0.29,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"167",167,0.34,0.28,-0.2,0.34,0.9,0.33,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"168",168,-0.03,0.24,-0.5,-0.03,0.44,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"169",169,-0.18,0.22,-0.62,-0.18,0.25,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"170",170,-0.11,0.23,-0.57,-0.11,0.35,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"171",171,-0.09,0.23,-0.54,-0.09,0.36,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"172",172,0.43,0.28,-0.1,0.43,0.99,0.43,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"173",173,0.02,0.28,-0.52,0.02,0.56,0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"174",174,-0.1,0.27,-0.64,-0.1,0.44,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"175",175,-0.04,0.27,-0.56,-0.04,0.49,-0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"176",176,0.09,0.27,-0.43,0.09,0.63,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"177",177,0.19,0.27,-0.34,0.18,0.72,0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"178",178,0.04,0.28,-0.51,0.03,0.58,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"179",179,-0.19,0.28,-0.75,-0.19,0.36,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"180",180,0.1,0.28,-0.45,0.1,0.66,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"181",181,0.09,0.28,-0.47,0.09,0.65,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"182",182,-0.23,0.25,-0.72,-0.23,0.26,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"183",183,-0.21,0.25,-0.7,-0.21,0.27,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"184",184,0.36,0.23,-0.09,0.36,0.82,0.36,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"185",185,0.42,0.25,-0.06,0.42,0.92,0.42,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"186",186,0.08,0.26,-0.44,0.08,0.6,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"187",187,-0.03,0.28,-0.57,-0.03,0.52,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"188",188,0.24,0.27,-0.29,0.24,0.78,0.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"189",189,-0.34,0.28,-0.9,-0.33,0.22,-0.33,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"190",190,-0.21,0.28,-0.76,-0.2,0.34,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"191",191,0.08,0.27,-0.44,0.08,0.6,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"192",192,-0.29,0.25,-0.79,-0.29,0.2,-0.29,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"193",193,-0.48,0.25,-0.98,-0.48,0.02,-0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"194",194,-0.3,0.25,-0.8,-0.3,0.2,-0.29,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"195",195,-0.33,0.26,-0.84,-0.33,0.17,-0.33,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"196",196,-0.33,0.25,-0.83,-0.33,0.16,-0.33,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"197",197,-0.09,0.28,-0.63,-0.09,0.46,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"198",198,-0.27,0.26,-0.78,-0.27,0.23,-0.27,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"199",199,-0.28,0.27,-0.82,-0.28,0.25,-0.28,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"200",200,-0.55,0.27,-1.09,-0.55,-0.04,-0.55,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"201",201,-0.39,0.27,-0.93,-0.39,0.13,-0.39,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"202",202,-0.53,0.26,-1.05,-0.52,-0.01,-0.52,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"203",203,0.17,0.28,-0.38,0.17,0.73,0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"204",204,-0.23,0.26,-0.74,-0.23,0.28,-0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"205",205,-0.45,0.27,-0.98,-0.45,0.07,-0.44,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"206",206,0.11,0.26,-0.38,0.11,0.62,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"207",207,0.18,0.26,-0.32,0.18,0.69,0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"208",208,-0.16,0.26,-0.68,-0.16,0.35,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"209",209,-0.4,0.27,-0.93,-0.4,0.11,-0.4,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"210",210,0.14,0.28,-0.42,0.14,0.69,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"211",211,0.1,0.27,-0.44,0.1,0.64,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"212",212,-0.65,0.28,-1.2,-0.64,-0.11,-0.64,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"213",213,0.04,0.29,-0.52,0.04,0.6,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"214",214,0.36,0.26,-0.14,0.36,0.87,0.35,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"215",215,0.33,0.25,-0.16,0.33,0.83,0.33,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"216",216,0.24,0.28,-0.31,0.23,0.79,0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"217",217,-0.18,0.28,-0.74,-0.18,0.36,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"218",218,-0.03,0.27,-0.56,-0.03,0.49,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"219",219,-0.38,0.26,-0.89,-0.38,0.12,-0.37,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"220",220,-0.43,0.27,-0.96,-0.42,0.09,-0.42,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"221",221,-0.51,0.29,-1.09,-0.5,0.06,-0.49,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"222",222,-0.59,0.27,-1.14,-0.59,-0.07,-0.58,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"223",223,0.21,0.28,-0.34,0.21,0.77,0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"224",224,0.07,0.28,-0.49,0.07,0.62,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"225",225,-0.31,0.29,-0.88,-0.31,0.24,-0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"226",226,-0.2,0.27,-0.73,-0.2,0.31,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
