"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.024...24",-0.01,0.38,-0.78,-0.01,0.74,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.025...25",-0.13,0.38,-0.94,-0.11,0.59,-0.06,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.026...26",0.23,0.41,-0.56,0.22,1.05,0.21,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.027...27",0.16,0.36,-0.53,0.15,0.91,0.11,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.028...28",-0.11,0.39,-0.92,-0.09,0.63,-0.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.029...29",-0.43,0.45,-1.39,-0.39,0.34,-0.25,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.030...30",-0.13,0.39,-0.97,-0.11,0.61,-0.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.031...31",-0.1,0.4,-0.92,-0.09,0.69,-0.07,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.032...32",0.08,0.35,-0.61,0.07,0.79,0.06,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.033...33",0.14,0.34,-0.51,0.13,0.84,0.11,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.034...34",0.12,0.35,-0.56,0.11,0.84,0.08,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.035...35",0.24,0.41,-0.49,0.21,1.11,0.14,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.036...36",0.04,0.39,-0.73,0.04,0.84,0.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.037...37",-0.18,0.45,-1.13,-0.16,0.65,-0.11,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.038...38",-0.1,0.42,-0.98,-0.07,0.68,-0.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.039...39",0.36,0.42,-0.42,0.33,1.24,0.27,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.040...40",0.22,0.37,-0.49,0.21,0.99,0.19,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.041...41",0.34,0.39,-0.39,0.32,1.16,0.26,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.042...42",0.2,0.39,-0.55,0.19,0.99,0.17,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.043...43",0.08,0.4,-0.73,0.08,0.88,0.09,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.044...44",-0.02,0.39,-0.84,-0.01,0.72,0.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.045...45",0.24,0.41,-0.54,0.22,1.08,0.19,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.046...46",-0.06,0.41,-0.93,-0.04,0.71,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.047...47",0.01,0.41,-0.82,0.01,0.8,0.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.048...48",-0.06,0.41,-0.92,-0.05,0.71,-0.01,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.049...49",0.37,0.42,-0.39,0.35,1.26,0.28,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.050...50",-0.06,0.42,-0.92,-0.04,0.74,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.051...51",0.41,0.43,-0.37,0.38,1.3,0.31,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.052...52",0.33,0.41,-0.43,0.31,1.19,0.26,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.053...53",-0.27,0.43,-1.16,-0.25,0.51,-0.17,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.054...54",-0.32,0.43,-1.21,-0.29,0.45,-0.21,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.055...55",-0.28,0.44,-1.18,-0.27,0.56,-0.24,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.056...56",0.18,0.43,-0.64,0.16,1.07,0.12,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.057...57",0.26,0.43,-0.55,0.25,1.16,0.2,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.058...58",0.2,0.43,-0.65,0.2,1.07,0.19,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.059...59",0.26,0.47,-0.62,0.24,1.22,0.2,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.060...60",0.22,0.41,-0.6,0.22,1.05,0.21,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.061...61",0.46,0.41,-0.31,0.44,1.32,0.39,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.062...62",0.39,0.4,-0.36,0.37,1.21,0.33,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.063...63",0.1,0.42,-0.74,0.09,0.95,0.08,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.064...64",-0.04,0.43,-0.91,-0.03,0.81,-0.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.065...65",-0.03,0.43,-0.91,-0.02,0.79,0.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.066...66",0,0.35,-0.69,0,0.69,0.01,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.067...67",-0.04,0.35,-0.74,-0.03,0.64,-0.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.068...68",0.02,0.34,-0.65,0.02,0.68,0.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.069...69",0,0.33,-0.66,0.01,0.65,0.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.070...70",-0.02,0.32,-0.67,-0.01,0.61,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.071...71",0.01,0.33,-0.66,0.02,0.67,0.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.072...72",-0.07,0.39,-0.88,-0.06,0.69,-0.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.073...73",-0.19,0.4,-1.03,-0.17,0.55,-0.12,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.074...74",-0.34,0.42,-1.21,-0.31,0.41,-0.24,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.075...75",-0.12,0.42,-1,-0.1,0.67,-0.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.076...76",0.61,0.51,-0.31,0.58,1.65,0.5,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.077...77",0.05,0.41,-0.79,0.06,0.86,0.07,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.078...78",-0.02,0.42,-0.89,-0.01,0.79,0.01,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.079...79",0.06,0.42,-0.79,0.06,0.89,0.07,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.080...80",-0.08,0.37,-0.83,-0.07,0.63,-0.04,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.081...81",-0.28,0.43,-1.19,-0.26,0.5,-0.18,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.082...82",0.1,0.36,-0.62,0.1,0.82,0.1,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.083...83",0.12,0.36,-0.6,0.12,0.85,0.11,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.084...84",0.5,0.45,-0.31,0.47,1.46,0.37,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.085...85",0.31,0.38,-0.43,0.3,1.1,0.28,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.086...86",0.24,0.38,-0.53,0.24,0.99,0.23,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.087...87",0.45,0.42,-0.36,0.44,1.31,0.4,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.088...88",0.21,0.42,-0.64,0.22,1.03,0.24,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.089...89",0.47,0.41,-0.3,0.45,1.33,0.39,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.090...90",0.34,0.36,-0.36,0.33,1.09,0.31,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.091...91",0.37,0.37,-0.34,0.37,1.12,0.35,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.092...92",0.65,0.44,-0.13,0.62,1.59,0.53,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.093...93",0.64,0.44,-0.16,0.62,1.58,0.55,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.094...94",0.19,0.41,-0.65,0.2,0.98,0.23,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.095...95",0.46,0.41,-0.31,0.45,1.32,0.4,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.096...96",0.26,0.4,-0.56,0.26,1.06,0.26,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.097...97",0.33,0.4,-0.45,0.32,1.16,0.3,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.098...98",0.45,0.41,-0.32,0.43,1.31,0.37,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.099...99",0.13,0.41,-0.72,0.15,0.91,0.18,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.100...100",0.09,0.41,-0.76,0.11,0.87,0.14,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.101...101",0.05,0.41,-0.81,0.07,0.83,0.1,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.102...102",0.28,0.4,-0.5,0.28,1.09,0.26,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.103...103",0.52,0.44,-0.29,0.49,1.45,0.42,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.104...104",0.47,0.42,-0.32,0.45,1.33,0.41,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.105...105",0.18,0.4,-0.64,0.18,0.97,0.18,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.106...106",0.25,0.41,-0.55,0.25,1.08,0.23,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.107...107",0.12,0.41,-0.72,0.13,0.9,0.16,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.108...108",0.16,0.4,-0.67,0.17,0.94,0.18,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.109...109",-0.12,0.43,-1.01,-0.1,0.7,-0.06,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.110...110",-0.04,0.43,-0.89,-0.04,0.8,-0.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.111...111",0.02,0.41,-0.79,0.02,0.83,0.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.112...112",0.17,0.45,-0.68,0.16,1.08,0.13,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.113...113",-0.15,0.4,-0.97,-0.13,0.61,-0.09,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.114...114",-0.31,0.44,-1.23,-0.28,0.49,-0.21,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.115...115",0.05,0.4,-0.77,0.05,0.85,0.06,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.116...116",0.32,0.44,-0.49,0.29,1.25,0.22,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.117...117",0.04,0.41,-0.79,0.05,0.85,0.06,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.118...118",0.07,0.39,-0.7,0.07,0.87,0.06,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.119...119",0.18,0.41,-0.59,0.16,1.03,0.12,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.120...120",0.32,0.43,-0.45,0.28,1.23,0.2,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.121...121",0.13,0.4,-0.64,0.11,0.96,0.09,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.122...122",0.04,0.41,-0.76,0.04,0.87,0.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.123...123",-0.01,0.4,-0.82,-0.01,0.77,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.124...124",0.04,0.39,-0.75,0.04,0.83,0.04,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.125...125",0.17,0.4,-0.6,0.15,1.01,0.11,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.126...126",0,0.4,-0.8,0,0.79,0.01,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.127...127",-0.2,0.33,-0.89,-0.18,0.43,-0.15,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.128...128",-0.24,0.35,-0.97,-0.23,0.41,-0.18,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.129...129",-0.17,0.34,-0.87,-0.15,0.47,-0.12,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.130...130",-0.33,0.43,-1.24,-0.3,0.45,-0.22,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.131...131",-0.37,0.38,-1.16,-0.34,0.32,-0.27,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.132...132",0.02,0.4,-0.78,0.02,0.81,0.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.133...133",0.01,0.4,-0.79,0.01,0.81,0.01,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.134...134",-0.07,0.4,-0.89,-0.05,0.71,-0.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.135...135",0.11,0.38,-0.63,0.1,0.9,0.07,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.136...136",-0.01,0.38,-0.78,-0.01,0.74,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.137...137",0.08,0.41,-0.71,0.07,0.91,0.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.138...138",0.14,0.45,-0.74,0.13,1.05,0.11,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.139...139",-0.13,0.46,-1.07,-0.12,0.76,-0.1,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.140...140",0.39,0.46,-0.46,0.37,1.34,0.3,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.141...141",0.3,0.44,-0.54,0.28,1.2,0.24,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.142...142",-0.5,0.46,-1.46,-0.47,0.33,-0.41,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.143...143",-0.55,0.48,-1.54,-0.53,0.32,-0.47,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.144...144",-0.22,0.46,-1.16,-0.21,0.65,-0.15,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.145...145",0.35,0.45,-0.5,0.34,1.29,0.28,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.001...146",0.08,0.45,-0.82,0.08,0.97,0.08,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.002...147",-0.26,0.47,-1.24,-0.23,0.61,-0.17,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.003...148",0.14,0.39,-0.62,0.13,0.96,0.11,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.004...149",0.28,0.39,-0.42,0.25,1.12,0.19,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.005...150",0.22,0.38,-0.49,0.2,1.02,0.16,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.006...151",0.17,0.39,-0.57,0.16,1,0.13,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.007...152",0.08,0.34,-0.59,0.08,0.79,0.06,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.008...153",-0.13,0.39,-0.97,-0.11,0.6,-0.06,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.009...154",0.02,0.39,-0.76,0.03,0.8,0.03,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.010...155",-0.27,0.41,-1.17,-0.23,0.46,-0.14,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.011...156",-0.08,0.36,-0.84,-0.07,0.61,-0.04,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.012...157",-0.07,0.35,-0.78,-0.05,0.6,-0.03,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.013...158",-0.09,0.34,-0.81,-0.08,0.56,-0.05,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.014...159",0.05,0.37,-0.67,0.05,0.81,0.04,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.015...160",0.07,0.39,-0.71,0.06,0.86,0.06,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.016...161",0.3,0.41,-0.44,0.27,1.2,0.2,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.017...162",0.17,0.38,-0.55,0.15,0.97,0.11,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.018...163",0.21,0.38,-0.51,0.19,1.02,0.16,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.019...164",0.27,0.41,-0.48,0.24,1.15,0.18,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.020...165",-0.13,0.4,-0.98,-0.11,0.63,-0.07,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.021...166",0.29,0.41,-0.45,0.26,1.19,0.19,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.022...167",0.01,0.43,-0.86,0.02,0.83,0.04,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.023...168",-0.32,0.43,-1.24,-0.28,0.43,-0.18,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.024...169",-0.01,0.38,-0.8,-0.01,0.75,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.025...170",-0.14,0.39,-0.98,-0.11,0.59,-0.06,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.026...171",0.24,0.41,-0.55,0.23,1.07,0.22,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.027...172",0.17,0.37,-0.53,0.15,0.94,0.12,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.028...173",-0.11,0.4,-0.96,-0.09,0.64,-0.05,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.029...174",-0.46,0.47,-1.48,-0.41,0.33,-0.27,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.030...175",-0.14,0.41,-1.01,-0.11,0.61,-0.06,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.031...176",-0.11,0.41,-0.95,-0.1,0.69,-0.08,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.032...177",0.08,0.35,-0.62,0.07,0.8,0.06,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.033...178",0.15,0.34,-0.51,0.14,0.86,0.11,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.034...179",0.12,0.36,-0.56,0.11,0.86,0.09,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.035...180",0.26,0.42,-0.49,0.22,1.16,0.15,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.036...181",0.05,0.4,-0.74,0.04,0.86,0.03,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.037...182",-0.2,0.47,-1.18,-0.17,0.65,-0.1,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.038...183",-0.11,0.43,-1.03,-0.08,0.68,-0.02,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.039...184",0.37,0.43,-0.41,0.34,1.29,0.28,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.040...185",0.23,0.38,-0.5,0.22,1,0.19,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.041...186",0.35,0.4,-0.39,0.33,1.2,0.27,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.042...187",0.2,0.39,-0.55,0.19,1.01,0.17,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.043...188",0.08,0.41,-0.74,0.08,0.89,0.09,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.044...189",-0.03,0.4,-0.87,-0.02,0.72,0.02,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.045...190",0.24,0.41,-0.54,0.23,1.11,0.2,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.046...191",-0.08,0.42,-0.97,-0.05,0.71,-0.01,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.047...192",0,0.41,-0.84,0.01,0.81,0.02,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.048...193",-0.08,0.42,-0.96,-0.06,0.71,-0.02,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.049...194",0.39,0.43,-0.4,0.36,1.3,0.29,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.050...195",-0.07,0.43,-0.96,-0.05,0.74,-0.01,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.051...196",0.42,0.44,-0.37,0.39,1.35,0.32,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.052...197",0.34,0.42,-0.43,0.32,1.22,0.26,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.053...198",-0.29,0.44,-1.21,-0.26,0.5,-0.18,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.054...199",-0.33,0.44,-1.27,-0.3,0.45,-0.22,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.055...200",-0.29,0.45,-1.21,-0.28,0.55,-0.25,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.056...201",0.19,0.44,-0.64,0.17,1.1,0.13,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.057...202",0.27,0.44,-0.55,0.25,1.19,0.21,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
