"","sp_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"31",31,-0.06,0.36,-0.82,-0.05,0.66,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"32",32,0.06,0.33,-0.6,0.05,0.75,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"33",33,0.12,0.32,-0.5,0.1,0.8,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"34",34,0.12,0.33,-0.52,0.1,0.81,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"35",35,0.24,0.38,-0.44,0.2,1.08,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"36",36,0.06,0.36,-0.67,0.05,0.81,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"37",37,-0.28,0.39,-1.15,-0.23,0.4,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"38",38,-0.21,0.38,-1.04,-0.17,0.48,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"39",39,0.24,0.38,-0.45,0.19,1.08,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"40",40,0.13,0.34,-0.52,0.11,0.85,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"41",41,0.27,0.36,-0.36,0.23,1.05,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"42",42,0.08,0.35,-0.6,0.07,0.83,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"43",43,-0.01,0.36,-0.76,-0.01,0.73,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"44",44,-0.12,0.36,-0.88,-0.1,0.56,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"45",45,0.13,0.37,-0.57,0.11,0.92,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"46",46,-0.16,0.37,-0.97,-0.13,0.53,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"47",47,-0.08,0.36,-0.84,-0.06,0.64,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"48",48,-0.16,0.37,-0.96,-0.13,0.53,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"49",49,0.28,0.38,-0.38,0.23,1.11,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"50",50,-0.16,0.37,-0.96,-0.13,0.54,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"51",51,0.31,0.39,-0.35,0.27,1.17,0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"52",52,0.23,0.37,-0.44,0.19,1.04,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"53",53,-0.26,0.38,-1.11,-0.22,0.41,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"54",54,-0.29,0.39,-1.14,-0.24,0.39,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"55",55,-0.17,0.37,-0.97,-0.14,0.52,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"56",56,0.21,0.37,-0.47,0.18,1.03,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"57",57,0.16,0.37,-0.54,0.13,0.97,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"58",58,0.04,0.36,-0.69,0.03,0.8,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"59",59,0.19,0.38,-0.51,0.15,1.02,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"60",60,0.03,0.36,-0.7,0.03,0.78,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"61",61,0.26,0.37,-0.4,0.22,1.08,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"62",62,0.21,0.36,-0.45,0.17,0.98,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"63",63,0.04,0.36,-0.67,0.04,0.78,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"64",64,-0.05,0.36,-0.81,-0.04,0.68,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"65",65,-0.1,0.37,-0.89,-0.08,0.61,-0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"66",66,0,0.31,-0.63,0,0.63,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"67",67,-0.03,0.31,-0.68,-0.02,0.6,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"68",68,0,0.3,-0.62,0,0.61,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"69",69,-0.01,0.3,-0.63,-0.01,0.59,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"70",70,-0.02,0.29,-0.63,-0.02,0.56,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"71",71,-0.02,0.3,-0.62,-0.01,0.58,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"72",72,-0.07,0.34,-0.79,-0.05,0.61,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"73",73,-0.23,0.36,-1.01,-0.19,0.41,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"74",74,-0.3,0.37,-1.12,-0.26,0.34,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"75",75,-0.19,0.38,-1,-0.15,0.5,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"76",76,0.46,0.44,-0.25,0.4,1.42,0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"77",77,-0.04,0.36,-0.8,-0.03,0.69,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"78",78,-0.08,0.37,-0.85,-0.06,0.64,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"79",79,0,0.36,-0.74,0,0.74,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"80",80,-0.06,0.32,-0.73,-0.05,0.56,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"81",81,-0.28,0.38,-1.12,-0.23,0.39,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"82",82,-0.03,0.31,-0.68,-0.02,0.61,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"83",83,-0.01,0.32,-0.65,-0.01,0.63,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"84",84,0.33,0.4,-0.35,0.28,1.23,0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"85",85,0.07,0.35,-0.61,0.06,0.81,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"86",86,-0.01,0.35,-0.73,-0.01,0.69,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"87",87,0.12,0.37,-0.58,0.1,0.92,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"88",88,-0.1,0.36,-0.87,-0.08,0.61,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"89",89,0.18,0.38,-0.5,0.15,1,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"90",90,0.08,0.33,-0.57,0.07,0.78,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"91",91,0.08,0.33,-0.57,0.07,0.78,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"92",92,0.35,0.41,-0.34,0.29,1.25,0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"93",93,0.31,0.4,-0.37,0.26,1.19,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"94",94,-0.12,0.37,-0.9,-0.1,0.58,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"95",95,0.16,0.37,-0.54,0.13,0.96,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"96",96,-0.03,0.36,-0.78,-0.03,0.69,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"97",97,0.07,0.36,-0.65,0.06,0.84,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"98",98,0.18,0.38,-0.51,0.15,1,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"99",99,-0.15,0.37,-0.95,-0.13,0.54,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"100",100,-0.15,0.37,-0.95,-0.12,0.55,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"101",101,-0.16,0.37,-0.97,-0.13,0.53,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"102",102,0.04,0.36,-0.68,0.03,0.79,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"103",103,0.29,0.4,-0.4,0.24,1.16,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"104",104,0.16,0.37,-0.54,0.13,0.96,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"105",105,-0.05,0.36,-0.81,-0.04,0.67,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"106",106,0.04,0.36,-0.69,0.03,0.8,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"107",107,-0.12,0.37,-0.91,-0.1,0.58,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"108",108,-0.09,0.36,-0.86,-0.07,0.62,-0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"109",109,-0.15,0.37,-0.95,-0.12,0.55,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"110",110,-0.05,0.36,-0.8,-0.04,0.66,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"111",111,-0.02,0.36,-0.76,-0.02,0.7,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"112",112,0.15,0.37,-0.56,0.12,0.95,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"113",113,-0.18,0.35,-0.94,-0.15,0.46,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"114",114,-0.31,0.39,-1.17,-0.26,0.36,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"115",115,-0.02,0.36,-0.77,-0.02,0.7,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"116",116,0.29,0.39,-0.38,0.25,1.16,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"117",117,-0.04,0.36,-0.8,-0.03,0.69,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"118",118,0.03,0.36,-0.7,0.02,0.76,0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"119",119,0.14,0.37,-0.56,0.12,0.94,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"120",120,0.28,0.39,-0.4,0.23,1.14,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"121",121,0.09,0.36,-0.63,0.07,0.86,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"122",122,0.03,0.36,-0.7,0.03,0.79,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"123",123,-0.05,0.36,-0.81,-0.04,0.67,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"124",124,-0.02,0.36,-0.77,-0.02,0.7,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"125",125,0.12,0.37,-0.58,0.1,0.91,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"126",126,-0.04,0.36,-0.79,-0.03,0.69,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"127",127,-0.24,0.32,-0.92,-0.22,0.33,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"128",128,-0.32,0.33,-1.03,-0.28,0.26,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"129",129,-0.22,0.32,-0.91,-0.19,0.37,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"130",130,-0.32,0.4,-1.2,-0.27,0.36,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"131",131,-0.39,0.37,-1.18,-0.35,0.23,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"132",132,-0.04,0.36,-0.79,-0.03,0.69,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"133",133,-0.02,0.36,-0.76,-0.01,0.72,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"134",134,-0.11,0.37,-0.9,-0.09,0.59,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"135",135,0.05,0.35,-0.64,0.04,0.81,0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"136",136,-0.07,0.34,-0.79,-0.06,0.61,-0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"137",137,0.06,0.36,-0.66,0.05,0.83,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"138",138,0.05,0.36,-0.67,0.04,0.82,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"139",139,-0.1,0.37,-0.88,-0.08,0.62,-0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"140",140,0.21,0.38,-0.49,0.17,1.04,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"141",141,0.09,0.37,-0.62,0.08,0.88,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"142",142,-0.26,0.37,-1.07,-0.22,0.39,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"143",143,-0.28,0.39,-1.13,-0.23,0.4,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"144",144,0.01,0.36,-0.73,0.01,0.74,0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"145",145,0.15,0.37,-0.54,0.13,0.96,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"146",1,0.01,0.37,-0.75,0.01,0.77,0,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"147",2,-0.19,0.39,-1.05,-0.16,0.51,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"148",3,0.1,0.37,-0.62,0.08,0.89,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"149",4,0.24,0.37,-0.41,0.21,1.06,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"150",5,0.18,0.36,-0.48,0.15,0.96,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"151",6,0.13,0.37,-0.57,0.11,0.93,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"152",7,0.05,0.32,-0.57,0.04,0.72,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"153",8,-0.18,0.37,-0.99,-0.15,0.51,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"154",9,-0.01,0.37,-0.77,-0.01,0.73,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"155",10,-0.28,0.39,-1.16,-0.24,0.4,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"156",11,-0.12,0.35,-0.86,-0.1,0.54,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"157",12,-0.1,0.33,-0.8,-0.09,0.53,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"158",13,-0.12,0.33,-0.83,-0.11,0.5,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"159",14,0.03,0.35,-0.66,0.02,0.76,0.01,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"160",15,0.03,0.37,-0.71,0.03,0.8,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"161",16,0.25,0.39,-0.44,0.21,1.13,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"162",17,0.16,0.36,-0.52,0.13,0.94,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"163",18,0.16,0.36,-0.51,0.13,0.94,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"164",19,0.21,0.39,-0.48,0.18,1.07,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"165",20,-0.13,0.38,-0.94,-0.1,0.58,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"166",21,0.25,0.39,-0.44,0.21,1.13,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"167",22,-0.11,0.37,-0.9,-0.09,0.6,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"168",23,-0.31,0.41,-1.22,-0.26,0.37,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"169",24,-0.03,0.36,-0.78,-0.02,0.71,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"170",25,-0.18,0.37,-0.99,-0.15,0.51,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"171",26,0.12,0.35,-0.54,0.1,0.86,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"172",27,0.14,0.35,-0.51,0.12,0.89,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"173",28,-0.13,0.38,-0.95,-0.11,0.57,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"174",29,-0.43,0.45,-1.42,-0.36,0.29,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"175",30,-0.17,0.38,-1.01,-0.14,0.53,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"176",31,-0.06,0.37,-0.85,-0.05,0.67,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"177",32,0.06,0.34,-0.61,0.06,0.76,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"178",33,0.12,0.33,-0.5,0.1,0.82,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"179",34,0.12,0.34,-0.52,0.1,0.84,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"180",35,0.25,0.4,-0.44,0.21,1.13,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"181",36,0.06,0.37,-0.67,0.05,0.84,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"182",37,-0.3,0.41,-1.22,-0.25,0.4,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"183",38,-0.22,0.39,-1.09,-0.18,0.47,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"184",39,0.25,0.4,-0.44,0.21,1.14,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"185",40,0.13,0.35,-0.53,0.11,0.87,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"186",41,0.28,0.37,-0.36,0.24,1.1,0.15,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"187",42,0.09,0.36,-0.6,0.07,0.86,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"188",43,-0.01,0.37,-0.77,-0.01,0.74,0,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"189",44,-0.13,0.36,-0.92,-0.1,0.56,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"190",45,0.14,0.38,-0.57,0.11,0.96,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"191",46,-0.17,0.38,-1.01,-0.14,0.53,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"192",47,-0.08,0.37,-0.86,-0.07,0.64,-0.04,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"193",48,-0.17,0.38,-1,-0.14,0.53,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"194",49,0.29,0.39,-0.38,0.25,1.16,0.14,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"195",50,-0.17,0.38,-1,-0.14,0.54,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"196",51,0.33,0.4,-0.35,0.28,1.23,0.16,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"197",52,0.24,0.38,-0.44,0.2,1.09,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"198",53,-0.28,0.4,-1.16,-0.23,0.41,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"199",54,-0.3,0.4,-1.2,-0.25,0.39,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"200",55,-0.18,0.38,-1.01,-0.15,0.52,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"201",56,0.22,0.39,-0.47,0.19,1.07,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"202",57,0.17,0.38,-0.54,0.14,1.01,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"203",58,0.04,0.37,-0.71,0.03,0.82,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"204",59,0.2,0.39,-0.51,0.16,1.07,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"205",60,0.03,0.37,-0.71,0.03,0.8,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"206",61,0.27,0.39,-0.4,0.23,1.13,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"207",62,0.21,0.37,-0.45,0.18,1.02,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"208",63,0.04,0.36,-0.69,0.04,0.8,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"209",64,-0.05,0.37,-0.83,-0.04,0.69,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"210",65,-0.11,0.38,-0.92,-0.09,0.61,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"211",66,0,0.32,-0.64,0,0.65,0,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"212",67,-0.03,0.32,-0.69,-0.02,0.61,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"213",68,0,0.31,-0.64,0,0.62,0,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"214",69,-0.01,0.3,-0.64,-0.01,0.6,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"215",70,-0.03,0.3,-0.64,-0.02,0.57,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"216",71,-0.02,0.3,-0.63,-0.01,0.59,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"217",72,-0.07,0.35,-0.82,-0.06,0.61,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"218",73,-0.24,0.37,-1.04,-0.2,0.42,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"219",74,-0.31,0.39,-1.17,-0.27,0.34,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"220",75,-0.2,0.39,-1.05,-0.16,0.5,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"221",76,0.49,0.47,-0.25,0.41,1.53,0.21,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"222",77,-0.04,0.37,-0.82,-0.03,0.7,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"223",78,-0.08,0.37,-0.88,-0.07,0.64,-0.04,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
