"","sp_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"174",54,-0.26,0.45,-1.18,-0.25,0.61,-0.23,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"175",55,-0.3,0.46,-1.23,-0.29,0.58,-0.27,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"176",56,0.48,0.49,-0.43,0.46,1.47,0.42,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"177",57,-0.36,0.46,-1.3,-0.35,0.52,-0.32,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"178",58,-0.14,0.45,-1.04,-0.13,0.74,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"179",59,0.3,0.47,-0.59,0.29,1.25,0.26,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"180",60,0.04,0.46,-0.85,0.04,0.95,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"181",61,0.28,0.46,-0.59,0.27,1.21,0.25,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"182",62,0.04,0.42,-0.79,0.04,0.88,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"183",63,-0.43,0.39,-1.22,-0.41,0.29,-0.37,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"184",64,-0.56,0.44,-1.45,-0.54,0.26,-0.49,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"185",65,-0.06,0.32,-0.69,-0.06,0.59,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"186",66,-0.24,0.45,-1.13,-0.23,0.62,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"187",67,-0.03,0.43,-0.88,-0.03,0.82,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"188",68,-0.38,0.42,-1.22,-0.37,0.41,-0.35,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"189",69,0.32,0.45,-0.55,0.31,1.24,0.28,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"190",70,-0.64,0.49,-1.63,-0.63,0.27,-0.59,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"191",71,0.62,0.49,-0.3,0.61,1.62,0.57,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"192",72,0.44,0.46,-0.44,0.43,1.38,0.4,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"193",73,-0.34,0.45,-1.25,-0.33,0.52,-0.31,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"194",74,0.24,0.45,-0.62,0.23,1.14,0.21,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"195",75,-0.04,0.44,-0.91,-0.04,0.81,-0.04,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"196",76,0.25,0.45,-0.61,0.24,1.14,0.22,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"197",77,-0.12,0.44,-0.99,-0.11,0.74,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"198",78,0.17,0.44,-0.68,0.17,1.05,0.15,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"199",79,0.76,0.51,-0.2,0.74,1.79,0.7,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"200",80,0.52,0.48,-0.38,0.51,1.48,0.47,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"201",81,-0.17,0.44,-1.05,-0.16,0.69,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"202",82,0.09,0.33,-0.56,0.09,0.74,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"203",83,-0.04,0.39,-0.81,-0.04,0.72,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"204",84,0.11,0.32,-0.52,0.1,0.74,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"205",85,0.66,0.42,-0.14,0.65,1.52,0.63,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"206",86,0.68,0.44,-0.14,0.66,1.57,0.63,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"207",87,0.36,0.43,-0.46,0.35,1.25,0.33,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"208",88,-0.04,0.43,-0.88,-0.05,0.8,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"209",89,-0.15,0.42,-1,-0.15,0.68,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"210",90,-0.22,0.45,-1.12,-0.21,0.64,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"211",91,0.06,0.43,-0.79,0.05,0.92,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"212",92,0.14,0.44,-0.72,0.14,1.02,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"213",93,0.48,0.47,-0.4,0.47,1.43,0.44,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"214",94,0.19,0.44,-0.67,0.18,1.08,0.17,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"215",95,0.41,0.46,-0.46,0.4,1.34,0.37,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"216",96,0.24,0.45,-0.61,0.24,1.14,0.22,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"217",97,0.25,0.44,-0.6,0.25,1.15,0.23,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"218",98,0.74,0.5,-0.2,0.73,1.75,0.69,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"219",99,0.4,0.45,-0.46,0.39,1.31,0.36,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"220",100,0.08,0.44,-0.78,0.08,0.95,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"221",101,0.16,0.44,-0.69,0.16,1.05,0.15,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"222",102,-0.31,0.46,-1.23,-0.3,0.56,-0.27,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
