"","phy_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"43",43,-0.13,0.16,-0.47,-0.12,0.18,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"44",44,-0.14,0.17,-0.49,-0.13,0.17,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"45",45,-0.15,0.19,-0.55,-0.14,0.18,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"46",46,-0.2,0.19,-0.59,-0.18,0.14,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"47",47,-0.21,0.19,-0.62,-0.2,0.14,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"48",48,-0.13,0.17,-0.48,-0.12,0.19,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"49",49,-0.12,0.18,-0.5,-0.12,0.2,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"50",50,-0.05,0.15,-0.35,-0.04,0.25,-0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"51",51,-0.11,0.19,-0.51,-0.1,0.25,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"52",52,-0.3,0.32,-0.99,-0.28,0.28,-0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"53",53,-0.29,0.32,-0.96,-0.27,0.3,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"54",54,-0.27,0.35,-1,-0.24,0.37,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"55",55,-0.27,0.35,-1.01,-0.24,0.37,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"56",56,-0.05,0.28,-0.63,-0.05,0.52,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"57",57,-0.01,0.34,-0.69,-0.01,0.69,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"58",58,-0.07,0.18,-0.44,-0.06,0.29,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"59",59,-0.14,0.33,-0.84,-0.12,0.51,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"60",60,0.15,0.31,-0.43,0.13,0.82,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"61",61,0.15,0.31,-0.43,0.13,0.82,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"62",62,0.16,0.32,-0.44,0.14,0.84,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"63",63,-0.02,0.2,-0.42,-0.02,0.4,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"64",64,0.11,0.16,-0.21,0.11,0.44,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"65",65,0.11,0.16,-0.21,0.11,0.44,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"66",66,0.1,0.16,-0.22,0.1,0.42,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"67",67,0.09,0.16,-0.23,0.09,0.42,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"68",68,0.09,0.16,-0.23,0.09,0.42,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"69",69,0.09,0.17,-0.23,0.09,0.42,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"70",70,0.09,0.17,-0.24,0.09,0.42,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"71",71,0.08,0.17,-0.26,0.08,0.42,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"72",72,0.08,0.17,-0.26,0.08,0.43,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"73",73,0.09,0.18,-0.27,0.09,0.45,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"74",74,0.11,0.16,-0.2,0.11,0.45,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"75",75,0.11,0.17,-0.21,0.11,0.45,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"76",76,0.11,0.17,-0.22,0.11,0.46,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"77",77,0.12,0.19,-0.25,0.12,0.51,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"78",78,0.1,0.19,-0.27,0.1,0.48,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"79",79,0.14,0.19,-0.21,0.14,0.53,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"80",80,0.15,0.19,-0.21,0.14,0.54,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"81",81,0.15,0.2,-0.22,0.14,0.55,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"82",82,0.1,0.23,-0.33,0.09,0.59,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"83",83,0.1,0.23,-0.33,0.09,0.57,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"84",84,0.1,0.23,-0.33,0.09,0.57,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"85",85,0.09,0.23,-0.34,0.08,0.57,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"86",86,0.09,0.23,-0.34,0.08,0.57,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"87",87,0.08,0.24,-0.36,0.08,0.57,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"88",88,0.11,0.24,-0.33,0.1,0.6,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"89",89,0.11,0.24,-0.34,0.1,0.61,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"90",90,0.1,0.25,-0.36,0.09,0.62,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"91",91,0.11,0.24,-0.34,0.1,0.62,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"92",92,0,0.05,-0.1,0,0.1,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"93",93,0,0.08,-0.18,0,0.17,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"94",94,0,0.12,-0.26,0,0.25,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"95",95,0,0.3,-0.66,0.02,0.56,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"96",96,0.24,0.2,-0.16,0.24,0.64,0.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"97",97,0.24,0.2,-0.15,0.24,0.63,0.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"98",98,0.24,0.2,-0.15,0.24,0.63,0.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"99",99,0.3,0.2,-0.08,0.3,0.69,0.29,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"100",100,0.3,0.2,-0.08,0.3,0.69,0.29,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"101",101,0.31,0.2,-0.08,0.31,0.72,0.3,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"102",102,0.32,0.2,-0.06,0.32,0.71,0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"103",103,0.33,0.2,-0.06,0.33,0.74,0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"104",104,0.33,0.2,-0.06,0.33,0.75,0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"105",105,0.35,0.22,-0.06,0.34,0.79,0.33,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"106",106,0.34,0.21,-0.06,0.33,0.76,0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"107",107,0.32,0.2,-0.06,0.32,0.72,0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"108",108,0.32,0.21,-0.08,0.31,0.73,0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"109",109,0.33,0.21,-0.08,0.32,0.76,0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"110",110,0.16,0.22,-0.3,0.17,0.59,0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"111",111,0,0.16,-0.33,0,0.33,0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"112",112,0.02,0.22,-0.42,0.02,0.48,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"113",113,-0.07,0.29,-0.64,-0.07,0.5,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"114",114,-0.06,0.29,-0.63,-0.06,0.53,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"115",115,-0.08,0.29,-0.65,-0.08,0.49,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"116",116,-0.07,0.29,-0.65,-0.07,0.5,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"117",117,-0.07,0.29,-0.65,-0.07,0.51,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"118",118,-0.09,0.29,-0.66,-0.09,0.49,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"119",119,0.69,0.42,-0.07,0.67,1.54,0.62,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"120",120,-0.47,0.24,-0.96,-0.46,-0.02,-0.43,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"121",121,-0.48,0.24,-0.98,-0.47,-0.03,-0.45,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"122",122,-0.49,0.25,-0.99,-0.48,-0.04,-0.46,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"123",123,-0.5,0.25,-1.01,-0.49,-0.04,-0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"124",124,-0.49,0.24,-0.99,-0.48,-0.04,-0.46,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"125",125,-0.47,0.24,-0.97,-0.46,-0.03,-0.44,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"126",126,-0.48,0.24,-0.97,-0.47,-0.03,-0.45,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"127",127,-0.47,0.24,-0.96,-0.46,-0.02,-0.43,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"128",128,-0.51,0.25,-1.03,-0.5,-0.04,-0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"129",129,-0.46,0.24,-0.96,-0.46,-0.02,-0.43,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"130",130,-0.47,0.24,-0.97,-0.46,-0.02,-0.43,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"131",131,-0.48,0.25,-0.99,-0.47,-0.03,-0.45,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"132",132,-0.05,0.2,-0.45,-0.04,0.34,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"133",133,0.01,0.19,-0.37,0,0.4,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"134",134,0.05,0.17,-0.28,0.05,0.41,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"135",135,0.03,0.17,-0.31,0.03,0.38,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"136",136,0.03,0.17,-0.31,0.02,0.37,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"137",137,0.08,0.17,-0.25,0.07,0.44,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"138",138,0.07,0.17,-0.26,0.06,0.42,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"139",139,0.07,0.17,-0.26,0.06,0.43,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"140",140,0.06,0.17,-0.27,0.05,0.41,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"141",141,0.06,0.17,-0.27,0.05,0.41,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"142",142,0.07,0.18,-0.26,0.07,0.44,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"143",143,0.08,0.18,-0.25,0.07,0.45,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"144",144,0.07,0.17,-0.26,0.06,0.43,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"145",145,0.07,0.17,-0.26,0.06,0.43,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"146",146,0.06,0.17,-0.26,0.06,0.42,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"147",147,0.06,0.17,-0.27,0.05,0.41,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"148",148,0.05,0.17,-0.28,0.04,0.4,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"149",149,0.05,0.17,-0.28,0.05,0.4,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"150",150,0.05,0.17,-0.27,0.05,0.4,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"151",151,0.08,0.17,-0.25,0.07,0.43,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"152",152,0.08,0.17,-0.24,0.07,0.43,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"153",153,0,0.18,-0.35,0,0.36,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"154",154,-0.16,0.19,-0.56,-0.15,0.19,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"155",155,-0.15,0.19,-0.56,-0.14,0.19,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"156",156,-0.21,0.2,-0.63,-0.2,0.14,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"157",157,-0.22,0.2,-0.64,-0.2,0.14,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"158",158,-0.19,0.19,-0.6,-0.18,0.15,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"159",159,-0.12,0.19,-0.53,-0.11,0.23,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"160",160,-0.12,0.19,-0.51,-0.11,0.23,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"161",161,-0.13,0.19,-0.53,-0.12,0.22,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"162",162,-0.03,0.19,-0.42,-0.03,0.35,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"163",163,-0.01,0.19,-0.4,-0.01,0.38,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"164",164,-0.07,0.2,-0.49,-0.06,0.31,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"165",165,-0.35,0.35,-1.09,-0.32,0.27,-0.25,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"166",166,-0.28,0.32,-0.96,-0.26,0.32,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"167",167,-0.29,0.32,-0.97,-0.27,0.31,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"168",168,-0.27,0.35,-1.02,-0.24,0.38,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"169",169,-0.27,0.35,-1.02,-0.25,0.38,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"170",170,-0.27,0.35,-1.02,-0.25,0.38,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"171",171,-0.01,0.35,-0.69,-0.01,0.71,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"172",172,-0.01,0.35,-0.7,-0.01,0.7,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"173",173,-0.06,0.38,-0.85,-0.06,0.71,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"174",174,-0.06,0.38,-0.82,-0.06,0.71,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"175",175,-0.24,0.39,-1.09,-0.21,0.48,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"176",176,0.1,0.35,-0.58,0.09,0.84,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"177",177,0.2,0.37,-0.47,0.17,0.99,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"178",178,0.15,0.36,-0.52,0.13,0.92,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"179",179,0.23,0.38,-0.44,0.2,1.05,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"180",180,0.09,0.19,-0.28,0.09,0.46,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"181",181,0.08,0.18,-0.29,0.08,0.44,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"182",182,0.08,0.18,-0.29,0.08,0.44,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"183",183,0.09,0.18,-0.27,0.09,0.44,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"184",184,0.1,0.19,-0.28,0.09,0.48,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"185",185,0.1,0.19,-0.28,0.09,0.48,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"186",186,0.1,0.19,-0.28,0.09,0.48,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"187",187,0.09,0.2,-0.3,0.09,0.48,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"188",188,0.08,0.2,-0.31,0.08,0.47,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"189",189,0.12,0.2,-0.27,0.12,0.53,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"190",190,0.12,0.2,-0.27,0.12,0.53,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"191",191,0.11,0.2,-0.29,0.11,0.52,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"192",192,0.1,0.2,-0.3,0.1,0.51,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"193",193,0.1,0.2,-0.3,0.1,0.5,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"194",194,0.15,0.2,-0.23,0.14,0.56,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"195",195,0.15,0.2,-0.23,0.14,0.56,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"196",196,0.15,0.2,-0.23,0.14,0.57,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"197",197,0.15,0.2,-0.23,0.14,0.56,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"198",198,0.14,0.22,-0.28,0.13,0.59,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"199",199,0.09,0.24,-0.36,0.08,0.59,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"200",200,0.09,0.24,-0.36,0.08,0.58,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"201",201,0.08,0.24,-0.37,0.07,0.58,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"202",202,0.08,0.24,-0.36,0.07,0.58,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"203",203,0.11,0.24,-0.34,0.1,0.62,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"204",204,0.11,0.24,-0.34,0.1,0.62,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"205",205,0.11,0.24,-0.34,0.1,0.62,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"206",206,0.1,0.25,-0.36,0.09,0.63,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"207",207,0.1,0.25,-0.36,0.09,0.62,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"208",208,0.12,0.27,-0.38,0.11,0.7,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"209",209,0.11,0.27,-0.39,0.1,0.69,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"210",210,0.28,0.23,-0.16,0.28,0.74,0.27,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"211",211,0.34,0.23,-0.1,0.33,0.82,0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"212",212,0.33,0.23,-0.11,0.32,0.8,0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"213",213,0.35,0.22,-0.07,0.35,0.81,0.33,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"214",214,0.35,0.23,-0.07,0.35,0.82,0.33,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"215",215,0.35,0.23,-0.08,0.34,0.81,0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"216",216,0.34,0.22,-0.08,0.34,0.8,0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"217",217,0.34,0.22,-0.08,0.34,0.8,0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"218",218,0.33,0.22,-0.09,0.32,0.78,0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"219",219,0.33,0.22,-0.09,0.33,0.78,0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"220",220,0.3,0.22,-0.12,0.3,0.74,0.29,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"221",221,0.33,0.22,-0.1,0.32,0.78,0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"222",222,0.11,0.26,-0.44,0.13,0.58,0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"223",223,0.11,0.26,-0.44,0.12,0.58,0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"224",224,0.21,0.25,-0.28,0.22,0.7,0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"225",225,0.28,0.25,-0.2,0.28,0.8,0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"226",226,-0.27,0.47,-1.32,-0.22,0.54,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"227",227,-0.15,0.46,-1.13,-0.13,0.73,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"228",228,-0.09,0.45,-1.02,-0.08,0.78,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
