"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.038...38",-0.7,0.27,-1.17,-0.73,-0.1,-0.77,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.039...39",-0.24,0.21,-0.63,-0.25,0.2,-0.28,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.040...40",0.06,0.19,-0.31,0.06,0.46,0.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.041...41",0.57,0.25,0.08,0.57,1.06,0.58,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.042...42",0.79,0.25,0.27,0.8,1.27,0.81,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.043...43",0.09,0.25,-0.4,0.08,0.6,0.07,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.044...44",0.09,0.22,-0.35,0.09,0.53,0.09,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.045...45",0.9,0.25,0.36,0.91,1.36,0.93,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.046...46",-0.49,0.26,-0.97,-0.51,0.07,-0.53,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.047...47",-1.35,0.28,-1.84,-1.38,-0.72,-1.42,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.048...48",0.76,0.25,0.22,0.77,1.24,0.79,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.049...49",0.13,0.25,-0.37,0.13,0.64,0.13,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.050...50",0.1,0.25,-0.4,0.1,0.61,0.1,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.051...51",-0.01,0.25,-0.5,-0.01,0.51,-0.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.052...52",0,0.25,-0.5,-0.01,0.52,-0.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.053...53",0.83,0.25,0.3,0.83,1.32,0.84,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.054...54",0.36,0.25,-0.15,0.36,0.87,0.35,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.055...55",0.35,0.25,-0.15,0.35,0.87,0.35,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.056...56",0.78,0.26,0.23,0.79,1.27,0.81,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.057...57",-0.82,0.26,-1.3,-0.83,-0.24,-0.86,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.058...58",-0.21,0.25,-0.7,-0.22,0.32,-0.24,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.059...59",0.91,0.26,0.36,0.92,1.4,0.93,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.060...60",0.1,0.25,-0.41,0.1,0.6,0.1,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.061...61",1.4,0.26,0.82,1.42,1.89,1.45,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.062...62",0.65,0.25,0.15,0.66,1.15,0.66,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.063...63",0.14,0.24,-0.3,0.13,0.65,0.11,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.064...64",0.01,0.24,-0.45,0,0.53,-0.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.065...65",0.43,0.22,-0.03,0.44,0.86,0.45,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.066...66",0.89,0.25,0.37,0.89,1.38,0.9,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.067...67",0.84,0.25,0.33,0.85,1.34,0.85,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.068...68",0.73,0.24,0.24,0.74,1.21,0.74,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.069...69",0.7,0.25,0.19,0.7,1.2,0.71,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.070...70",-0.36,0.26,-0.85,-0.37,0.18,-0.39,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.071...71",0.72,0.25,0.21,0.72,1.21,0.72,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.072...72",0.84,0.25,0.33,0.84,1.34,0.85,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.073...73",0.41,0.25,-0.09,0.41,0.91,0.4,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.074...74",0.35,0.25,-0.15,0.34,0.86,0.34,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.075...75",0.26,0.25,-0.23,0.26,0.78,0.25,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.076...76",0.89,0.25,0.37,0.89,1.38,0.9,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.077...77",1.18,0.25,0.64,1.18,1.66,1.2,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.078...78",1.18,0.25,0.65,1.19,1.67,1.21,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.079...79",0.73,0.25,0.22,0.73,1.22,0.73,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.080...80",1.29,0.26,0.75,1.31,1.78,1.32,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.081...81",0.61,0.25,0.11,0.61,1.12,0.61,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.082...82",0.64,0.21,0.24,0.64,1.07,0.64,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.083...83",0.29,0.24,-0.16,0.28,0.81,0.26,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.084...84",0.6,0.21,0.19,0.59,1.03,0.59,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.085...85",0.98,0.22,0.52,0.98,1.41,0.98,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.086...86",1.03,0.23,0.56,1.04,1.45,1.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.087...87",1.01,0.25,0.5,1.02,1.49,1.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.088...88",0.98,0.25,0.46,0.99,1.45,1,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.089...89",0.23,0.25,-0.25,0.23,0.74,0.22,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.090...90",1.03,0.25,0.5,1.04,1.52,1.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.091...91",0.84,0.25,0.33,0.85,1.33,0.85,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.092...92",0,0.25,-0.48,-0.01,0.54,-0.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.093...93",2.12,0.27,1.51,2.14,2.6,2.17,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.094...94",1.56,0.26,1,1.57,2.04,1.6,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.095...95",1.38,0.25,0.85,1.39,1.87,1.41,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.096...96",1.61,0.26,1.05,1.63,2.09,1.65,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.097...97",1.52,0.26,0.97,1.53,2,1.55,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.098...98",1.34,0.25,0.81,1.35,1.82,1.36,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.099...99",1.4,0.25,0.87,1.41,1.88,1.42,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.100...100",1.31,0.25,0.78,1.32,1.8,1.34,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.101...101",1.52,0.26,0.97,1.53,2,1.55,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.102...102",-0.44,0.27,-0.92,-0.45,0.15,-0.49,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.103...103",1.2,0.25,0.67,1.2,1.68,1.22,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.104...104",-1.57,0.29,-2.06,-1.6,-0.88,-1.66,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.105...105",-1.82,0.3,-2.32,-1.86,-1.13,-1.92,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.106...106",0.09,0.25,-0.39,0.09,0.63,0.07,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.107...107",1.61,0.26,1.05,1.62,2.09,1.65,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.108...108",-0.75,0.27,-1.24,-0.77,-0.16,-0.8,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.109...109",0.04,0.26,-0.46,0.04,0.57,0.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.110...110",0.07,0.26,-0.43,0.06,0.59,0.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.111...111",0.46,0.25,-0.08,0.47,0.94,0.48,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.112...112",0.69,0.25,0.2,0.68,1.2,0.67,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.113...113",1.16,0.26,0.59,1.18,1.63,1.21,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.114...114",-0.05,0.24,-0.51,-0.06,0.44,-0.07,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.115...115",0.18,0.21,-0.25,0.18,0.57,0.2,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.116...116",0.54,0.22,0.12,0.53,0.99,0.52,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.117...117",0.34,0.21,-0.07,0.34,0.77,0.34,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.118...118",-0.38,0.24,-0.8,-0.4,0.13,-0.44,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.119...119",0.79,0.23,0.31,0.79,1.22,0.81,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.120...120",-0.1,0.26,-0.6,-0.11,0.44,-0.12,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.001...121",1.27,0.27,0.68,1.29,1.75,1.32,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.002...122",0.39,0.25,-0.13,0.4,0.88,0.41,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.003...123",-0.42,0.25,-0.91,-0.43,0.09,-0.44,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.004...124",-0.69,0.25,-1.17,-0.69,-0.15,-0.71,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.005...125",-1.31,0.26,-1.79,-1.33,-0.73,-1.35,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.006...126",-0.17,0.25,-0.67,-0.18,0.33,-0.18,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.007...127",-0.04,0.25,-0.55,-0.04,0.45,-0.04,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.008...128",-0.3,0.25,-0.8,-0.31,0.21,-0.31,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.009...129",0.22,0.25,-0.3,0.22,0.71,0.23,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.010...130",-1.42,0.27,-1.9,-1.44,-0.81,-1.47,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.011...131",0.44,0.25,-0.07,0.45,0.93,0.46,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.012...132",0.14,0.25,-0.37,0.14,0.63,0.15,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.013...133",-0.29,0.25,-0.78,-0.3,0.22,-0.3,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.014...134",0.54,0.25,0.05,0.54,1.05,0.54,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.015...135",1.26,0.26,0.71,1.28,1.74,1.3,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.016...136",0.74,0.17,0.38,0.75,1.05,0.76,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.017...137",0.75,0.16,0.42,0.75,1.06,0.76,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.018...138",-0.06,0.21,-0.43,-0.07,0.37,-0.09,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.019...139",0.17,0.15,-0.13,0.17,0.44,0.18,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.020...140",-0.26,0.18,-0.6,-0.27,0.12,-0.28,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.021...141",-0.06,0.16,-0.38,-0.06,0.27,-0.06,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.022...142",0.32,0.18,-0.03,0.31,0.68,0.31,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.023...143",0.24,0.16,-0.08,0.24,0.56,0.24,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.024...144",0.51,0.18,0.15,0.52,0.84,0.53,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.025...145",0.56,0.17,0.22,0.57,0.87,0.58,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.026...146",0.87,0.16,0.54,0.88,1.18,0.89,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.027...147",0.64,0.16,0.32,0.65,0.94,0.66,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.028...148",0.65,0.16,0.32,0.65,0.95,0.65,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.029...149",0.58,0.17,0.24,0.59,0.91,0.59,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.030...150",-0.07,0.21,-0.48,-0.08,0.34,-0.08,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.031...151",0.12,0.23,-0.35,0.12,0.57,0.13,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.032...152",0.22,0.19,-0.18,0.22,0.59,0.23,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.033...153",0.38,0.2,-0.03,0.39,0.76,0.4,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.034...154",0.53,0.21,0.09,0.54,0.9,0.57,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.035...155",-0.31,0.23,-0.73,-0.33,0.17,-0.35,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.036...156",-0.34,0.21,-0.73,-0.35,0.1,-0.37,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.037...157",-0.04,0.25,-0.52,-0.04,0.47,-0.04,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.038...158",-0.7,0.27,-1.17,-0.73,-0.11,-0.77,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.039...159",-0.24,0.21,-0.62,-0.25,0.19,-0.27,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.040...160",0.07,0.19,-0.31,0.06,0.46,0.06,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.041...161",0.57,0.24,0.08,0.57,1.06,0.58,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.042...162",0.79,0.25,0.28,0.8,1.27,0.81,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.043...163",0.09,0.25,-0.39,0.08,0.6,0.08,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.044...164",0.09,0.22,-0.35,0.09,0.53,0.09,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.045...165",0.9,0.25,0.37,0.91,1.36,0.93,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.046...166",-0.49,0.26,-0.97,-0.51,0.06,-0.53,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.047...167",-1.36,0.28,-1.84,-1.38,-0.73,-1.42,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.048...168",0.76,0.25,0.23,0.77,1.24,0.79,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.049...169",0.13,0.25,-0.36,0.13,0.63,0.13,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.050...170",0.1,0.25,-0.39,0.1,0.6,0.1,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.051...171",-0.01,0.25,-0.5,-0.01,0.51,-0.02,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.052...172",-0.01,0.25,-0.5,-0.01,0.51,-0.02,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.053...173",0.83,0.25,0.31,0.83,1.32,0.84,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.054...174",0.36,0.25,-0.15,0.36,0.86,0.35,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.055...175",0.35,0.25,-0.15,0.35,0.86,0.35,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.056...176",0.78,0.26,0.24,0.79,1.27,0.81,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.057...177",-0.82,0.26,-1.3,-0.83,-0.25,-0.86,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.058...178",-0.21,0.25,-0.7,-0.22,0.31,-0.23,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.059...179",0.91,0.26,0.37,0.92,1.39,0.93,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.060...180",0.1,0.25,-0.41,0.1,0.6,0.1,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.061...181",1.4,0.26,0.83,1.42,1.89,1.44,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.062...182",0.65,0.25,0.16,0.66,1.14,0.66,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.063...183",0.14,0.24,-0.3,0.13,0.64,0.11,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.064...184",0.01,0.24,-0.45,0,0.52,-0.01,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.065...185",0.44,0.22,-0.02,0.44,0.86,0.45,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.066...186",0.89,0.25,0.37,0.89,1.38,0.9,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.067...187",0.84,0.25,0.34,0.85,1.33,0.85,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.068...188",0.73,0.24,0.25,0.74,1.21,0.74,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.069...189",0.7,0.25,0.2,0.7,1.2,0.71,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.070...190",-0.36,0.26,-0.84,-0.37,0.18,-0.39,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.071...191",0.72,0.25,0.21,0.72,1.21,0.72,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.072...192",0.84,0.25,0.33,0.84,1.33,0.85,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.073...193",0.41,0.25,-0.09,0.41,0.91,0.4,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.074...194",0.34,0.25,-0.15,0.34,0.85,0.34,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.075...195",0.26,0.25,-0.23,0.26,0.77,0.25,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.076...196",0.89,0.25,0.38,0.89,1.38,0.9,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.077...197",1.18,0.25,0.65,1.18,1.66,1.2,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.078...198",1.18,0.25,0.65,1.19,1.66,1.2,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.079...199",0.73,0.25,0.22,0.73,1.22,0.73,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.080...200",1.29,0.25,0.76,1.3,1.77,1.32,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.081...201",0.61,0.25,0.12,0.61,1.11,0.61,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.082...202",0.65,0.21,0.24,0.65,1.07,0.64,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.083...203",0.29,0.24,-0.17,0.28,0.8,0.26,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
