"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.0071...71",-0.99,0.21,-1.39,-0.99,-0.58,-0.99,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0072...72",-1.04,0.21,-1.46,-1.04,-0.63,-1.04,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0073...73",-0.94,0.2,-1.33,-0.94,-0.55,-0.94,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0074...74",-0.93,0.21,-1.34,-0.93,-0.51,-0.93,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0075...75",-0.75,0.22,-1.19,-0.75,-0.31,-0.75,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0076...76",-0.88,0.22,-1.31,-0.88,-0.45,-0.88,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0077...77",-0.64,0.28,-1.2,-0.64,-0.09,-0.64,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0078...78",-0.09,0.28,-0.65,-0.09,0.47,-0.09,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0079...79",-0.79,0.29,-1.37,-0.79,-0.22,-0.79,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0080...80",-0.9,0.23,-1.36,-0.9,-0.44,-0.9,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0081...81",-1.12,0.23,-1.58,-1.12,-0.67,-1.12,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0082...82",-0.83,0.23,-1.28,-0.83,-0.38,-0.83,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0083...83",-1.05,0.23,-1.5,-1.05,-0.6,-1.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0084...84",-1.21,0.26,-1.72,-1.21,-0.69,-1.21,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0085...85",-0.48,0.26,-1,-0.48,0.04,-0.48,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0086...86",-0.57,0.23,-1.02,-0.57,-0.11,-0.57,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0087...87",-0.49,0.23,-0.95,-0.49,-0.04,-0.49,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0088...88",-0.72,0.24,-1.19,-0.72,-0.25,-0.72,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0089...89",-0.61,0.24,-1.08,-0.61,-0.15,-0.61,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0090...90",-1.15,0.27,-1.67,-1.15,-0.63,-1.15,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0091...91",-1.03,0.28,-1.57,-1.03,-0.49,-1.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0092...92",-0.61,0.26,-1.13,-0.61,-0.1,-0.61,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0093...93",-0.51,0.26,-1.02,-0.51,0,-0.51,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0094...94",-0.18,0.19,-0.56,-0.18,0.2,-0.18,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0095...95",-0.17,0.19,-0.55,-0.17,0.21,-0.17,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0096...96",-0.18,0.2,-0.57,-0.18,0.21,-0.18,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0097...97",-0.21,0.2,-0.59,-0.21,0.18,-0.21,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0098...98",0.23,0.23,-0.23,0.23,0.68,0.23,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0099...99",0.06,0.24,-0.41,0.06,0.52,0.06,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0100...100",-0.97,0.22,-1.4,-0.97,-0.53,-0.97,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0101...101",-1.09,0.22,-1.53,-1.09,-0.66,-1.09,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0102...102",-1.03,0.25,-1.53,-1.03,-0.54,-1.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0103...103",-0.67,0.22,-1.09,-0.67,-0.24,-0.67,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0104...104",-0.54,0.23,-0.99,-0.54,-0.09,-0.54,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0105...105",-0.77,0.22,-1.2,-0.77,-0.35,-0.77,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0106...106",-0.88,0.23,-1.33,-0.88,-0.43,-0.88,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0107...107",-0.43,0.25,-0.92,-0.43,0.07,-0.43,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0108...108",-1.15,0.26,-1.65,-1.15,-0.65,-1.15,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0109...109",-1.23,0.25,-1.73,-1.23,-0.74,-1.23,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0110...110",-0.5,0.24,-0.96,-0.5,-0.03,-0.5,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0111...111",-0.51,0.24,-0.98,-0.51,-0.04,-0.51,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0112...112",-0.77,0.2,-1.17,-0.77,-0.37,-0.77,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0113...113",-0.76,0.2,-1.16,-0.76,-0.36,-0.76,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0114...114",-0.68,0.21,-1.09,-0.68,-0.27,-0.68,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0115...115",-0.77,0.2,-1.15,-0.77,-0.38,-0.77,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0116...116",-0.76,0.2,-1.15,-0.76,-0.38,-0.76,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0117...117",-0.76,0.21,-1.17,-0.76,-0.34,-0.76,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0118...118",-0.3,0.23,-0.76,-0.3,0.15,-0.3,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0119...119",-0.42,0.23,-0.87,-0.42,0.03,-0.42,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0120...120",-0.63,0.2,-1.02,-0.63,-0.24,-0.63,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0121...121",-0.41,0.19,-0.78,-0.41,-0.04,-0.41,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0122...122",-0.42,0.19,-0.79,-0.42,-0.05,-0.42,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0123...123",-0.41,0.2,-0.8,-0.41,-0.02,-0.41,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0124...124",-0.93,0.19,-1.3,-0.93,-0.57,-0.93,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0125...125",-0.86,0.19,-1.23,-0.86,-0.5,-0.86,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0126...126",-0.8,0.21,-1.22,-0.8,-0.39,-0.81,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0127...127",-0.94,0.22,-1.38,-0.94,-0.51,-0.94,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0128...128",-0.87,0.19,-1.23,-0.87,-0.5,-0.87,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0129...129",-0.89,0.19,-1.25,-0.89,-0.52,-0.89,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0130...130",-1.05,0.19,-1.42,-1.05,-0.68,-1.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0131...131",-0.78,0.2,-1.17,-0.78,-0.38,-0.78,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0132...132",-0.75,0.21,-1.17,-0.75,-0.34,-0.75,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0133...133",-0.9,0.2,-1.29,-0.9,-0.51,-0.9,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0134...134",-0.99,0.2,-1.39,-0.99,-0.6,-0.99,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0135...135",-0.93,0.22,-1.37,-0.93,-0.49,-0.93,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0136...136",-0.97,0.23,-1.42,-0.97,-0.53,-0.97,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0137...137",-1.24,0.27,-1.77,-1.24,-0.72,-1.24,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0138...138",-0.92,0.27,-1.46,-0.92,-0.39,-0.92,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0139...139",-1.08,0.26,-1.59,-1.08,-0.57,-1.08,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0140...140",-1.48,0.28,-2.02,-1.48,-0.93,-1.48,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0141...141",-0.83,0.26,-1.33,-0.83,-0.32,-0.83,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0142...142",-0.97,0.24,-1.45,-0.97,-0.49,-0.97,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0143...143",-1.16,0.25,-1.65,-1.16,-0.66,-1.16,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0144...144",-0.77,0.26,-1.28,-0.77,-0.26,-0.77,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0145...145",-1.28,0.27,-1.82,-1.28,-0.75,-1.28,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0146...146",-1.15,0.27,-1.68,-1.15,-0.63,-1.15,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0147...147",-0.77,0.28,-1.31,-0.77,-0.22,-0.77,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0148...148",-0.95,0.27,-1.49,-0.95,-0.41,-0.95,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0149...149",-0.45,0.28,-1,-0.45,0.1,-0.45,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0150...150",-1.05,0.28,-1.59,-1.05,-0.51,-1.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0151...151",-1.23,0.28,-1.77,-1.23,-0.69,-1.23,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0152...152",-1.13,0.28,-1.67,-1.14,-0.59,-1.14,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0153...153",-1.24,0.28,-1.78,-1.24,-0.7,-1.24,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0154...154",-1.49,0.28,-2.03,-1.49,-0.95,-1.49,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0155...155",-1.5,0.28,-2.04,-1.49,-0.95,-1.49,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0156...156",-1.38,0.28,-1.92,-1.38,-0.84,-1.38,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0157...157",-1.38,0.28,-1.92,-1.38,-0.84,-1.38,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0158...158",-1.44,0.28,-1.98,-1.44,-0.89,-1.44,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0159...159",-0.88,0.27,-1.42,-0.88,-0.34,-0.88,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0160...160",-0.75,0.28,-1.29,-0.75,-0.21,-0.75,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0161...161",-1.17,0.28,-1.71,-1.17,-0.63,-1.17,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0162...162",-1.05,0.28,-1.6,-1.05,-0.5,-1.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0163...163",-0.5,0.27,-1.03,-0.5,0.04,-0.5,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0164...164",-0.56,0.27,-1.1,-0.56,-0.02,-0.56,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0165...165",-0.58,0.29,-1.14,-0.58,-0.02,-0.58,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0166...166",-0.7,0.23,-1.15,-0.7,-0.24,-0.7,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0167...167",-0.66,0.23,-1.11,-0.66,-0.21,-0.66,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0168...168",-0.73,0.21,-1.14,-0.73,-0.33,-0.73,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0169...169",-0.81,0.2,-1.22,-0.81,-0.41,-0.81,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0170...170",-0.77,0.21,-1.19,-0.77,-0.35,-0.77,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0171...171",-0.12,0.28,-0.67,-0.12,0.44,-0.12,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0172...172",-0.53,0.25,-1.02,-0.53,-0.04,-0.53,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0173...173",-0.98,0.24,-1.45,-0.98,-0.51,-0.98,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0174...174",-0.78,0.24,-1.25,-0.78,-0.31,-0.78,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0175...175",-0.71,0.23,-1.16,-0.71,-0.26,-0.71,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0176...176",0.17,0.28,-0.38,0.17,0.73,0.17,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0177...177",-0.42,0.28,-0.96,-0.42,0.13,-0.41,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0178...178",-0.59,0.28,-1.13,-0.59,-0.05,-0.59,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0179...179",-0.49,0.27,-1.03,-0.49,0.05,-0.49,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0180...180",-0.3,0.26,-0.81,-0.3,0.21,-0.3,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0181...181",-0.2,0.26,-0.71,-0.2,0.31,-0.2,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0182...182",-0.27,0.27,-0.8,-0.27,0.25,-0.27,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0183...183",-0.34,0.28,-0.9,-0.34,0.22,-0.34,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0184...184",-0.66,0.29,-1.23,-0.66,-0.1,-0.66,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0185...185",-0.34,0.29,-0.9,-0.34,0.23,-0.34,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0186...186",-0.39,0.29,-0.96,-0.39,0.18,-0.39,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0187...187",-1.32,0.26,-1.83,-1.32,-0.81,-1.32,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0188...188",-1.14,0.26,-1.65,-1.14,-0.64,-1.14,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0189...189",0.08,0.27,-0.46,0.08,0.62,0.08,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0190...190",0.21,0.28,-0.34,0.21,0.77,0.22,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0191...191",-0.39,0.27,-0.93,-0.39,0.14,-0.39,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0192...192",-0.67,0.28,-1.21,-0.67,-0.13,-0.67,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0193...193",-0.5,0.28,-1.05,-0.5,0.06,-0.5,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0194...194",-0.13,0.29,-0.71,-0.13,0.44,-0.13,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.0195...195",-1.11,0.29,-1.69,-1.11,-0.54,-1.12,"Phylogenetic+Spatial: local+L1 speakers (linear)"
