"","phy_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"45",45,-0.21,0.2,-0.61,-0.21,0.19,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"46",46,-0.2,0.21,-0.62,-0.2,0.23,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"47",47,-0.21,0.18,-0.57,-0.21,0.15,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"48",48,-0.21,0.19,-0.59,-0.22,0.16,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"49",49,-0.22,0.21,-0.62,-0.22,0.19,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"50",50,-0.22,0.15,-0.51,-0.22,0.07,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"51",51,-0.22,0.16,-0.54,-0.22,0.1,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"52",52,-0.22,0.12,-0.46,-0.22,0.03,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"53",53,-0.21,0.17,-0.54,-0.21,0.12,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"54",54,-0.23,0.19,-0.61,-0.23,0.14,-0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"55",55,-0.15,0.2,-0.53,-0.15,0.25,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"56",56,-0.2,0.12,-0.44,-0.2,0.04,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"57",57,-0.2,0.15,-0.49,-0.2,0.09,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"58",58,-0.19,0.16,-0.51,-0.19,0.13,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"59",59,-0.2,0.17,-0.53,-0.2,0.13,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"60",60,-0.2,0.21,-0.61,-0.2,0.2,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"61",61,-0.23,0.15,-0.52,-0.23,0.06,-0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"62",62,-0.26,0.19,-0.64,-0.26,0.11,-0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"63",63,-0.19,0.1,-0.39,-0.19,0,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"64",64,-0.2,0.11,-0.41,-0.2,0.02,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"65",65,-0.23,0.14,-0.51,-0.23,0.05,-0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"66",66,-0.23,0.15,-0.52,-0.23,0.06,-0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"67",67,-0.21,0.18,-0.56,-0.21,0.14,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"68",68,-0.27,0.18,-0.63,-0.27,0.07,-0.27,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"69",69,-0.19,0.12,-0.44,-0.2,0.05,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"70",70,-0.19,0.13,-0.45,-0.19,0.07,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"71",71,-0.19,0.15,-0.48,-0.19,0.1,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"72",72,-0.19,0.14,-0.47,-0.19,0.08,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"73",73,-0.2,0.16,-0.51,-0.2,0.11,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"74",74,-0.2,0.17,-0.53,-0.2,0.13,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"75",75,-0.2,0.17,-0.54,-0.2,0.14,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"76",76,-0.19,0.18,-0.54,-0.19,0.17,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"77",77,-0.18,0.16,-0.49,-0.18,0.12,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"78",78,-0.18,0.16,-0.5,-0.18,0.15,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"79",79,-0.17,0.17,-0.51,-0.17,0.17,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"80",80,-0.18,0.18,-0.54,-0.18,0.18,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"81",81,-0.19,0.2,-0.58,-0.19,0.21,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"82",82,-0.18,0.13,-0.43,-0.18,0.07,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"83",83,-0.17,0.11,-0.38,-0.17,0.04,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"84",84,-0.16,0.14,-0.43,-0.16,0.11,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"85",85,-0.14,0.17,-0.48,-0.14,0.21,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"86",86,-0.16,0.21,-0.56,-0.16,0.25,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"87",87,-0.17,0.21,-0.59,-0.17,0.26,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"88",88,-0.1,0.22,-0.52,-0.1,0.34,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"89",89,-0.17,0.08,-0.33,-0.17,-0.01,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"90",90,-0.17,0.08,-0.33,-0.17,-0.01,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"91",91,-0.12,0.1,-0.31,-0.12,0.07,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"92",92,-0.11,0.11,-0.33,-0.11,0.11,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"93",93,-0.11,0.12,-0.33,-0.11,0.12,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"94",94,-0.1,0.13,-0.35,-0.1,0.16,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"95",95,-0.09,0.16,-0.4,-0.09,0.23,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"96",96,-0.09,0.18,-0.43,-0.09,0.27,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"97",97,-0.09,0.19,-0.45,-0.09,0.28,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"98",98,-0.08,0.19,-0.45,-0.09,0.3,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"99",99,-0.08,0.17,-0.41,-0.08,0.27,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"100",100,-0.08,0.19,-0.44,-0.08,0.3,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"101",101,-0.07,0.2,-0.45,-0.07,0.32,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"102",102,-0.11,0.13,-0.36,-0.11,0.15,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"103",103,-0.13,0.16,-0.43,-0.13,0.18,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"104",104,-0.11,0.15,-0.41,-0.11,0.19,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"105",105,-0.11,0.17,-0.44,-0.12,0.22,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"106",106,-0.11,0.2,-0.5,-0.12,0.28,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"107",107,-0.11,0.21,-0.52,-0.11,0.31,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"108",108,-0.11,0.21,-0.52,-0.12,0.3,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"109",109,-0.1,0.21,-0.51,-0.11,0.31,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"110",110,-0.1,0.1,-0.3,-0.1,0.1,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"111",111,-0.11,0.12,-0.35,-0.11,0.13,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"112",112,-0.1,0.14,-0.36,-0.1,0.17,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"113",113,-0.09,0.15,-0.38,-0.09,0.22,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"114",114,-0.09,0.16,-0.39,-0.09,0.23,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"115",115,-0.1,0.19,-0.46,-0.1,0.28,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"116",116,-0.08,0.17,-0.4,-0.08,0.26,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"117",117,-0.08,0.18,-0.43,-0.09,0.28,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"118",118,-0.08,0.18,-0.44,-0.09,0.28,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"119",119,-0.1,0.14,-0.37,-0.1,0.19,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"120",120,-0.1,0.15,-0.39,-0.1,0.2,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"121",121,-0.11,0.18,-0.45,-0.11,0.25,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"122",122,-0.07,0.17,-0.41,-0.08,0.28,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"123",123,-0.14,0.13,-0.4,-0.14,0.13,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"124",124,-0.14,0.14,-0.4,-0.14,0.13,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"125",125,-0.15,0.15,-0.44,-0.15,0.15,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"126",126,-0.14,0.2,-0.52,-0.14,0.25,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"127",127,-0.14,0.2,-0.53,-0.14,0.26,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"128",128,-0.16,0.18,-0.51,-0.16,0.18,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"129",129,-0.17,0.19,-0.54,-0.17,0.2,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"130",130,-0.18,0.21,-0.59,-0.18,0.22,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"131",131,-0.16,0.19,-0.55,-0.16,0.22,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"132",132,-0.18,0.15,-0.48,-0.18,0.12,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"133",133,-0.18,0.16,-0.49,-0.18,0.13,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"134",134,-0.18,0.17,-0.51,-0.18,0.15,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"135",135,-0.17,0.18,-0.53,-0.17,0.18,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"136",136,-0.17,0.18,-0.53,-0.17,0.18,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"137",137,-0.15,0.19,-0.53,-0.15,0.22,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"138",138,-0.14,0.2,-0.55,-0.14,0.26,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"139",139,-0.21,0.21,-0.62,-0.21,0.2,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"140",140,-0.21,0.17,-0.55,-0.21,0.12,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"141",141,-0.22,0.18,-0.57,-0.22,0.13,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"142",142,-0.26,0.2,-0.67,-0.26,0.12,-0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"143",143,-0.27,0.2,-0.68,-0.27,0.13,-0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"144",144,-0.22,0.19,-0.59,-0.22,0.15,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"145",145,-0.11,0.19,-0.47,-0.11,0.26,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"146",146,0.01,0.13,-0.23,0.01,0.26,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"147",147,0.06,0.13,-0.19,0.06,0.32,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"148",148,0.08,0.13,-0.17,0.08,0.35,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"149",149,0.08,0.13,-0.17,0.08,0.35,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"150",150,0.09,0.13,-0.17,0.09,0.35,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"151",151,0.09,0.14,-0.18,0.09,0.36,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"152",152,0.12,0.16,-0.19,0.12,0.45,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"153",153,0.13,0.17,-0.2,0.13,0.48,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"154",154,0.08,0.14,-0.19,0.08,0.37,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"155",155,0.08,0.15,-0.22,0.07,0.39,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"156",156,0.08,0.15,-0.21,0.08,0.38,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"157",157,0.08,0.15,-0.22,0.07,0.39,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"158",158,0.09,0.14,-0.19,0.09,0.38,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"159",159,0.08,0.18,-0.27,0.08,0.45,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"160",160,0.11,0.17,-0.21,0.1,0.44,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"161",161,0.12,0.18,-0.23,0.11,0.48,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"162",162,0.09,0.13,-0.17,0.09,0.36,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"163",163,0.09,0.14,-0.17,0.09,0.36,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"164",164,0.09,0.15,-0.19,0.09,0.38,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"165",165,0.09,0.15,-0.2,0.08,0.38,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"166",166,0.09,0.15,-0.21,0.08,0.39,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"167",167,0.09,0.16,-0.21,0.09,0.4,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"168",168,0.09,0.16,-0.22,0.09,0.41,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"169",169,0.08,0.17,-0.24,0.08,0.41,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"170",170,0.09,0.16,-0.23,0.08,0.42,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"171",171,0.13,0.17,-0.19,0.13,0.48,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"172",172,0.01,0.17,-0.31,0,0.34,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"173",173,-0.16,0.09,-0.34,-0.16,0.03,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"174",174,-0.18,0.15,-0.47,-0.18,0.11,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"175",175,-0.17,0.16,-0.49,-0.17,0.16,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"176",176,-0.16,0.17,-0.5,-0.16,0.18,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"177",177,-0.16,0.18,-0.52,-0.16,0.21,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"178",178,-0.16,0.19,-0.53,-0.16,0.22,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"179",179,-0.16,0.19,-0.54,-0.16,0.22,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"180",180,-0.16,0.2,-0.55,-0.16,0.24,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"181",181,-0.23,0.18,-0.59,-0.23,0.13,-0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"182",182,-0.25,0.2,-0.65,-0.24,0.15,-0.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"183",183,-0.05,0.14,-0.31,-0.05,0.24,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"184",184,-0.03,0.15,-0.31,-0.03,0.27,-0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"185",185,-0.01,0.16,-0.31,-0.01,0.32,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"186",186,0.03,0.18,-0.3,0.03,0.39,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"187",187,0.05,0.19,-0.31,0.05,0.44,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"188",188,0.06,0.2,-0.32,0.05,0.45,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"189",189,0.06,0.2,-0.32,0.05,0.46,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"190",190,0.04,0.19,-0.31,0.04,0.42,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"191",191,0.05,0.21,-0.34,0.05,0.47,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"192",192,-0.17,0.1,-0.37,-0.17,0.03,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"193",193,-0.22,0.19,-0.6,-0.22,0.16,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"194",194,-0.16,0.12,-0.4,-0.16,0.08,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"195",195,-0.21,0.1,-0.4,-0.21,-0.02,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"196",196,-0.2,0.11,-0.41,-0.2,0.02,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"197",197,-0.19,0.12,-0.42,-0.19,0.05,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"198",198,-0.12,0.21,-0.52,-0.12,0.29,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"199",199,-0.19,0.14,-0.47,-0.19,0.08,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"200",200,-0.26,0.1,-0.46,-0.26,-0.07,-0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"201",201,-0.27,0.11,-0.49,-0.27,-0.07,-0.27,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"202",202,-0.33,0.13,-0.6,-0.33,-0.07,-0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"203",203,-0.41,0.18,-0.77,-0.41,-0.07,-0.4,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"204",204,-0.48,0.21,-0.92,-0.47,-0.08,-0.46,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"205",205,-0.49,0.22,-0.93,-0.48,-0.08,-0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"206",206,-0.48,0.23,-0.95,-0.48,-0.05,-0.46,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"207",207,-0.34,0.15,-0.65,-0.34,-0.05,-0.33,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"208",208,-0.34,0.16,-0.67,-0.33,-0.02,-0.33,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"209",209,-0.32,0.21,-0.74,-0.32,0.09,-0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"210",210,-0.35,0.16,-0.68,-0.35,-0.04,-0.34,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"211",211,-0.38,0.19,-0.77,-0.38,-0.01,-0.37,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"212",212,-0.26,0.1,-0.46,-0.26,-0.07,-0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"213",213,-0.25,0.15,-0.55,-0.25,0.04,-0.25,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"214",214,-0.25,0.16,-0.57,-0.25,0.06,-0.25,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"215",215,-0.24,0.18,-0.59,-0.24,0.1,-0.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"216",216,-0.23,0.2,-0.63,-0.22,0.18,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"217",217,-0.23,0.21,-0.65,-0.23,0.19,-0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"218",218,-0.28,0.12,-0.51,-0.28,-0.06,-0.28,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"219",219,-0.29,0.12,-0.54,-0.29,-0.05,-0.28,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"220",220,-0.31,0.14,-0.6,-0.31,-0.03,-0.3,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"221",221,-0.25,0.09,-0.43,-0.25,-0.08,-0.25,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"222",222,-0.26,0.09,-0.45,-0.26,-0.08,-0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
