"","phy_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"27",27,-0.27,0.22,-0.7,-0.27,0.16,-0.27,0,"Phylogenetic"
"28",28,-0.26,0.23,-0.71,-0.26,0.19,-0.26,0,"Phylogenetic"
"29",29,-0.28,0.14,-0.56,-0.28,0,-0.27,0,"Phylogenetic"
"30",30,-0.3,0.16,-0.61,-0.3,0.01,-0.3,0,"Phylogenetic"
"31",31,-0.29,0.16,-0.62,-0.29,0.03,-0.29,0,"Phylogenetic"
"32",32,-0.29,0.17,-0.62,-0.29,0.03,-0.29,0,"Phylogenetic"
"33",33,-0.32,0.22,-0.75,-0.32,0.11,-0.32,0,"Phylogenetic"
"34",34,-0.29,0.25,-0.77,-0.29,0.19,-0.29,0,"Phylogenetic"
"35",35,-0.37,0.2,-0.76,-0.37,0.01,-0.36,0,"Phylogenetic"
"36",36,-0.38,0.2,-0.78,-0.38,0.01,-0.37,0,"Phylogenetic"
"37",37,-0.16,0.1,-0.35,-0.16,0.03,-0.16,0,"Phylogenetic"
"38",38,-0.13,0.1,-0.33,-0.13,0.08,-0.13,0,"Phylogenetic"
"39",39,-0.13,0.11,-0.33,-0.13,0.08,-0.13,0,"Phylogenetic"
"40",40,-0.12,0.11,-0.34,-0.12,0.1,-0.12,0,"Phylogenetic"
"41",41,-0.11,0.12,-0.35,-0.11,0.13,-0.11,0,"Phylogenetic"
"42",42,-0.11,0.13,-0.37,-0.11,0.16,-0.11,0,"Phylogenetic"
"43",43,-0.1,0.18,-0.45,-0.1,0.26,-0.1,0,"Phylogenetic"
"44",44,-0.1,0.2,-0.5,-0.1,0.3,-0.1,0,"Phylogenetic"
"45",45,-0.07,0.23,-0.51,-0.07,0.39,-0.07,0,"Phylogenetic"
"46",46,-0.04,0.24,-0.51,-0.04,0.44,-0.04,0,"Phylogenetic"
"47",47,-0.04,0.21,-0.45,-0.05,0.37,-0.05,0,"Phylogenetic"
"48",48,-0.05,0.22,-0.48,-0.05,0.39,-0.05,0,"Phylogenetic"
"49",49,-0.05,0.24,-0.51,-0.05,0.42,-0.05,0,"Phylogenetic"
"50",50,-0.11,0.17,-0.45,-0.11,0.22,-0.12,0,"Phylogenetic"
"51",51,-0.11,0.19,-0.48,-0.11,0.27,-0.11,0,"Phylogenetic"
"52",52,-0.12,0.13,-0.38,-0.12,0.15,-0.12,0,"Phylogenetic"
"53",53,-0.07,0.2,-0.46,-0.07,0.32,-0.08,0,"Phylogenetic"
"54",54,-0.09,0.23,-0.53,-0.09,0.35,-0.1,0,"Phylogenetic"
"55",55,0.04,0.24,-0.43,0.04,0.52,0.03,0,"Phylogenetic"
"56",56,-0.09,0.14,-0.36,-0.1,0.17,-0.1,0,"Phylogenetic"
"57",57,-0.06,0.17,-0.39,-0.06,0.27,-0.06,0,"Phylogenetic"
"58",58,-0.04,0.19,-0.42,-0.04,0.34,-0.04,0,"Phylogenetic"
"59",59,-0.06,0.2,-0.44,-0.06,0.34,-0.06,0,"Phylogenetic"
"60",60,-0.03,0.25,-0.52,-0.03,0.47,-0.03,0,"Phylogenetic"
"61",61,-0.21,0.18,-0.56,-0.21,0.14,-0.21,0,"Phylogenetic"
"62",62,-0.26,0.24,-0.73,-0.26,0.2,-0.26,0,"Phylogenetic"
"63",63,-0.22,0.1,-0.43,-0.22,-0.02,-0.22,0,"Phylogenetic"
"64",64,-0.26,0.11,-0.48,-0.25,-0.03,-0.25,0,"Phylogenetic"
"65",65,-0.38,0.16,-0.71,-0.38,-0.06,-0.38,0,"Phylogenetic"
"66",66,-0.39,0.17,-0.73,-0.39,-0.05,-0.38,0,"Phylogenetic"
"67",67,-0.39,0.21,-0.8,-0.39,0.01,-0.39,0,"Phylogenetic"
"68",68,-0.41,0.23,-0.86,-0.41,0.04,-0.4,0,"Phylogenetic"
"69",69,-0.48,0.21,-0.91,-0.48,-0.07,-0.48,0,"Phylogenetic"
"70",70,-0.26,0.13,-0.52,-0.26,-0.01,-0.26,0,"Phylogenetic"
"71",71,-0.27,0.14,-0.55,-0.27,0.01,-0.27,0,"Phylogenetic"
"72",72,-0.27,0.16,-0.59,-0.27,0.05,-0.27,0,"Phylogenetic"
"73",73,-0.27,0.15,-0.57,-0.27,0.02,-0.27,0,"Phylogenetic"
"74",74,-0.29,0.17,-0.63,-0.29,0.04,-0.29,0,"Phylogenetic"
"75",75,-0.29,0.19,-0.66,-0.29,0.08,-0.29,0,"Phylogenetic"
"76",76,-0.28,0.19,-0.67,-0.28,0.09,-0.28,0,"Phylogenetic"
"77",77,-0.27,0.2,-0.67,-0.27,0.13,-0.27,0,"Phylogenetic"
"78",78,-0.27,0.17,-0.61,-0.27,0.06,-0.27,0,"Phylogenetic"
"79",79,-0.26,0.18,-0.62,-0.26,0.1,-0.26,0,"Phylogenetic"
"80",80,-0.25,0.19,-0.64,-0.25,0.13,-0.25,0,"Phylogenetic"
"81",81,-0.27,0.21,-0.68,-0.27,0.14,-0.27,0,"Phylogenetic"
"82",82,-0.25,0.24,-0.73,-0.25,0.23,-0.25,0,"Phylogenetic"
"83",83,-0.2,0.15,-0.5,-0.2,0.09,-0.2,0,"Phylogenetic"
"84",84,-0.14,0.12,-0.37,-0.14,0.1,-0.14,0,"Phylogenetic"
"85",85,-0.1,0.16,-0.41,-0.1,0.22,-0.1,0,"Phylogenetic"
"86",86,-0.02,0.2,-0.41,-0.02,0.38,-0.02,0,"Phylogenetic"
"87",87,-0.02,0.23,-0.48,-0.02,0.44,-0.02,0,"Phylogenetic"
"88",88,-0.03,0.25,-0.51,-0.03,0.45,-0.03,0,"Phylogenetic"
"89",89,0.08,0.26,-0.41,0.08,0.59,0.08,0,"Phylogenetic"
"90",90,-0.16,0.08,-0.31,-0.16,0,-0.16,0,"Phylogenetic"
"91",91,-0.15,0.08,-0.31,-0.15,0.01,-0.15,0,"Phylogenetic"
"92",92,-0.11,0.09,-0.29,-0.11,0.08,-0.11,0,"Phylogenetic"
"93",93,-0.07,0.11,-0.29,-0.07,0.15,-0.07,0,"Phylogenetic"
"94",94,-0.06,0.12,-0.29,-0.06,0.18,-0.06,0,"Phylogenetic"
"95",95,-0.02,0.14,-0.29,-0.02,0.26,-0.02,0,"Phylogenetic"
"96",96,0.03,0.18,-0.32,0.02,0.38,0.02,0,"Phylogenetic"
"97",97,0.05,0.2,-0.33,0.05,0.45,0.05,0,"Phylogenetic"
"98",98,0.06,0.21,-0.35,0.06,0.47,0.05,0,"Phylogenetic"
"99",99,0.07,0.21,-0.35,0.06,0.49,0.06,0,"Phylogenetic"
"100",100,0.05,0.2,-0.33,0.05,0.44,0.05,0,"Phylogenetic"
"101",101,0.06,0.22,-0.36,0.06,0.49,0.06,0,"Phylogenetic"
"102",102,0.08,0.23,-0.36,0.08,0.54,0.08,0,"Phylogenetic"
"103",103,-0.06,0.14,-0.33,-0.06,0.23,-0.06,0,"Phylogenetic"
"104",104,-0.08,0.18,-0.44,-0.08,0.28,-0.08,0,"Phylogenetic"
"105",105,-0.09,0.17,-0.41,-0.09,0.24,-0.09,0,"Phylogenetic"
"106",106,-0.09,0.19,-0.45,-0.09,0.28,-0.09,0,"Phylogenetic"
"107",107,-0.09,0.22,-0.52,-0.09,0.34,-0.09,0,"Phylogenetic"
"108",108,-0.09,0.23,-0.54,-0.09,0.37,-0.09,0,"Phylogenetic"
"109",109,-0.09,0.23,-0.54,-0.09,0.36,-0.09,0,"Phylogenetic"
"110",110,-0.09,0.24,-0.57,-0.09,0.39,-0.09,0,"Phylogenetic"
"111",111,-0.11,0.1,-0.3,-0.11,0.09,-0.11,0,"Phylogenetic"
"112",112,-0.2,0.11,-0.42,-0.2,0.02,-0.2,0,"Phylogenetic"
"113",113,-0.19,0.13,-0.44,-0.19,0.07,-0.19,0,"Phylogenetic"
"114",114,-0.19,0.15,-0.49,-0.19,0.11,-0.19,0,"Phylogenetic"
"115",115,-0.19,0.16,-0.5,-0.19,0.12,-0.19,0,"Phylogenetic"
"116",116,-0.23,0.21,-0.64,-0.23,0.18,-0.23,0,"Phylogenetic"
"117",117,-0.18,0.17,-0.52,-0.18,0.15,-0.18,0,"Phylogenetic"
"118",118,-0.2,0.19,-0.58,-0.2,0.17,-0.2,0,"Phylogenetic"
"119",119,-0.21,0.19,-0.59,-0.21,0.17,-0.21,0,"Phylogenetic"
"120",120,-0.18,0.14,-0.46,-0.18,0.1,-0.18,0,"Phylogenetic"
"121",121,-0.18,0.15,-0.48,-0.18,0.12,-0.18,0,"Phylogenetic"
"122",122,-0.19,0.2,-0.58,-0.19,0.2,-0.19,0,"Phylogenetic"
"123",123,-0.14,0.19,-0.51,-0.14,0.24,-0.14,0,"Phylogenetic"
"124",124,-0.28,0.12,-0.52,-0.28,-0.04,-0.28,0,"Phylogenetic"
"125",125,-0.29,0.12,-0.53,-0.29,-0.05,-0.29,0,"Phylogenetic"
"126",126,-0.3,0.14,-0.58,-0.3,-0.02,-0.3,0,"Phylogenetic"
"127",127,-0.27,0.21,-0.69,-0.27,0.15,-0.27,0,"Phylogenetic"
"128",128,-0.27,0.22,-0.7,-0.27,0.16,-0.27,0,"Phylogenetic"
"129",129,-0.34,0.18,-0.7,-0.34,0.02,-0.34,0,"Phylogenetic"
"130",130,-0.36,0.2,-0.75,-0.36,0.03,-0.36,0,"Phylogenetic"
"131",131,-0.38,0.23,-0.82,-0.38,0.06,-0.37,0,"Phylogenetic"
"132",132,-0.34,0.21,-0.76,-0.34,0.07,-0.34,0,"Phylogenetic"
"133",133,-0.4,0.14,-0.68,-0.4,-0.13,-0.4,0,"Phylogenetic"
"134",134,-0.41,0.15,-0.7,-0.41,-0.12,-0.41,0,"Phylogenetic"
"135",135,-0.42,0.16,-0.75,-0.42,-0.11,-0.42,0,"Phylogenetic"
"136",136,-0.42,0.17,-0.77,-0.42,-0.09,-0.42,0,"Phylogenetic"
"137",137,-0.42,0.17,-0.77,-0.42,-0.09,-0.42,0,"Phylogenetic"
"138",138,-0.39,0.19,-0.77,-0.39,-0.02,-0.39,0,"Phylogenetic"
"139",139,-0.38,0.21,-0.8,-0.38,0.03,-0.38,0,"Phylogenetic"
"140",140,-0.49,0.22,-0.93,-0.49,-0.06,-0.49,0,"Phylogenetic"
"141",141,-0.48,0.17,-0.82,-0.48,-0.16,-0.48,0,"Phylogenetic"
"142",142,-0.51,0.18,-0.86,-0.51,-0.17,-0.5,0,"Phylogenetic"
"143",143,-0.61,0.21,-1.03,-0.6,-0.2,-0.6,0,"Phylogenetic"
"144",144,-0.61,0.22,-1.05,-0.61,-0.19,-0.61,0,"Phylogenetic"
"145",145,-0.51,0.19,-0.9,-0.51,-0.13,-0.5,0,"Phylogenetic"
"146",146,-0.24,0.21,-0.64,-0.24,0.17,-0.24,0,"Phylogenetic"
"147",147,0.08,0.14,-0.18,0.08,0.35,0.08,0,"Phylogenetic"
"148",148,0.16,0.14,-0.1,0.16,0.43,0.16,0,"Phylogenetic"
"149",149,0.2,0.13,-0.06,0.2,0.46,0.19,0,"Phylogenetic"
"150",150,0.2,0.13,-0.06,0.2,0.46,0.2,0,"Phylogenetic"
"151",151,0.2,0.13,-0.06,0.2,0.47,0.2,0,"Phylogenetic"
"152",152,0.2,0.14,-0.07,0.2,0.48,0.2,0,"Phylogenetic"
"153",153,0.27,0.18,-0.08,0.27,0.62,0.26,0,"Phylogenetic"
"154",154,0.29,0.19,-0.08,0.29,0.67,0.29,0,"Phylogenetic"
"155",155,0.19,0.15,-0.1,0.19,0.48,0.19,0,"Phylogenetic"
"156",156,0.18,0.17,-0.15,0.18,0.51,0.17,0,"Phylogenetic"
"157",157,0.18,0.16,-0.14,0.18,0.5,0.18,0,"Phylogenetic"
"158",158,0.17,0.17,-0.16,0.17,0.51,0.17,0,"Phylogenetic"
"159",159,0.21,0.15,-0.09,0.2,0.5,0.2,0,"Phylogenetic"
"160",160,0.17,0.21,-0.25,0.17,0.59,0.17,0,"Phylogenetic"
"161",161,0.23,0.19,-0.13,0.23,0.6,0.23,0,"Phylogenetic"
"162",162,0.25,0.21,-0.15,0.25,0.67,0.25,0,"Phylogenetic"
"163",163,0.21,0.14,-0.06,0.21,0.48,0.21,0,"Phylogenetic"
"164",164,0.21,0.14,-0.06,0.21,0.48,0.21,0,"Phylogenetic"
"165",165,0.19,0.15,-0.12,0.19,0.49,0.18,0,"Phylogenetic"
"166",166,0.18,0.16,-0.12,0.18,0.49,0.18,0,"Phylogenetic"
"167",167,0.18,0.16,-0.14,0.18,0.5,0.18,0,"Phylogenetic"
"168",168,0.18,0.17,-0.15,0.18,0.51,0.18,0,"Phylogenetic"
"169",169,0.18,0.18,-0.17,0.18,0.54,0.18,0,"Phylogenetic"
"170",170,0.16,0.19,-0.2,0.16,0.53,0.16,0,"Phylogenetic"
"171",171,0.18,0.18,-0.18,0.18,0.54,0.18,0,"Phylogenetic"
"172",172,0.31,0.19,-0.06,0.31,0.7,0.3,0,"Phylogenetic"
"173",173,0.08,0.2,-0.31,0.08,0.47,0.08,0,"Phylogenetic"
"174",174,-0.12,0.1,-0.31,-0.12,0.07,-0.12,0,"Phylogenetic"
"175",175,-0.08,0.16,-0.4,-0.08,0.24,-0.08,0,"Phylogenetic"
"176",176,-0.03,0.18,-0.38,-0.03,0.33,-0.03,0,"Phylogenetic"
"177",177,-0.01,0.19,-0.38,-0.02,0.36,-0.02,0,"Phylogenetic"
"178",178,0,0.2,-0.39,0,0.39,0,0,"Phylogenetic"
"179",179,0.01,0.21,-0.39,0.01,0.42,0.01,0,"Phylogenetic"
"180",180,0.01,0.21,-0.4,0.01,0.42,0.01,0,"Phylogenetic"
"181",181,0.02,0.22,-0.41,0.01,0.45,0.01,0,"Phylogenetic"
"182",182,-0.13,0.21,-0.55,-0.13,0.28,-0.13,0,"Phylogenetic"
"183",183,-0.15,0.24,-0.62,-0.15,0.32,-0.15,0,"Phylogenetic"
"184",184,0.08,0.16,-0.24,0.08,0.41,0.08,0,"Phylogenetic"
"185",185,0.11,0.17,-0.22,0.11,0.46,0.11,0,"Phylogenetic"
"186",186,0.14,0.18,-0.21,0.14,0.51,0.14,0,"Phylogenetic"
"187",187,0.21,0.2,-0.17,0.21,0.6,0.21,0,"Phylogenetic"
"188",188,0.23,0.21,-0.18,0.23,0.66,0.23,0,"Phylogenetic"
"189",189,0.24,0.22,-0.19,0.24,0.68,0.23,0,"Phylogenetic"
"190",190,0.24,0.22,-0.2,0.24,0.68,0.23,0,"Phylogenetic"
"191",191,0.23,0.21,-0.17,0.23,0.65,0.23,0,"Phylogenetic"
"192",192,0.26,0.24,-0.2,0.26,0.73,0.25,0,"Phylogenetic"
"193",193,-0.16,0.11,-0.38,-0.16,0.07,-0.16,0,"Phylogenetic"
"194",194,-0.25,0.24,-0.72,-0.25,0.22,-0.25,0,"Phylogenetic"
"195",195,-0.14,0.15,-0.43,-0.14,0.16,-0.14,0,"Phylogenetic"
"196",196,-0.22,0.11,-0.43,-0.22,-0.01,-0.22,0,"Phylogenetic"
"197",197,-0.2,0.13,-0.45,-0.2,0.05,-0.2,0,"Phylogenetic"
"198",198,-0.19,0.14,-0.46,-0.19,0.09,-0.19,0,"Phylogenetic"
"199",199,-0.06,0.26,-0.56,-0.06,0.46,-0.06,0,"Phylogenetic"
"200",200,-0.21,0.17,-0.55,-0.21,0.14,-0.21,0,"Phylogenetic"
"201",201,-0.35,0.1,-0.55,-0.35,-0.14,-0.34,0,"Phylogenetic"
"202",202,-0.38,0.12,-0.61,-0.38,-0.16,-0.38,0,"Phylogenetic"
"203",203,-0.53,0.15,-0.83,-0.53,-0.24,-0.53,0,"Phylogenetic"
"204",204,-0.72,0.2,-1.12,-0.71,-0.33,-0.71,0,"Phylogenetic"
"205",205,-0.88,0.24,-1.35,-0.88,-0.42,-0.87,0,"Phylogenetic"
"206",206,-0.89,0.24,-1.38,-0.89,-0.43,-0.89,0,"Phylogenetic"
"207",207,-0.9,0.25,-1.41,-0.9,-0.41,-0.89,0,"Phylogenetic"
"208",208,-0.57,0.17,-0.91,-0.57,-0.24,-0.56,0,"Phylogenetic"
"209",209,-0.56,0.19,-0.93,-0.56,-0.2,-0.56,0,"Phylogenetic"
"210",210,-0.54,0.25,-1.04,-0.54,-0.05,-0.54,0,"Phylogenetic"
"211",211,-0.59,0.18,-0.96,-0.59,-0.24,-0.59,0,"Phylogenetic"
"212",212,-0.66,0.23,-1.11,-0.66,-0.22,-0.65,0,"Phylogenetic"
"213",213,-0.35,0.11,-0.56,-0.35,-0.14,-0.35,0,"Phylogenetic"
"214",214,-0.34,0.18,-0.69,-0.34,0,-0.34,0,"Phylogenetic"
"215",215,-0.34,0.19,-0.71,-0.34,0.02,-0.34,0,"Phylogenetic"
"216",216,-0.32,0.21,-0.73,-0.32,0.08,-0.32,0,"Phylogenetic"
"217",217,-0.3,0.24,-0.77,-0.3,0.18,-0.3,0,"Phylogenetic"
"218",218,-0.32,0.26,-0.83,-0.32,0.19,-0.32,0,"Phylogenetic"
"219",219,-0.38,0.13,-0.65,-0.38,-0.12,-0.38,0,"Phylogenetic"
"220",220,-0.4,0.15,-0.69,-0.4,-0.12,-0.39,0,"Phylogenetic"
"221",221,-0.44,0.18,-0.79,-0.44,-0.1,-0.44,0,"Phylogenetic"
"222",222,-0.28,0.09,-0.46,-0.28,-0.1,-0.28,0,"Phylogenetic"
"223",223,-0.3,0.1,-0.49,-0.29,-0.11,-0.29,0,"Phylogenetic"
"224",224,-0.3,0.1,-0.5,-0.3,-0.11,-0.3,0,"Phylogenetic"
"225",225,-0.34,0.11,-0.55,-0.34,-0.12,-0.34,0,"Phylogenetic"
"226",226,-0.37,0.12,-0.61,-0.37,-0.13,-0.37,0,"Phylogenetic"
"227",227,-0.39,0.18,-0.75,-0.39,-0.04,-0.39,0,"Phylogenetic"
"228",228,-0.38,0.19,-0.76,-0.38,-0.01,-0.38,0,"Phylogenetic"
"229",229,-0.31,0.23,-0.77,-0.31,0.14,-0.31,0,"Phylogenetic"
"230",230,-0.46,0.16,-0.78,-0.46,-0.15,-0.46,0,"Phylogenetic"
"231",231,-0.49,0.17,-0.82,-0.49,-0.16,-0.48,0,"Phylogenetic"
"232",232,-0.58,0.19,-0.97,-0.58,-0.21,-0.58,0,"Phylogenetic"
"233",233,-0.62,0.21,-1.03,-0.62,-0.23,-0.62,0,"Phylogenetic"
"234",234,-0.64,0.21,-1.06,-0.64,-0.23,-0.63,0,"Phylogenetic"
"235",235,-0.69,0.25,-1.18,-0.69,-0.21,-0.68,0,"Phylogenetic"
"236",236,-0.47,0.18,-0.83,-0.47,-0.11,-0.46,0,"Phylogenetic"
"237",237,-0.35,0.25,-0.84,-0.35,0.14,-0.35,0,"Phylogenetic"
"238",238,-0.48,0.26,-1,-0.48,0.04,-0.48,0,"Phylogenetic"
"239",239,-0.37,0.15,-0.67,-0.37,-0.08,-0.37,0,"Phylogenetic"
"240",240,-0.46,0.25,-0.97,-0.46,0.03,-0.46,0,"Phylogenetic"
"241",241,-0.38,0.16,-0.7,-0.38,-0.06,-0.38,0,"Phylogenetic"
"242",242,-0.4,0.23,-0.85,-0.4,0.05,-0.4,0,"Phylogenetic"
"243",243,-0.42,0.27,-0.96,-0.42,0.12,-0.42,0,"Phylogenetic"
"244",244,-0.3,0.11,-0.51,-0.3,-0.1,-0.3,0,"Phylogenetic"
"245",245,-0.29,0.12,-0.51,-0.29,-0.06,-0.28,0,"Phylogenetic"
"246",246,-0.26,0.17,-0.6,-0.26,0.08,-0.26,0,"Phylogenetic"
"247",247,-0.25,0.22,-0.69,-0.25,0.19,-0.25,0,"Phylogenetic"
"248",248,-0.24,0.24,-0.7,-0.24,0.22,-0.24,0,"Phylogenetic"
"249",249,-0.25,0.26,-0.76,-0.25,0.26,-0.25,0,"Phylogenetic"
"250",250,-0.27,0.17,-0.6,-0.27,0.06,-0.27,0,"Phylogenetic"
"251",251,-0.19,0.21,-0.6,-0.19,0.22,-0.19,0,"Phylogenetic"
"252",252,-0.3,0.18,-0.65,-0.3,0.06,-0.3,0,"Phylogenetic"
"253",253,-0.35,0.21,-0.76,-0.35,0.06,-0.35,0,"Phylogenetic"
"254",254,-0.38,0.26,-0.89,-0.38,0.12,-0.38,0,"Phylogenetic"
"255",255,-0.32,0.24,-0.8,-0.32,0.15,-0.32,0,"Phylogenetic"
"256",256,-0.32,0.25,-0.81,-0.32,0.17,-0.32,0,"Phylogenetic"
"257",257,-0.26,0.11,-0.47,-0.26,-0.06,-0.26,0,"Phylogenetic"
"258",258,-0.19,0.13,-0.44,-0.19,0.06,-0.19,0,"Phylogenetic"
"259",259,-0.19,0.13,-0.44,-0.19,0.07,-0.19,0,"Phylogenetic"
"260",260,-0.17,0.15,-0.46,-0.17,0.13,-0.17,0,"Phylogenetic"
"261",261,-0.16,0.16,-0.46,-0.16,0.15,-0.16,0,"Phylogenetic"
"262",262,-0.15,0.16,-0.45,-0.15,0.16,-0.15,0,"Phylogenetic"
"263",263,-0.14,0.16,-0.45,-0.14,0.17,-0.14,0,"Phylogenetic"
"264",264,-0.16,0.16,-0.48,-0.16,0.16,-0.16,0,"Phylogenetic"
"265",265,-0.19,0.17,-0.53,-0.19,0.15,-0.19,0,"Phylogenetic"
"266",266,-0.22,0.19,-0.59,-0.22,0.15,-0.22,0,"Phylogenetic"
"267",267,-0.23,0.2,-0.61,-0.23,0.15,-0.23,0,"Phylogenetic"
"268",268,-0.25,0.22,-0.68,-0.25,0.19,-0.24,0,"Phylogenetic"
"269",269,-0.11,0.17,-0.43,-0.11,0.22,-0.11,0,"Phylogenetic"
"270",270,-0.1,0.17,-0.44,-0.1,0.25,-0.1,0,"Phylogenetic"
"271",271,-0.09,0.18,-0.44,-0.09,0.26,-0.09,0,"Phylogenetic"
"272",272,-0.08,0.19,-0.44,-0.08,0.29,-0.08,0,"Phylogenetic"
"273",273,-0.07,0.2,-0.45,-0.07,0.31,-0.07,0,"Phylogenetic"
"274",274,-0.03,0.23,-0.47,-0.03,0.42,-0.03,0,"Phylogenetic"
"275",275,-0.07,0.23,-0.51,-0.07,0.38,-0.07,0,"Phylogenetic"
"276",276,-0.06,0.23,-0.52,-0.06,0.4,-0.07,0,"Phylogenetic"
"277",277,-0.11,0.16,-0.42,-0.11,0.2,-0.11,0,"Phylogenetic"
"278",278,-0.12,0.19,-0.5,-0.12,0.25,-0.13,0,"Phylogenetic"
"279",279,-0.19,0.21,-0.6,-0.19,0.22,-0.19,0,"Phylogenetic"
"280",280,-0.21,0.21,-0.63,-0.21,0.21,-0.21,0,"Phylogenetic"
"281",281,-0.27,0.24,-0.76,-0.27,0.2,-0.27,0,"Phylogenetic"
"282",282,-0.02,0.24,-0.49,-0.02,0.45,-0.03,0,"Phylogenetic"
"283",283,-0.1,0.16,-0.41,-0.1,0.22,-0.1,0,"Phylogenetic"
"284",284,0.06,0.19,-0.32,0.05,0.43,0.05,0,"Phylogenetic"
"285",285,0.08,0.2,-0.3,0.08,0.47,0.08,0,"Phylogenetic"
"286",286,0.09,0.2,-0.3,0.09,0.48,0.09,0,"Phylogenetic"
"287",287,0.1,0.21,-0.3,0.09,0.5,0.09,0,"Phylogenetic"
"288",288,0.09,0.22,-0.34,0.09,0.53,0.09,0,"Phylogenetic"
"289",289,0.1,0.21,-0.31,0.1,0.53,0.1,0,"Phylogenetic"
"290",290,-0.28,0.17,-0.61,-0.28,0.05,-0.28,0,"Phylogenetic"
"291",291,-0.27,0.24,-0.74,-0.27,0.2,-0.27,0,"Phylogenetic"
"292",292,-0.26,0.25,-0.75,-0.26,0.23,-0.26,0,"Phylogenetic"
"293",293,-0.35,0.3,-0.95,-0.35,0.24,-0.35,0,"Phylogenetic"
"294",294,0.01,0.31,-0.61,0.01,0.62,0.01,0,"Phylogenetic"
"295",295,0,0.29,-0.58,0,0.57,0,0,"Phylogenetic"
"296",296,0.02,0.3,-0.57,0.02,0.6,0.02,0,"Phylogenetic"
"297",297,0.04,0.31,-0.57,0.04,0.64,0.04,0,"Phylogenetic"
"298",298,-0.04,0.3,-0.62,-0.04,0.55,-0.04,0,"Phylogenetic"
"299",299,-0.06,0.31,-0.67,-0.06,0.55,-0.06,0,"Phylogenetic"
"300",300,-0.03,0.33,-0.67,-0.03,0.62,-0.03,0,"Phylogenetic"
"301",301,-0.02,0.33,-0.67,-0.02,0.64,-0.02,0,"Phylogenetic"
"302",302,0.01,0.45,-0.86,0.01,0.9,0.01,0,"Phylogenetic"
"303",303,-0.12,0.14,-0.39,-0.12,0.15,-0.12,0,"Phylogenetic"
"304",304,-0.12,0.13,-0.38,-0.12,0.15,-0.12,0,"Phylogenetic"
"305",305,-0.12,0.16,-0.43,-0.12,0.2,-0.12,0,"Phylogenetic"
"306",306,-0.24,0.16,-0.55,-0.24,0.07,-0.24,0,"Phylogenetic"
"307",307,-0.33,0.2,-0.73,-0.33,0.06,-0.33,0,"Phylogenetic"
"308",308,-0.36,0.22,-0.79,-0.36,0.06,-0.36,0,"Phylogenetic"
"309",309,-0.39,0.23,-0.84,-0.39,0.06,-0.39,0,"Phylogenetic"
"310",310,-0.39,0.23,-0.85,-0.39,0.06,-0.39,0,"Phylogenetic"
"311",311,-0.34,0.25,-0.84,-0.34,0.15,-0.34,0,"Phylogenetic"
"312",312,-0.29,0.16,-0.6,-0.29,0.01,-0.29,0,"Phylogenetic"
