"","phy_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"130",130,-0.72,0.18,-1.06,-0.72,-0.37,-0.72,0,"Phylogenetic"
"131",131,-0.73,0.2,-1.12,-0.73,-0.35,-0.73,0,"Phylogenetic"
"132",132,-0.58,0.19,-0.96,-0.58,-0.21,-0.58,0,"Phylogenetic"
"133",133,-0.78,0.13,-1.03,-0.78,-0.52,-0.78,0,"Phylogenetic"
"134",134,-0.77,0.13,-1.03,-0.77,-0.51,-0.77,0,"Phylogenetic"
"135",135,-0.72,0.15,-1,-0.72,-0.43,-0.72,0,"Phylogenetic"
"136",136,-0.68,0.15,-0.97,-0.68,-0.38,-0.68,0,"Phylogenetic"
"137",137,-0.67,0.15,-0.97,-0.68,-0.38,-0.68,0,"Phylogenetic"
"138",138,-0.55,0.17,-0.88,-0.55,-0.22,-0.55,0,"Phylogenetic"
"139",139,-0.45,0.19,-0.83,-0.45,-0.08,-0.46,0,"Phylogenetic"
"140",140,-0.88,0.19,-1.27,-0.88,-0.5,-0.88,0,"Phylogenetic"
"141",141,-0.81,0.15,-1.1,-0.81,-0.52,-0.81,0,"Phylogenetic"
"142",142,-0.81,0.15,-1.12,-0.81,-0.51,-0.81,0,"Phylogenetic"
"143",143,-0.87,0.18,-1.22,-0.87,-0.52,-0.87,0,"Phylogenetic"
"144",144,-0.87,0.18,-1.23,-0.87,-0.51,-0.87,0,"Phylogenetic"
"145",145,-0.8,0.17,-1.14,-0.8,-0.46,-0.8,0,"Phylogenetic"
"146",146,-0.95,0.21,-1.35,-0.95,-0.55,-0.95,0,"Phylogenetic"
"147",147,-0.86,0.14,-1.13,-0.86,-0.59,-0.86,0,"Phylogenetic"
"148",148,-0.96,0.12,-1.21,-0.96,-0.72,-0.96,0,"Phylogenetic"
"149",149,-1.05,0.11,-1.26,-1.05,-0.83,-1.05,0,"Phylogenetic"
"150",150,-1.06,0.11,-1.27,-1.06,-0.85,-1.06,0,"Phylogenetic"
"151",151,-1.07,0.11,-1.28,-1.07,-0.86,-1.07,0,"Phylogenetic"
"152",152,-1.08,0.11,-1.3,-1.08,-0.85,-1.08,0,"Phylogenetic"
"153",153,-1.08,0.16,-1.39,-1.08,-0.76,-1.08,0,"Phylogenetic"
"154",154,-1.06,0.17,-1.4,-1.06,-0.72,-1.06,0,"Phylogenetic"
"155",155,-1.1,0.13,-1.34,-1.1,-0.85,-1.1,0,"Phylogenetic"
"156",156,-1.14,0.15,-1.44,-1.14,-0.83,-1.14,0,"Phylogenetic"
"157",157,-1.09,0.14,-1.37,-1.09,-0.81,-1.09,0,"Phylogenetic"
"158",158,-1.1,0.15,-1.4,-1.1,-0.8,-1.1,0,"Phylogenetic"
"159",159,-1.06,0.13,-1.32,-1.06,-0.8,-1.06,0,"Phylogenetic"
"160",160,-1.17,0.19,-1.55,-1.17,-0.79,-1.17,0,"Phylogenetic"
"161",161,-1,0.17,-1.32,-1,-0.67,-1,0,"Phylogenetic"
"162",162,-0.92,0.19,-1.28,-0.92,-0.56,-0.92,0,"Phylogenetic"
"163",163,-1.09,0.11,-1.31,-1.09,-0.87,-1.09,0,"Phylogenetic"
"164",164,-1.1,0.11,-1.32,-1.1,-0.87,-1.1,0,"Phylogenetic"
"165",165,-1.24,0.13,-1.49,-1.24,-0.98,-1.24,0,"Phylogenetic"
"166",166,-1.26,0.13,-1.51,-1.26,-1,-1.26,0,"Phylogenetic"
"167",167,-1.29,0.14,-1.55,-1.29,-1.02,-1.28,0,"Phylogenetic"
"168",168,-1.28,0.14,-1.56,-1.28,-1,-1.28,0,"Phylogenetic"
"169",169,-1.28,0.16,-1.58,-1.28,-0.97,-1.28,0,"Phylogenetic"
"170",170,-1.36,0.16,-1.68,-1.36,-1.04,-1.36,0,"Phylogenetic"
"171",171,-1.29,0.16,-1.62,-1.29,-0.97,-1.29,0,"Phylogenetic"
"172",172,-1.02,0.18,-1.37,-1.02,-0.67,-1.02,0,"Phylogenetic"
"173",173,-0.75,0.2,-1.14,-0.75,-0.35,-0.75,0,"Phylogenetic"
"174",174,-0.6,0.11,-0.81,-0.6,-0.4,-0.6,0,"Phylogenetic"
"175",175,-0.66,0.16,-0.97,-0.66,-0.34,-0.66,0,"Phylogenetic"
"176",176,-0.61,0.17,-0.94,-0.61,-0.29,-0.61,0,"Phylogenetic"
"177",177,-0.6,0.17,-0.93,-0.6,-0.27,-0.6,0,"Phylogenetic"
"178",178,-0.64,0.17,-0.97,-0.64,-0.31,-0.64,0,"Phylogenetic"
"179",179,-0.66,0.17,-0.99,-0.66,-0.33,-0.66,0,"Phylogenetic"
"180",180,-0.66,0.17,-0.99,-0.66,-0.33,-0.66,0,"Phylogenetic"
"181",181,-0.68,0.18,-1.03,-0.68,-0.32,-0.68,0,"Phylogenetic"
"182",182,-0.79,0.2,-1.18,-0.79,-0.41,-0.79,0,"Phylogenetic"
"183",183,-0.81,0.21,-1.23,-0.81,-0.39,-0.81,0,"Phylogenetic"
"184",184,-0.5,0.16,-0.82,-0.5,-0.17,-0.5,0,"Phylogenetic"
"185",185,-0.48,0.17,-0.81,-0.48,-0.15,-0.48,0,"Phylogenetic"
"186",186,-0.46,0.17,-0.79,-0.46,-0.13,-0.46,0,"Phylogenetic"
"187",187,-0.39,0.16,-0.71,-0.39,-0.07,-0.39,0,"Phylogenetic"
"188",188,-0.34,0.17,-0.68,-0.34,-0.01,-0.34,0,"Phylogenetic"
"189",189,-0.32,0.18,-0.67,-0.32,0.03,-0.32,0,"Phylogenetic"
"190",190,-0.37,0.18,-0.72,-0.37,-0.02,-0.37,0,"Phylogenetic"
"191",191,-0.37,0.18,-0.71,-0.37,-0.03,-0.37,0,"Phylogenetic"
"192",192,-0.32,0.2,-0.71,-0.32,0.06,-0.32,0,"Phylogenetic"
"193",193,-0.58,0.12,-0.82,-0.58,-0.33,-0.58,0,"Phylogenetic"
"194",194,-1.05,0.24,-1.51,-1.05,-0.59,-1.05,0,"Phylogenetic"
"195",195,-0.46,0.16,-0.78,-0.46,-0.14,-0.46,0,"Phylogenetic"
"196",196,-0.65,0.11,-0.87,-0.65,-0.42,-0.65,0,"Phylogenetic"
"197",197,-0.66,0.14,-0.93,-0.66,-0.39,-0.66,0,"Phylogenetic"
"198",198,-0.65,0.15,-0.94,-0.65,-0.35,-0.65,0,"Phylogenetic"
"199",199,-0.66,0.24,-1.13,-0.66,-0.19,-0.66,0,"Phylogenetic"
"200",200,-0.76,0.19,-1.13,-0.76,-0.39,-0.76,0,"Phylogenetic"
"201",201,-0.73,0.11,-0.94,-0.73,-0.52,-0.73,0,"Phylogenetic"
"202",202,-0.76,0.12,-1,-0.76,-0.52,-0.76,0,"Phylogenetic"
"203",203,-0.96,0.15,-1.25,-0.96,-0.67,-0.96,0,"Phylogenetic"
"204",204,-1.04,0.19,-1.41,-1.04,-0.67,-1.04,0,"Phylogenetic"
"205",205,-1.24,0.19,-1.62,-1.24,-0.86,-1.24,0,"Phylogenetic"
"206",206,-1.27,0.19,-1.65,-1.27,-0.89,-1.27,0,"Phylogenetic"
"207",207,-1.26,0.2,-1.65,-1.26,-0.86,-1.26,0,"Phylogenetic"
"208",208,-1.07,0.16,-1.39,-1.07,-0.76,-1.07,0,"Phylogenetic"
"209",209,-1.06,0.18,-1.41,-1.06,-0.71,-1.06,0,"Phylogenetic"
"210",210,-1.2,0.23,-1.64,-1.2,-0.76,-1.2,0,"Phylogenetic"
"211",211,-1.14,0.17,-1.48,-1.14,-0.8,-1.14,0,"Phylogenetic"
"212",212,-1.25,0.21,-1.67,-1.25,-0.84,-1.25,0,"Phylogenetic"
"213",213,-0.73,0.11,-0.95,-0.73,-0.51,-0.73,0,"Phylogenetic"
"214",214,-0.7,0.17,-1.04,-0.7,-0.37,-0.7,0,"Phylogenetic"
"215",215,-0.69,0.18,-1.04,-0.69,-0.34,-0.69,0,"Phylogenetic"
"216",216,-0.68,0.2,-1.06,-0.68,-0.3,-0.68,0,"Phylogenetic"
"217",217,-0.47,0.22,-0.9,-0.47,-0.04,-0.47,0,"Phylogenetic"
"218",218,-0.78,0.23,-1.23,-0.78,-0.33,-0.78,0,"Phylogenetic"
"219",219,-0.76,0.14,-1.04,-0.76,-0.49,-0.76,0,"Phylogenetic"
"220",220,-0.78,0.15,-1.08,-0.78,-0.49,-0.78,0,"Phylogenetic"
"221",221,-0.85,0.18,-1.21,-0.85,-0.49,-0.85,0,"Phylogenetic"
"222",222,-0.56,0.1,-0.75,-0.56,-0.37,-0.56,0,"Phylogenetic"
"223",223,-0.57,0.1,-0.77,-0.57,-0.38,-0.57,0,"Phylogenetic"
"224",224,-0.58,0.1,-0.78,-0.58,-0.38,-0.58,0,"Phylogenetic"
"225",225,-0.66,0.11,-0.88,-0.66,-0.44,-0.66,0,"Phylogenetic"
"226",226,-0.7,0.13,-0.95,-0.7,-0.45,-0.7,0,"Phylogenetic"
"227",227,-0.65,0.18,-1,-0.65,-0.29,-0.65,0,"Phylogenetic"
"228",228,-0.6,0.19,-0.97,-0.6,-0.22,-0.6,0,"Phylogenetic"
"229",229,-0.41,0.22,-0.84,-0.41,0.04,-0.41,0,"Phylogenetic"
"230",230,-0.91,0.16,-1.22,-0.91,-0.6,-0.91,0,"Phylogenetic"
"231",231,-0.99,0.16,-1.3,-0.99,-0.68,-0.99,0,"Phylogenetic"
"232",232,-1.21,0.18,-1.56,-1.21,-0.87,-1.21,0,"Phylogenetic"
"233",233,-1.32,0.18,-1.68,-1.32,-0.97,-1.32,0,"Phylogenetic"
"234",234,-1.37,0.19,-1.74,-1.37,-1.01,-1.37,0,"Phylogenetic"
"235",235,-1.45,0.21,-1.87,-1.45,-1.04,-1.45,0,"Phylogenetic"
"236",236,-0.98,0.17,-1.32,-0.98,-0.64,-0.98,0,"Phylogenetic"
"237",237,-0.79,0.23,-1.23,-0.79,-0.34,-0.79,0,"Phylogenetic"
"238",238,-1.15,0.23,-1.6,-1.15,-0.7,-1.15,0,"Phylogenetic"
"239",239,-0.82,0.15,-1.12,-0.82,-0.52,-0.82,0,"Phylogenetic"
"240",240,-0.65,0.24,-1.12,-0.65,-0.19,-0.65,0,"Phylogenetic"
"241",241,-0.89,0.17,-1.22,-0.89,-0.57,-0.89,0,"Phylogenetic"
"242",242,-1.02,0.23,-1.47,-1.02,-0.58,-1.02,0,"Phylogenetic"
"243",243,-1.66,0.25,-2.14,-1.66,-1.18,-1.66,0,"Phylogenetic"
"244",244,-0.57,0.11,-0.79,-0.57,-0.35,-0.57,0,"Phylogenetic"
"245",245,-0.56,0.12,-0.79,-0.56,-0.32,-0.56,0,"Phylogenetic"
"246",246,-0.65,0.18,-1.01,-0.65,-0.29,-0.65,0,"Phylogenetic"
"247",247,-0.73,0.2,-1.13,-0.73,-0.33,-0.73,0,"Phylogenetic"
"248",248,-0.72,0.21,-1.13,-0.72,-0.31,-0.72,0,"Phylogenetic"
"249",249,-0.74,0.22,-1.17,-0.74,-0.31,-0.74,0,"Phylogenetic"
"250",250,-0.35,0.17,-0.68,-0.35,-0.03,-0.35,0,"Phylogenetic"
"251",251,-0.25,0.21,-0.65,-0.25,0.16,-0.25,0,"Phylogenetic"
"252",252,-0.34,0.17,-0.68,-0.34,0,-0.34,0,"Phylogenetic"
"253",253,-0.31,0.2,-0.7,-0.31,0.07,-0.31,0,"Phylogenetic"
"254",254,-0.25,0.23,-0.69,-0.25,0.2,-0.25,0,"Phylogenetic"
"255",255,-0.36,0.21,-0.77,-0.36,0.05,-0.36,0,"Phylogenetic"
"256",256,-0.33,0.21,-0.75,-0.33,0.09,-0.33,0,"Phylogenetic"
"257",257,-0.51,0.11,-0.73,-0.51,-0.29,-0.51,0,"Phylogenetic"
"258",258,-0.38,0.13,-0.64,-0.38,-0.12,-0.38,0,"Phylogenetic"
"259",259,-0.36,0.14,-0.64,-0.36,-0.09,-0.36,0,"Phylogenetic"
"260",260,-0.27,0.15,-0.58,-0.27,0.03,-0.27,0,"Phylogenetic"
"261",261,-0.17,0.14,-0.45,-0.17,0.12,-0.17,0,"Phylogenetic"
"262",262,-0.12,0.14,-0.39,-0.12,0.15,-0.12,0,"Phylogenetic"
"263",263,-0.09,0.13,-0.35,-0.09,0.17,-0.09,0,"Phylogenetic"
"264",264,-0.12,0.14,-0.39,-0.12,0.16,-0.12,0,"Phylogenetic"
"265",265,-0.16,0.15,-0.46,-0.16,0.13,-0.16,0,"Phylogenetic"
"266",266,-0.21,0.16,-0.52,-0.21,0.1,-0.21,0,"Phylogenetic"
"267",267,-0.23,0.17,-0.56,-0.23,0.1,-0.23,0,"Phylogenetic"
"268",268,-0.28,0.19,-0.66,-0.28,0.1,-0.28,0,"Phylogenetic"
"269",269,-0.01,0.14,-0.28,-0.01,0.27,-0.01,0,"Phylogenetic"
"270",270,0.02,0.15,-0.27,0.02,0.31,0.02,0,"Phylogenetic"
"271",271,0.03,0.15,-0.27,0.03,0.33,0.03,0,"Phylogenetic"
"272",272,0.04,0.16,-0.27,0.04,0.36,0.04,0,"Phylogenetic"
"273",273,0.09,0.17,-0.25,0.09,0.43,0.09,0,"Phylogenetic"
"274",274,0.14,0.2,-0.25,0.14,0.53,0.14,0,"Phylogenetic"
"275",275,0.15,0.2,-0.23,0.15,0.54,0.15,0,"Phylogenetic"
"276",276,0.19,0.2,-0.21,0.19,0.58,0.19,0,"Phylogenetic"
"277",277,-0.32,0.15,-0.62,-0.32,-0.02,-0.32,0,"Phylogenetic"
"278",278,-0.26,0.17,-0.6,-0.26,0.08,-0.26,0,"Phylogenetic"
"279",279,-0.34,0.18,-0.69,-0.34,0.01,-0.34,0,"Phylogenetic"
"280",280,-0.35,0.18,-0.71,-0.35,0.01,-0.35,0,"Phylogenetic"
"281",281,-0.33,0.21,-0.74,-0.33,0.07,-0.33,0,"Phylogenetic"
"282",282,-0.03,0.21,-0.45,-0.03,0.39,-0.03,0,"Phylogenetic"
"283",283,-0.32,0.16,-0.62,-0.32,-0.01,-0.32,0,"Phylogenetic"
"284",284,-0.25,0.16,-0.57,-0.25,0.07,-0.25,0,"Phylogenetic"
"285",285,-0.22,0.16,-0.54,-0.22,0.09,-0.22,0,"Phylogenetic"
"286",286,-0.2,0.16,-0.52,-0.2,0.11,-0.2,0,"Phylogenetic"
"287",287,-0.19,0.17,-0.52,-0.19,0.14,-0.19,0,"Phylogenetic"
"288",288,-0.19,0.18,-0.56,-0.19,0.17,-0.19,0,"Phylogenetic"
"289",289,-0.2,0.18,-0.55,-0.2,0.15,-0.2,0,"Phylogenetic"
"290",290,-0.45,0.18,-0.81,-0.45,-0.09,-0.45,0,"Phylogenetic"
"291",291,-0.32,0.25,-0.8,-0.32,0.17,-0.32,0,"Phylogenetic"
"292",292,-0.29,0.25,-0.77,-0.29,0.2,-0.29,0,"Phylogenetic"
"293",293,-0.44,0.27,-0.97,-0.44,0.09,-0.44,0,"Phylogenetic"
"294",294,-0.08,0.25,-0.57,-0.08,0.41,-0.08,0,"Phylogenetic"
"295",295,-0.08,0.21,-0.49,-0.08,0.33,-0.08,0,"Phylogenetic"
"296",296,-0.11,0.21,-0.52,-0.11,0.3,-0.11,0,"Phylogenetic"
"297",297,-0.14,0.22,-0.57,-0.14,0.3,-0.14,0,"Phylogenetic"
"298",298,-0.04,0.21,-0.46,-0.04,0.37,-0.04,0,"Phylogenetic"
"299",299,-0.01,0.22,-0.44,-0.01,0.41,-0.01,0,"Phylogenetic"
"300",300,0.19,0.39,-0.58,0.19,0.97,0.19,0,"Phylogenetic"
"301",301,0.19,0.4,-0.6,0.19,0.99,0.19,0,"Phylogenetic"
"302",302,0.17,0.54,-0.9,0.17,1.23,0.17,0,"Phylogenetic"
"303",303,-0.39,0.15,-0.68,-0.39,-0.1,-0.39,0,"Phylogenetic"
"304",304,-0.38,0.14,-0.66,-0.38,-0.1,-0.38,0,"Phylogenetic"
"305",305,-0.7,0.17,-1.03,-0.7,-0.37,-0.7,0,"Phylogenetic"
"306",306,-1.08,0.16,-1.38,-1.08,-0.77,-1.08,0,"Phylogenetic"
