"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.0029...29",-0.01,0.26,-0.53,-0.02,0.5,-0.02,"Phylogenetic"
"fitted.Predictor.0030...30",-0.02,0.27,-0.54,-0.02,0.51,-0.02,"Phylogenetic"
"fitted.Predictor.0031...31",0.06,0.27,-0.47,0.06,0.6,0.06,"Phylogenetic"
"fitted.Predictor.0032...32",-0.04,0.29,-0.6,-0.04,0.52,-0.04,"Phylogenetic"
"fitted.Predictor.0033...33",-0.03,0.29,-0.59,-0.03,0.53,-0.04,"Phylogenetic"
"fitted.Predictor.0034...34",-0.14,0.29,-0.7,-0.14,0.42,-0.14,"Phylogenetic"
"fitted.Predictor.0035...35",-0.18,0.29,-0.76,-0.18,0.39,-0.18,"Phylogenetic"
"fitted.Predictor.0036...36",-0.07,0.28,-0.62,-0.07,0.48,-0.07,"Phylogenetic"
"fitted.Predictor.0037...37",-0.08,0.28,-0.63,-0.08,0.47,-0.08,"Phylogenetic"
"fitted.Predictor.0038...38",0.12,0.29,-0.44,0.12,0.69,0.11,"Phylogenetic"
"fitted.Predictor.0039...39",0.14,0.29,-0.42,0.14,0.71,0.13,"Phylogenetic"
"fitted.Predictor.0040...40",0.11,0.29,-0.45,0.1,0.67,0.1,"Phylogenetic"
"fitted.Predictor.0041...41",0.13,0.29,-0.43,0.12,0.7,0.12,"Phylogenetic"
"fitted.Predictor.0042...42",0,0.29,-0.56,-0.01,0.56,-0.01,"Phylogenetic"
"fitted.Predictor.0043...43",-0.02,0.29,-0.58,-0.02,0.54,-0.02,"Phylogenetic"
"fitted.Predictor.0044...44",0.01,0.29,-0.55,0.01,0.58,0.01,"Phylogenetic"
"fitted.Predictor.0045...45",0.03,0.28,-0.52,0.03,0.58,0.03,"Phylogenetic"
"fitted.Predictor.0046...46",0.02,0.28,-0.53,0.02,0.57,0.02,"Phylogenetic"
"fitted.Predictor.0047...47",-0.24,0.29,-0.81,-0.24,0.32,-0.24,"Phylogenetic"
"fitted.Predictor.0048...48",-0.27,0.29,-0.83,-0.26,0.29,-0.26,"Phylogenetic"
"fitted.Predictor.0049...49",-0.19,0.29,-0.77,-0.19,0.38,-0.19,"Phylogenetic"
"fitted.Predictor.0050...50",-0.3,0.28,-0.86,-0.3,0.25,-0.3,"Phylogenetic"
"fitted.Predictor.0051...51",-0.3,0.28,-0.86,-0.3,0.25,-0.3,"Phylogenetic"
"fitted.Predictor.0052...52",-0.42,0.29,-1,-0.42,0.14,-0.42,"Phylogenetic"
"fitted.Predictor.0053...53",-0.53,0.29,-1.11,-0.53,0.03,-0.52,"Phylogenetic"
"fitted.Predictor.0054...54",-0.53,0.29,-1.11,-0.53,0.03,-0.52,"Phylogenetic"
"fitted.Predictor.0055...55",-0.14,0.28,-0.7,-0.14,0.42,-0.14,"Phylogenetic"
"fitted.Predictor.0056...56",-0.3,0.28,-0.86,-0.3,0.26,-0.29,"Phylogenetic"
"fitted.Predictor.0057...57",-0.34,0.28,-0.88,-0.33,0.2,-0.33,"Phylogenetic"
"fitted.Predictor.0058...58",-0.32,0.27,-0.86,-0.32,0.2,-0.32,"Phylogenetic"
"fitted.Predictor.0059...59",-0.22,0.27,-0.75,-0.22,0.3,-0.22,"Phylogenetic"
"fitted.Predictor.0060...60",-0.13,0.27,-0.65,-0.13,0.4,-0.13,"Phylogenetic"
"fitted.Predictor.0061...61",-0.29,0.27,-0.82,-0.29,0.24,-0.28,"Phylogenetic"
"fitted.Predictor.0062...62",-0.18,0.27,-0.71,-0.18,0.36,-0.18,"Phylogenetic"
"fitted.Predictor.0063...63",-0.28,0.27,-0.81,-0.28,0.24,-0.28,"Phylogenetic"
"fitted.Predictor.0064...64",-0.22,0.27,-0.74,-0.22,0.31,-0.22,"Phylogenetic"
"fitted.Predictor.0065...65",-0.12,0.27,-0.64,-0.12,0.41,-0.12,"Phylogenetic"
"fitted.Predictor.0066...66",-0.31,0.28,-0.85,-0.3,0.23,-0.3,"Phylogenetic"
"fitted.Predictor.0067...67",-0.22,0.28,-0.76,-0.22,0.33,-0.22,"Phylogenetic"
"fitted.Predictor.0068...68",-0.19,0.28,-0.73,-0.19,0.36,-0.19,"Phylogenetic"
"fitted.Predictor.0069...69",-0.12,0.3,-0.71,-0.13,0.46,-0.13,"Phylogenetic"
"fitted.Predictor.0070...70",-0.05,0.3,-0.64,-0.06,0.53,-0.06,"Phylogenetic"
"fitted.Predictor.0071...71",0,0.26,-0.52,0,0.52,0,"Phylogenetic"
"fitted.Predictor.0072...72",0.01,0.26,-0.51,0.01,0.53,0,"Phylogenetic"
"fitted.Predictor.0073...73",0.05,0.27,-0.47,0.05,0.59,0.05,"Phylogenetic"
"fitted.Predictor.0074...74",0.16,0.27,-0.38,0.16,0.7,0.15,"Phylogenetic"
"fitted.Predictor.0075...75",0.13,0.27,-0.4,0.13,0.67,0.13,"Phylogenetic"
"fitted.Predictor.0076...76",-0.08,0.3,-0.66,-0.08,0.5,-0.08,"Phylogenetic"
"fitted.Predictor.0077...77",0.03,0.3,-0.56,0.03,0.63,0.02,"Phylogenetic"
"fitted.Predictor.0078...78",0.11,0.27,-0.41,0.11,0.64,0.11,"Phylogenetic"
"fitted.Predictor.0079...79",0.1,0.27,-0.42,0.1,0.63,0.1,"Phylogenetic"
"fitted.Predictor.0080...80",0.18,0.27,-0.34,0.18,0.71,0.18,"Phylogenetic"
"fitted.Predictor.0081...81",0.07,0.27,-0.45,0.07,0.6,0.07,"Phylogenetic"
"fitted.Predictor.0082...82",0.08,0.28,-0.46,0.08,0.63,0.08,"Phylogenetic"
"fitted.Predictor.0083...83",0.1,0.27,-0.42,0.1,0.64,0.1,"Phylogenetic"
"fitted.Predictor.0084...84",0.13,0.27,-0.4,0.13,0.67,0.13,"Phylogenetic"
"fitted.Predictor.0085...85",0.13,0.27,-0.39,0.13,0.67,0.13,"Phylogenetic"
"fitted.Predictor.0086...86",0.16,0.27,-0.36,0.16,0.7,0.16,"Phylogenetic"
"fitted.Predictor.0087...87",-0.19,0.29,-0.75,-0.18,0.37,-0.18,"Phylogenetic"
"fitted.Predictor.0088...88",0,0.29,-0.56,0,0.56,-0.01,"Phylogenetic"
"fitted.Predictor.0089...89",0.15,0.29,-0.42,0.14,0.72,0.14,"Phylogenetic"
"fitted.Predictor.0090...90",-0.07,0.27,-0.6,-0.07,0.47,-0.07,"Phylogenetic"
"fitted.Predictor.0091...91",-0.04,0.25,-0.53,-0.04,0.44,-0.04,"Phylogenetic"
"fitted.Predictor.0092...92",-0.05,0.25,-0.54,-0.05,0.44,-0.05,"Phylogenetic"
"fitted.Predictor.0093...93",-0.05,0.25,-0.54,-0.05,0.44,-0.05,"Phylogenetic"
"fitted.Predictor.0094...94",-0.06,0.25,-0.55,-0.06,0.43,-0.06,"Phylogenetic"
"fitted.Predictor.0095...95",-0.07,0.27,-0.59,-0.07,0.46,-0.07,"Phylogenetic"
"fitted.Predictor.0096...96",-0.04,0.27,-0.57,-0.04,0.49,-0.04,"Phylogenetic"
"fitted.Predictor.0097...97",-0.2,0.26,-0.72,-0.2,0.31,-0.2,"Phylogenetic"
"fitted.Predictor.0098...98",-0.24,0.26,-0.75,-0.24,0.27,-0.23,"Phylogenetic"
"fitted.Predictor.0099...99",-0.13,0.27,-0.65,-0.13,0.39,-0.13,"Phylogenetic"
"fitted.Predictor.0100...100",-0.16,0.26,-0.67,-0.16,0.35,-0.16,"Phylogenetic"
"fitted.Predictor.0101...101",-0.21,0.26,-0.72,-0.21,0.3,-0.21,"Phylogenetic"
"fitted.Predictor.0102...102",-0.2,0.26,-0.71,-0.2,0.3,-0.2,"Phylogenetic"
"fitted.Predictor.0103...103",-0.01,0.26,-0.53,-0.01,0.51,-0.02,"Phylogenetic"
"fitted.Predictor.0104...104",-0.15,0.27,-0.68,-0.15,0.38,-0.15,"Phylogenetic"
"fitted.Predictor.0105...105",-0.14,0.27,-0.66,-0.14,0.39,-0.14,"Phylogenetic"
"fitted.Predictor.0106...106",-0.19,0.27,-0.72,-0.19,0.33,-0.19,"Phylogenetic"
"fitted.Predictor.0107...107",-0.08,0.27,-0.6,-0.08,0.45,-0.08,"Phylogenetic"
"fitted.Predictor.0108...108",-0.04,0.27,-0.56,-0.04,0.49,-0.04,"Phylogenetic"
"fitted.Predictor.0109...109",-0.26,0.25,-0.76,-0.26,0.22,-0.26,"Phylogenetic"
"fitted.Predictor.0110...110",-0.21,0.25,-0.7,-0.21,0.28,-0.21,"Phylogenetic"
"fitted.Predictor.0111...111",-0.21,0.25,-0.7,-0.21,0.28,-0.21,"Phylogenetic"
"fitted.Predictor.0112...112",-0.35,0.24,-0.83,-0.35,0.12,-0.35,"Phylogenetic"
"fitted.Predictor.0113...113",-0.34,0.24,-0.82,-0.34,0.13,-0.34,"Phylogenetic"
"fitted.Predictor.0114...114",-0.35,0.25,-0.84,-0.35,0.14,-0.34,"Phylogenetic"
"fitted.Predictor.0115...115",-0.27,0.25,-0.76,-0.27,0.21,-0.27,"Phylogenetic"
"fitted.Predictor.0116...116",-0.34,0.25,-0.83,-0.34,0.15,-0.33,"Phylogenetic"
"fitted.Predictor.0117...117",-0.4,0.24,-0.89,-0.4,0.07,-0.4,"Phylogenetic"
"fitted.Predictor.0118...118",-0.36,0.23,-0.82,-0.36,0.1,-0.36,"Phylogenetic"
"fitted.Predictor.0119...119",-0.33,0.23,-0.79,-0.33,0.13,-0.33,"Phylogenetic"
"fitted.Predictor.0120...120",-0.3,0.24,-0.77,-0.3,0.16,-0.3,"Phylogenetic"
"fitted.Predictor.0121...121",-0.47,0.24,-0.94,-0.46,0,-0.46,"Phylogenetic"
"fitted.Predictor.0122...122",-0.48,0.24,-0.95,-0.48,-0.02,-0.48,"Phylogenetic"
"fitted.Predictor.0123...123",-0.45,0.25,-0.95,-0.45,0.04,-0.44,"Phylogenetic"
"fitted.Predictor.0124...124",-0.48,0.26,-0.99,-0.47,0.03,-0.47,"Phylogenetic"
"fitted.Predictor.0125...125",-0.61,0.24,-1.09,-0.61,-0.14,-0.6,"Phylogenetic"
"fitted.Predictor.0126...126",-0.6,0.24,-1.08,-0.59,-0.13,-0.59,"Phylogenetic"
"fitted.Predictor.0127...127",-0.62,0.24,-1.1,-0.61,-0.14,-0.61,"Phylogenetic"
"fitted.Predictor.0128...128",-0.45,0.25,-0.94,-0.45,0.03,-0.45,"Phylogenetic"
"fitted.Predictor.0129...129",-0.51,0.25,-1,-0.51,-0.03,-0.5,"Phylogenetic"
"fitted.Predictor.0130...130",-0.5,0.25,-1,-0.5,-0.01,-0.49,"Phylogenetic"
"fitted.Predictor.0131...131",-0.18,0.26,-0.7,-0.18,0.34,-0.18,"Phylogenetic"
"fitted.Predictor.0132...132",-0.18,0.26,-0.7,-0.18,0.34,-0.18,"Phylogenetic"
"fitted.Predictor.0133...133",0.32,0.23,-0.14,0.31,0.78,0.31,"Phylogenetic"
"fitted.Predictor.0134...134",0.37,0.23,-0.08,0.37,0.84,0.37,"Phylogenetic"
"fitted.Predictor.0135...135",0.37,0.23,-0.08,0.37,0.84,0.37,"Phylogenetic"
"fitted.Predictor.0136...136",0.16,0.23,-0.29,0.16,0.62,0.16,"Phylogenetic"
"fitted.Predictor.0137...137",0.22,0.23,-0.24,0.22,0.68,0.22,"Phylogenetic"
"fitted.Predictor.0138...138",0.15,0.23,-0.31,0.15,0.6,0.15,"Phylogenetic"
"fitted.Predictor.0139...139",0.23,0.23,-0.23,0.23,0.69,0.23,"Phylogenetic"
"fitted.Predictor.0140...140",0.21,0.23,-0.24,0.21,0.67,0.21,"Phylogenetic"
"fitted.Predictor.0141...141",0.21,0.23,-0.24,0.21,0.66,0.21,"Phylogenetic"
"fitted.Predictor.0142...142",0.2,0.23,-0.25,0.2,0.65,0.2,"Phylogenetic"
"fitted.Predictor.0143...143",0.3,0.23,-0.15,0.29,0.75,0.29,"Phylogenetic"
"fitted.Predictor.0144...144",0.31,0.23,-0.13,0.31,0.76,0.31,"Phylogenetic"
"fitted.Predictor.0145...145",0.27,0.23,-0.18,0.27,0.72,0.27,"Phylogenetic"
"fitted.Predictor.0146...146",0.23,0.22,-0.2,0.23,0.67,0.23,"Phylogenetic"
"fitted.Predictor.0147...147",0.23,0.22,-0.21,0.23,0.66,0.22,"Phylogenetic"
"fitted.Predictor.0148...148",0.22,0.22,-0.21,0.22,0.66,0.22,"Phylogenetic"
"fitted.Predictor.0149...149",0.19,0.22,-0.24,0.19,0.63,0.19,"Phylogenetic"
"fitted.Predictor.0150...150",0.19,0.22,-0.25,0.18,0.62,0.18,"Phylogenetic"
"fitted.Predictor.0151...151",0.21,0.22,-0.23,0.21,0.66,0.21,"Phylogenetic"
"fitted.Predictor.0152...152",0.22,0.22,-0.22,0.22,0.66,0.21,"Phylogenetic"
"fitted.Predictor.0153...153",0.19,0.23,-0.26,0.19,0.64,0.19,"Phylogenetic"
"fitted.Predictor.0154...154",0.39,0.24,-0.07,0.39,0.87,0.39,"Phylogenetic"
"fitted.Predictor.0155...155",0.42,0.24,-0.04,0.42,0.9,0.41,"Phylogenetic"
"fitted.Predictor.0156...156",0.3,0.24,-0.17,0.3,0.78,0.29,"Phylogenetic"
"fitted.Predictor.0157...157",0.32,0.25,-0.15,0.32,0.81,0.32,"Phylogenetic"
"fitted.Predictor.0158...158",0.3,0.26,-0.19,0.3,0.81,0.3,"Phylogenetic"
"fitted.Predictor.0159...159",0.15,0.27,-0.37,0.15,0.67,0.15,"Phylogenetic"
"fitted.Predictor.0160...160",0.08,0.26,-0.43,0.08,0.61,0.08,"Phylogenetic"
"fitted.Predictor.0161...161",0.06,0.26,-0.45,0.06,0.58,0.06,"Phylogenetic"
"fitted.Predictor.0162...162",0.06,0.26,-0.44,0.06,0.56,0.06,"Phylogenetic"
"fitted.Predictor.0163...163",0.07,0.25,-0.42,0.07,0.57,0.07,"Phylogenetic"
"fitted.Predictor.0164...164",0.06,0.25,-0.44,0.06,0.56,0.05,"Phylogenetic"
"fitted.Predictor.0165...165",0.05,0.26,-0.45,0.05,0.55,0.05,"Phylogenetic"
"fitted.Predictor.0166...166",0.06,0.27,-0.47,0.06,0.59,0.06,"Phylogenetic"
"fitted.Predictor.0167...167",0.07,0.28,-0.47,0.06,0.61,0.06,"Phylogenetic"
"fitted.Predictor.0168...168",-0.14,0.28,-0.69,-0.14,0.4,-0.14,"Phylogenetic"
"fitted.Predictor.0169...169",-0.12,0.27,-0.65,-0.12,0.41,-0.12,"Phylogenetic"
"fitted.Predictor.0170...170",-0.12,0.27,-0.66,-0.12,0.41,-0.12,"Phylogenetic"
"fitted.Predictor.0171...171",0.3,0.25,-0.18,0.3,0.79,0.3,"Phylogenetic"
"fitted.Predictor.0172...172",0.27,0.25,-0.2,0.27,0.76,0.27,"Phylogenetic"
"fitted.Predictor.0173...173",0.27,0.24,-0.21,0.27,0.75,0.27,"Phylogenetic"
"fitted.Predictor.0174...174",0.3,0.25,-0.18,0.29,0.78,0.29,"Phylogenetic"
"fitted.Predictor.0175...175",0.32,0.26,-0.18,0.31,0.83,0.31,"Phylogenetic"
"fitted.Predictor.0176...176",0.31,0.25,-0.17,0.31,0.81,0.31,"Phylogenetic"
"fitted.Predictor.0177...177",0.31,0.25,-0.18,0.31,0.8,0.3,"Phylogenetic"
"fitted.Predictor.0178...178",0.1,0.27,-0.43,0.1,0.65,0.1,"Phylogenetic"
"fitted.Predictor.0179...179",0.28,0.29,-0.28,0.27,0.85,0.27,"Phylogenetic"
"fitted.Predictor.0180...180",0.31,0.29,-0.26,0.31,0.9,0.3,"Phylogenetic"
"fitted.Predictor.0181...181",-0.22,0.29,-0.8,-0.22,0.35,-0.22,"Phylogenetic"
"fitted.Predictor.0182...182",-0.26,0.29,-0.84,-0.26,0.31,-0.26,"Phylogenetic"
"fitted.Predictor.0183...183",0,0.3,-0.6,-0.01,0.59,-0.01,"Phylogenetic"
"fitted.Predictor.0184...184",-0.02,0.3,-0.61,-0.02,0.58,-0.02,"Phylogenetic"
"fitted.Predictor.0185...185",0.03,0.3,-0.55,0.03,0.62,0.03,"Phylogenetic"
"fitted.Predictor.0186...186",0.01,0.3,-0.57,0.01,0.6,0,"Phylogenetic"
"fitted.Predictor.0187...187",-0.02,0.31,-0.62,-0.02,0.59,-0.03,"Phylogenetic"
"fitted.Predictor.0188...188",-0.12,0.31,-0.72,-0.12,0.49,-0.12,"Phylogenetic"
"fitted.Predictor.0189...189",-0.22,0.31,-0.83,-0.22,0.38,-0.22,"Phylogenetic"
"fitted.Predictor.0190...190",-0.26,0.31,-0.87,-0.26,0.35,-0.26,"Phylogenetic"
"fitted.Predictor.0191...191",-0.91,0.28,-1.47,-0.91,-0.37,-0.9,"Phylogenetic"
"fitted.Predictor.0192...192",-0.92,0.28,-1.47,-0.92,-0.39,-0.91,"Phylogenetic"
"fitted.Predictor.0193...193",-0.86,0.27,-1.39,-0.85,-0.34,-0.85,"Phylogenetic"
"fitted.Predictor.0194...194",-0.89,0.27,-1.43,-0.89,-0.37,-0.88,"Phylogenetic"
"fitted.Predictor.0195...195",-0.77,0.3,-1.36,-0.77,-0.2,-0.76,"Phylogenetic"
"fitted.Predictor.0196...196",-0.49,0.29,-1.07,-0.49,0.08,-0.49,"Phylogenetic"
"fitted.Predictor.0197...197",-0.47,0.28,-1.03,-0.47,0.08,-0.47,"Phylogenetic"
"fitted.Predictor.0198...198",-0.53,0.28,-1.09,-0.53,0.03,-0.52,"Phylogenetic"
"fitted.Predictor.0199...199",-0.63,0.3,-1.22,-0.63,-0.05,-0.62,"Phylogenetic"
"fitted.Predictor.0200...200",-0.71,0.29,-1.3,-0.71,-0.14,-0.71,"Phylogenetic"
"fitted.Predictor.0201...201",-0.67,0.29,-1.26,-0.67,-0.1,-0.66,"Phylogenetic"
"fitted.Predictor.0202...202",-0.31,0.31,-0.92,-0.31,0.29,-0.31,"Phylogenetic"
"fitted.Predictor.0203...203",-0.39,0.3,-0.98,-0.39,0.19,-0.39,"Phylogenetic"
"fitted.Predictor.0204...204",-0.28,0.29,-0.85,-0.28,0.3,-0.27,"Phylogenetic"
"fitted.Predictor.0205...205",-0.24,0.28,-0.8,-0.24,0.32,-0.24,"Phylogenetic"
"fitted.Predictor.0206...206",-0.24,0.28,-0.8,-0.24,0.32,-0.24,"Phylogenetic"
"fitted.Predictor.0207...207",-0.26,0.28,-0.82,-0.26,0.3,-0.26,"Phylogenetic"
"fitted.Predictor.0208...208",-0.29,0.28,-0.85,-0.29,0.27,-0.29,"Phylogenetic"
"fitted.Predictor.0209...209",-0.28,0.31,-0.89,-0.28,0.33,-0.28,"Phylogenetic"
"fitted.Predictor.0210...210",-0.68,0.32,-1.31,-0.68,-0.08,-0.67,"Phylogenetic"
"fitted.Predictor.0211...211",-0.45,0.31,-1.06,-0.45,0.15,-0.44,"Phylogenetic"
"fitted.Predictor.0212...212",-0.44,0.31,-1.05,-0.44,0.16,-0.43,"Phylogenetic"
"fitted.Predictor.0213...213",-0.19,0.31,-0.8,-0.19,0.43,-0.19,"Phylogenetic"
"fitted.Predictor.0214...214",-0.61,0.32,-1.24,-0.6,0.01,-0.6,"Phylogenetic"
"fitted.Predictor.0215...215",-0.57,0.29,-1.15,-0.56,0,-0.56,"Phylogenetic"
"fitted.Predictor.0216...216",-0.65,0.28,-1.21,-0.65,-0.1,-0.64,"Phylogenetic"
"fitted.Predictor.0217...217",-0.72,0.28,-1.29,-0.72,-0.17,-0.72,"Phylogenetic"
"fitted.Predictor.0218...218",-0.61,0.29,-1.18,-0.61,-0.05,-0.6,"Phylogenetic"
"fitted.Predictor.0219...219",-0.75,0.29,-1.33,-0.74,-0.18,-0.74,"Phylogenetic"
"fitted.Predictor.0220...220",-0.24,0.29,-0.8,-0.24,0.33,-0.24,"Phylogenetic"
"fitted.Predictor.0221...221",-0.31,0.29,-0.87,-0.31,0.25,-0.31,"Phylogenetic"
"fitted.Predictor.0222...222",-0.46,0.28,-1.01,-0.46,0.09,-0.45,"Phylogenetic"
"fitted.Predictor.0223...223",-0.43,0.28,-0.98,-0.43,0.12,-0.43,"Phylogenetic"
"fitted.Predictor.0224...224",-0.55,0.31,-1.16,-0.55,0.05,-0.54,"Phylogenetic"
"fitted.Predictor.0225...225",-0.49,0.3,-1.09,-0.49,0.11,-0.48,"Phylogenetic"
"fitted.Predictor.0226...226",-0.42,0.3,-1.02,-0.42,0.18,-0.41,"Phylogenetic"
"fitted.Predictor.0227...227",-0.4,0.31,-1.01,-0.4,0.2,-0.4,"Phylogenetic"
"fitted.Predictor.0228...228",-0.35,0.31,-0.96,-0.35,0.25,-0.35,"Phylogenetic"
"fitted.Predictor.0229...229",-0.37,0.3,-0.95,-0.37,0.2,-0.37,"Phylogenetic"
"fitted.Predictor.0230...230",-0.4,0.3,-0.98,-0.39,0.18,-0.39,"Phylogenetic"
"fitted.Predictor.0231...231",-0.25,0.32,-0.88,-0.25,0.37,-0.25,"Phylogenetic"
"fitted.Predictor.0232...232",-0.28,0.32,-0.91,-0.28,0.35,-0.28,"Phylogenetic"
"fitted.Predictor.0233...233",-0.14,0.31,-0.75,-0.14,0.48,-0.14,"Phylogenetic"
"fitted.Predictor.0234...234",-0.22,0.28,-0.77,-0.22,0.33,-0.22,"Phylogenetic"
"fitted.Predictor.0235...235",-0.2,0.28,-0.75,-0.2,0.35,-0.2,"Phylogenetic"
"fitted.Predictor.0236...236",-0.15,0.29,-0.72,-0.15,0.41,-0.16,"Phylogenetic"
"fitted.Predictor.0237...237",-0.24,0.29,-0.82,-0.24,0.33,-0.24,"Phylogenetic"
"fitted.Predictor.0238...238",-0.09,0.3,-0.68,-0.09,0.51,-0.1,"Phylogenetic"
"fitted.Predictor.0239...239",0.08,0.31,-0.52,0.07,0.69,0.07,"Phylogenetic"
"fitted.Predictor.0240...240",-0.45,0.3,-1.04,-0.45,0.13,-0.44,"Phylogenetic"
"fitted.Predictor.0241...241",-0.34,0.29,-0.9,-0.34,0.22,-0.34,"Phylogenetic"
"fitted.Predictor.0242...242",-0.36,0.29,-0.93,-0.36,0.2,-0.36,"Phylogenetic"
"fitted.Predictor.0243...243",-0.3,0.28,-0.86,-0.3,0.25,-0.3,"Phylogenetic"
"fitted.Predictor.0244...244",-0.25,0.28,-0.8,-0.25,0.3,-0.25,"Phylogenetic"
"fitted.Predictor.0245...245",-0.31,0.28,-0.85,-0.31,0.24,-0.3,"Phylogenetic"
"fitted.Predictor.0246...246",-0.25,0.28,-0.8,-0.25,0.29,-0.25,"Phylogenetic"
"fitted.Predictor.0247...247",-0.23,0.25,-0.71,-0.23,0.26,-0.22,"Phylogenetic"
"fitted.Predictor.0248...248",-0.22,0.25,-0.7,-0.21,0.27,-0.21,"Phylogenetic"
"fitted.Predictor.0249...249",-0.22,0.25,-0.71,-0.22,0.28,-0.21,"Phylogenetic"
"fitted.Predictor.0250...250",-0.25,0.25,-0.76,-0.25,0.24,-0.25,"Phylogenetic"
"fitted.Predictor.0251...251",-0.19,0.26,-0.7,-0.19,0.31,-0.19,"Phylogenetic"
"fitted.Predictor.0252...252",-0.1,0.26,-0.61,-0.1,0.42,-0.1,"Phylogenetic"
"fitted.Predictor.0253...253",0.02,0.26,-0.49,0.01,0.52,0.01,"Phylogenetic"
"fitted.Predictor.0254...254",-0.01,0.26,-0.51,-0.01,0.5,-0.01,"Phylogenetic"
"fitted.Predictor.0255...255",-0.03,0.26,-0.53,-0.03,0.48,-0.03,"Phylogenetic"
"fitted.Predictor.0256...256",-0.07,0.26,-0.58,-0.07,0.44,-0.07,"Phylogenetic"
"fitted.Predictor.0257...257",-0.04,0.25,-0.53,-0.04,0.46,-0.04,"Phylogenetic"
"fitted.Predictor.0258...258",0.04,0.25,-0.45,0.04,0.53,0.03,"Phylogenetic"
"fitted.Predictor.0259...259",0.02,0.25,-0.47,0.02,0.51,0.01,"Phylogenetic"
"fitted.Predictor.0260...260",-0.01,0.26,-0.51,-0.01,0.49,-0.01,"Phylogenetic"
"fitted.Predictor.0261...261",-0.02,0.25,-0.51,-0.02,0.48,-0.02,"Phylogenetic"
"fitted.Predictor.0262...262",-0.03,0.25,-0.52,-0.03,0.47,-0.03,"Phylogenetic"
"fitted.Predictor.0263...263",-0.1,0.29,-0.68,-0.1,0.48,-0.1,"Phylogenetic"
"fitted.Predictor.0264...264",-0.09,0.31,-0.69,-0.09,0.52,-0.09,"Phylogenetic"
"fitted.Predictor.0265...265",-0.25,0.26,-0.76,-0.25,0.26,-0.25,"Phylogenetic"
"fitted.Predictor.0266...266",-0.28,0.26,-0.79,-0.27,0.23,-0.27,"Phylogenetic"
"fitted.Predictor.0267...267",-0.23,0.27,-0.76,-0.23,0.29,-0.23,"Phylogenetic"
