"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.023...23",0.25,0.16,-0.07,0.25,0.57,0.25,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.024...24",0.51,0.18,0.15,0.52,0.84,0.53,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.025...25",0.55,0.17,0.21,0.55,0.86,0.56,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.026...26",0.83,0.17,0.49,0.84,1.14,0.85,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.027...27",0.61,0.16,0.28,0.62,0.92,0.63,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.028...28",0.64,0.16,0.31,0.65,0.95,0.65,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.029...29",0.57,0.17,0.23,0.58,0.91,0.58,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.030...30",-0.04,0.21,-0.45,-0.05,0.38,-0.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.031...31",0.11,0.23,-0.37,0.11,0.56,0.12,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.032...32",0.19,0.2,-0.2,0.2,0.57,0.21,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.033...33",0.36,0.2,-0.05,0.37,0.74,0.39,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.034...34",0.5,0.21,0.05,0.51,0.88,0.54,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.035...35",-0.29,0.23,-0.72,-0.3,0.21,-0.33,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.036...36",-0.31,0.21,-0.7,-0.32,0.14,-0.34,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.037...37",-0.05,0.25,-0.55,-0.05,0.47,-0.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.038...38",-0.66,0.28,-1.14,-0.68,-0.03,-0.73,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.039...39",-0.23,0.21,-0.61,-0.23,0.2,-0.25,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.040...40",0.05,0.19,-0.33,0.05,0.44,0.04,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.041...41",0.57,0.25,0.06,0.57,1.07,0.57,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.042...42",0.78,0.26,0.24,0.79,1.27,0.8,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.043...43",0.1,0.26,-0.39,0.1,0.63,0.09,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.044...44",0.1,0.23,-0.34,0.1,0.55,0.1,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.045...45",0.88,0.26,0.33,0.89,1.35,0.92,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.046...46",-0.47,0.27,-0.97,-0.49,0.11,-0.51,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.047...47",-1.31,0.29,-1.82,-1.34,-0.65,-1.39,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.048...48",0.73,0.26,0.16,0.74,1.22,0.76,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.049...49",0.12,0.26,-0.39,0.12,0.64,0.13,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.050...50",0.1,0.26,-0.41,0.1,0.62,0.1,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.051...51",0,0.26,-0.51,-0.01,0.53,-0.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.052...52",0,0.26,-0.51,-0.01,0.54,-0.01,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.053...53",0.81,0.26,0.27,0.82,1.32,0.83,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.054...54",0.36,0.26,-0.16,0.36,0.88,0.36,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.055...55",0.35,0.26,-0.17,0.35,0.88,0.35,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.056...56",0.77,0.27,0.21,0.78,1.28,0.8,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.057...57",-0.79,0.28,-1.29,-0.81,-0.19,-0.84,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.058...58",-0.19,0.26,-0.7,-0.2,0.36,-0.22,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.059...59",0.9,0.27,0.34,0.91,1.4,0.93,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.060...60",0.11,0.26,-0.4,0.11,0.64,0.11,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.061...61",1.38,0.27,0.78,1.4,1.88,1.43,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.062...62",0.66,0.25,0.14,0.66,1.16,0.66,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.063...63",0.16,0.24,-0.3,0.15,0.67,0.13,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.064...64",0.02,0.25,-0.45,0.01,0.54,-0.01,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.065...65",0.44,0.22,-0.01,0.45,0.88,0.46,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.066...66",0.88,0.26,0.35,0.88,1.38,0.89,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.067...67",0.84,0.26,0.31,0.84,1.34,0.85,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.068...68",0.72,0.25,0.22,0.72,1.2,0.73,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.069...69",0.7,0.26,0.18,0.7,1.21,0.7,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.070...70",-0.33,0.27,-0.83,-0.35,0.24,-0.37,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.071...71",0.72,0.26,0.19,0.72,1.23,0.72,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.072...72",0.82,0.26,0.29,0.82,1.32,0.83,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.073...73",0.42,0.26,-0.09,0.41,0.94,0.41,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.074...74",0.35,0.26,-0.15,0.35,0.88,0.34,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.075...75",0.26,0.26,-0.24,0.26,0.8,0.25,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.076...76",0.88,0.26,0.35,0.89,1.39,0.9,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.077...77",1.16,0.26,0.61,1.17,1.66,1.19,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.078...78",1.17,0.26,0.62,1.18,1.66,1.19,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.079...79",0.73,0.26,0.21,0.73,1.24,0.73,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.080...80",1.27,0.27,0.71,1.28,1.77,1.31,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.081...81",0.61,0.26,0.1,0.61,1.13,0.61,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.082...82",0.65,0.21,0.24,0.65,1.07,0.64,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.083...83",0.31,0.25,-0.16,0.29,0.83,0.27,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.084...84",0.61,0.21,0.2,0.6,1.04,0.6,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.085...85",0.98,0.23,0.52,0.98,1.42,0.99,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.086...86",1.01,0.23,0.53,1.02,1.44,1.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.087...87",1,0.25,0.47,1.01,1.49,1.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.088...88",0.96,0.26,0.43,0.97,1.45,0.99,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.089...89",0.26,0.26,-0.24,0.25,0.79,0.24,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.090...90",1.02,0.26,0.47,1.03,1.52,1.04,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.091...91",0.84,0.26,0.32,0.84,1.34,0.85,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.092...92",0.06,0.27,-0.44,0.04,0.63,0.02,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.093...93",2.09,0.28,1.47,2.11,2.59,2.15,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.094...94",1.56,0.27,0.99,1.57,2.05,1.59,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.095...95",1.38,0.26,0.84,1.39,1.88,1.4,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.096...96",1.61,0.27,1.04,1.62,2.1,1.65,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.097...97",1.51,0.26,0.96,1.52,2.01,1.54,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.098...98",1.34,0.26,0.8,1.35,1.84,1.36,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.099...99",1.4,0.26,0.86,1.41,1.9,1.42,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.100...100",1.32,0.26,0.77,1.32,1.81,1.34,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.101...101",1.51,0.26,0.95,1.53,2.01,1.55,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.102...102",-0.39,0.28,-0.89,-0.41,0.24,-0.45,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.103...103",1.2,0.26,0.67,1.21,1.7,1.22,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.104...104",-1.47,0.33,-2.01,-1.51,-0.71,-1.59,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.105...105",0.13,0.26,-0.37,0.12,0.69,0.1,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.106...106",1.61,0.27,1.03,1.62,2.1,1.64,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.107...107",-0.72,0.28,-1.22,-0.74,-0.1,-0.77,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.108...108",0.05,0.27,-0.47,0.04,0.6,0.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.109...109",0.07,0.26,-0.45,0.07,0.61,0.06,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.110...110",0.45,0.26,-0.1,0.46,0.95,0.47,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.111...111",0.69,0.26,0.18,0.69,1.22,0.68,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.112...112",1.13,0.27,0.55,1.15,1.62,1.18,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.113...113",-0.05,0.24,-0.51,-0.05,0.45,-0.07,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.114...114",0.17,0.21,-0.25,0.17,0.57,0.19,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.115...115",0.54,0.22,0.11,0.53,0.99,0.53,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.116...116",0.34,0.21,-0.08,0.34,0.77,0.34,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.117...117",-0.33,0.24,-0.76,-0.35,0.18,-0.39,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.118...118",0.77,0.23,0.3,0.78,1.21,0.8,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.119...119",-0.09,0.27,-0.6,-0.09,0.47,-0.11,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.001...120",1.24,0.28,0.64,1.26,1.75,1.3,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.002...121",0.38,0.26,-0.17,0.39,0.88,0.4,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.003...122",-0.41,0.26,-0.92,-0.42,0.12,-0.43,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.004...123",-0.67,0.26,-1.17,-0.68,-0.11,-0.7,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.005...124",-1.27,0.28,-1.77,-1.29,-0.66,-1.33,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.006...125",-0.18,0.26,-0.69,-0.18,0.35,-0.18,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.007...126",-0.04,0.26,-0.56,-0.04,0.47,-0.04,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.008...127",-0.3,0.26,-0.81,-0.3,0.23,-0.31,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.009...128",0.21,0.26,-0.33,0.22,0.71,0.23,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.010...129",-1.38,0.28,-1.88,-1.4,-0.74,-1.45,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.011...130",0.42,0.26,-0.13,0.43,0.92,0.44,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.012...131",0.13,0.26,-0.4,0.14,0.64,0.15,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.013...132",-0.29,0.26,-0.8,-0.29,0.24,-0.3,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.014...133",0.54,0.26,0.02,0.54,1.05,0.53,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.015...134",1.24,0.27,0.66,1.25,1.73,1.28,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.016...135",0.74,0.17,0.39,0.75,1.06,0.77,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.017...136",0.74,0.16,0.4,0.75,1.05,0.75,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.018...137",-0.02,0.21,-0.41,-0.04,0.42,-0.06,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.019...138",0.16,0.14,-0.13,0.16,0.44,0.17,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.020...139",-0.21,0.19,-0.56,-0.22,0.18,-0.23,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.021...140",-0.04,0.17,-0.36,-0.04,0.29,-0.05,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.022...141",0.32,0.18,-0.03,0.32,0.68,0.32,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.023...142",0.25,0.16,-0.07,0.25,0.57,0.24,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.024...143",0.51,0.18,0.15,0.52,0.84,0.53,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.025...144",0.55,0.17,0.21,0.55,0.86,0.56,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.026...145",0.83,0.17,0.48,0.84,1.14,0.85,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.027...146",0.61,0.16,0.28,0.62,0.92,0.63,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.028...147",0.64,0.16,0.32,0.65,0.95,0.65,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.029...148",0.57,0.17,0.22,0.57,0.9,0.58,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.030...149",-0.04,0.21,-0.45,-0.04,0.38,-0.05,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.031...150",0.11,0.23,-0.37,0.11,0.56,0.12,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.032...151",0.19,0.2,-0.21,0.19,0.56,0.2,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.033...152",0.36,0.2,-0.05,0.37,0.74,0.39,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.034...153",0.5,0.21,0.05,0.51,0.88,0.54,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.035...154",-0.29,0.23,-0.72,-0.3,0.21,-0.33,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.036...155",-0.3,0.21,-0.7,-0.31,0.15,-0.33,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.037...156",-0.05,0.25,-0.55,-0.05,0.47,-0.05,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.038...157",-0.65,0.28,-1.14,-0.68,-0.03,-0.73,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.039...158",-0.23,0.2,-0.61,-0.24,0.19,-0.25,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.040...159",0.04,0.19,-0.33,0.04,0.43,0.04,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.041...160",0.57,0.25,0.06,0.57,1.07,0.57,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.042...161",0.78,0.26,0.24,0.79,1.27,0.8,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.043...162",0.1,0.26,-0.39,0.1,0.63,0.09,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.044...163",0.1,0.23,-0.34,0.1,0.56,0.1,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.045...164",0.88,0.26,0.33,0.89,1.35,0.92,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.046...165",-0.47,0.27,-0.97,-0.49,0.11,-0.51,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.047...166",-1.31,0.29,-1.82,-1.34,-0.64,-1.39,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.048...167",0.73,0.26,0.16,0.74,1.22,0.76,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.049...168",0.13,0.26,-0.39,0.13,0.64,0.13,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.050...169",0.1,0.26,-0.41,0.1,0.62,0.1,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.051...170",0,0.26,-0.51,-0.01,0.52,-0.02,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.052...171",0,0.26,-0.51,-0.01,0.53,-0.01,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.053...172",0.81,0.26,0.27,0.82,1.32,0.83,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.054...173",0.36,0.26,-0.16,0.36,0.88,0.36,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.055...174",0.35,0.26,-0.17,0.35,0.88,0.35,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.056...175",0.77,0.27,0.21,0.78,1.28,0.8,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.057...176",-0.79,0.28,-1.29,-0.81,-0.18,-0.84,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.058...177",-0.19,0.26,-0.69,-0.2,0.36,-0.22,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.059...178",0.9,0.27,0.34,0.91,1.41,0.93,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.060...179",0.11,0.26,-0.4,0.11,0.64,0.11,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.061...180",1.38,0.27,0.78,1.4,1.88,1.43,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.062...181",0.65,0.25,0.14,0.66,1.16,0.66,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.063...182",0.16,0.24,-0.3,0.15,0.67,0.13,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.064...183",0.02,0.25,-0.45,0.01,0.54,-0.01,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.065...184",0.45,0.22,-0.01,0.45,0.88,0.46,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.066...185",0.88,0.26,0.34,0.88,1.38,0.89,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.067...186",0.84,0.26,0.31,0.84,1.34,0.85,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.068...187",0.72,0.25,0.22,0.72,1.2,0.73,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.069...188",0.7,0.26,0.18,0.7,1.21,0.7,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.070...189",-0.33,0.27,-0.83,-0.35,0.25,-0.37,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.071...190",0.72,0.26,0.19,0.72,1.23,0.72,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.072...191",0.82,0.26,0.29,0.82,1.32,0.83,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.073...192",0.42,0.26,-0.09,0.42,0.94,0.41,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.074...193",0.35,0.26,-0.16,0.35,0.88,0.34,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.075...194",0.27,0.26,-0.24,0.26,0.8,0.25,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.076...195",0.88,0.26,0.35,0.89,1.39,0.9,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.077...196",1.16,0.26,0.61,1.17,1.66,1.19,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.078...197",1.17,0.26,0.61,1.18,1.66,1.19,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.079...198",0.73,0.26,0.21,0.73,1.24,0.73,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.080...199",1.27,0.27,0.7,1.28,1.77,1.31,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.081...200",0.61,0.26,0.1,0.61,1.13,0.61,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.082...201",0.65,0.21,0.24,0.65,1.08,0.65,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.083...202",0.31,0.25,-0.16,0.29,0.83,0.27,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.084...203",0.61,0.21,0.2,0.6,1.04,0.59,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
