"","sp_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"19",19,-0.26,0.23,-0.73,-0.25,0.17,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"20",20,-0.29,0.25,-0.82,-0.28,0.17,-0.25,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"21",21,-0.28,0.25,-0.8,-0.27,0.18,-0.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"22",22,0.01,0.26,-0.52,0.01,0.52,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"23",23,-0.21,0.23,-0.68,-0.2,0.22,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"24",24,-0.16,0.24,-0.65,-0.15,0.28,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"25",25,0.04,0.24,-0.44,0.04,0.51,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"26",26,0.04,0.22,-0.38,0.04,0.49,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"27",27,-0.14,0.22,-0.59,-0.13,0.28,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"28",28,-0.05,0.22,-0.49,-0.05,0.38,-0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"29",29,0.1,0.24,-0.36,0.1,0.58,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"30",30,-0.11,0.28,-0.68,-0.1,0.44,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"31",31,-0.24,0.35,-0.98,-0.23,0.41,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"32",32,0.02,0.26,-0.48,0.01,0.56,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"33",33,0.03,0.28,-0.49,0.03,0.6,0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"34",34,0.1,0.28,-0.42,0.09,0.67,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"35",35,0.32,0.33,-0.29,0.31,1,0.28,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"36",36,-0.12,0.26,-0.65,-0.11,0.4,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"37",37,0.2,0.39,-0.55,0.19,1.01,0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"38",38,-0.44,0.4,-1.27,-0.41,0.27,-0.34,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"39",39,-0.28,0.24,-0.78,-0.27,0.16,-0.25,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"40",40,0.05,0.26,-0.44,0.04,0.57,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"41",41,0.03,0.39,-0.73,0.03,0.81,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"42",42,-0.06,0.39,-0.84,-0.06,0.7,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"43",43,-0.35,0.42,-1.23,-0.33,0.42,-0.27,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"44",44,0.36,0.34,-0.26,0.35,1.06,0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"45",45,-0.09,0.37,-0.83,-0.09,0.64,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"46",46,-0.41,0.44,-1.33,-0.38,0.38,-0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"47",47,-0.49,0.46,-1.47,-0.45,0.34,-0.36,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"48",48,0.53,0.45,-0.26,0.5,1.47,0.41,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"49",49,0.19,0.4,-0.57,0.18,1.02,0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"50",50,0.26,0.43,-0.53,0.24,1.15,0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"51",51,-0.18,0.42,-1.05,-0.16,0.62,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"52",52,-0.22,0.42,-1.1,-0.2,0.57,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"53",53,-0.11,0.41,-0.96,-0.1,0.69,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"54",54,-0.19,0.41,-1.04,-0.17,0.6,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"55",55,-0.21,0.42,-1.08,-0.19,0.58,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"56",56,0.33,0.44,-0.47,0.3,1.25,0.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"57",57,-0.29,0.43,-1.18,-0.27,0.5,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"58",58,-0.15,0.41,-0.99,-0.14,0.64,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"59",59,0.18,0.42,-0.62,0.16,1.04,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"60",60,-0.04,0.41,-0.87,-0.04,0.78,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"61",61,0.19,0.41,-0.6,0.17,1.05,0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"62",62,0.07,0.39,-0.7,0.06,0.84,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"63",63,-0.32,0.35,-1.06,-0.3,0.3,-0.25,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"64",64,-0.43,0.39,-1.25,-0.4,0.28,-0.33,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"65",65,-0.09,0.3,-0.68,-0.09,0.49,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"66",66,-0.15,0.41,-0.98,-0.14,0.63,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"67",67,0,0.4,-0.79,0,0.79,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"68",68,-0.32,0.38,-1.11,-0.3,0.39,-0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"69",69,0.29,0.42,-0.49,0.27,1.17,0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"70",70,-0.55,0.47,-1.53,-0.52,0.27,-0.43,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"71",71,0.51,0.46,-0.31,0.48,1.47,0.39,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"72",72,0.36,0.43,-0.42,0.34,1.26,0.28,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"73",73,-0.29,0.42,-1.15,-0.27,0.49,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"74",74,0.21,0.41,-0.56,0.2,1.06,0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"75",75,-0.03,0.4,-0.82,-0.03,0.76,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"76",76,0.2,0.41,-0.57,0.19,1.05,0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"77",77,-0.07,0.4,-0.88,-0.07,0.71,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"78",78,0.16,0.4,-0.62,0.15,0.99,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"79",79,0.61,0.48,-0.23,0.58,1.61,0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"80",80,0.42,0.44,-0.37,0.4,1.35,0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"81",81,-0.12,0.4,-0.93,-0.11,0.66,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"82",82,0.05,0.31,-0.55,0.05,0.66,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"83",83,-0.05,0.36,-0.77,-0.05,0.64,-0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"84",84,0.07,0.3,-0.51,0.07,0.67,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"85",85,0.58,0.41,-0.16,0.55,1.42,0.49,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"86",86,0.57,0.42,-0.17,0.55,1.44,0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"87",87,0.3,0.4,-0.45,0.28,1.13,0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"88",88,-0.05,0.39,-0.83,-0.05,0.73,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"89",89,-0.17,0.39,-0.96,-0.16,0.59,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"90",90,-0.15,0.41,-0.98,-0.14,0.63,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"91",91,0.04,0.4,-0.74,0.04,0.84,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"92",92,0.1,0.4,-0.69,0.09,0.92,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"93",93,0.35,0.43,-0.43,0.33,1.25,0.27,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"94",94,0.11,0.4,-0.67,0.1,0.93,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"95",95,0.31,0.42,-0.47,0.29,1.19,0.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"96",96,0.14,0.4,-0.64,0.13,0.97,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"97",97,0.17,0.41,-0.61,0.16,1.01,0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"98",98,0.56,0.46,-0.26,0.53,1.53,0.44,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"99",99,0.29,0.41,-0.49,0.27,1.15,0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"100",100,0.03,0.4,-0.76,0.03,0.84,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"101",101,0.1,0.4,-0.68,0.1,0.92,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"102",102,-0.28,0.42,-1.16,-0.26,0.51,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"103",103,0.23,0.41,-0.54,0.22,1.09,0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"104",104,-0.61,0.49,-1.63,-0.58,0.25,-0.46,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"105",105,-0.26,0.42,-1.14,-0.24,0.52,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"106",106,0.01,0.4,-0.79,0.01,0.81,0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"107",107,-0.2,0.42,-1.08,-0.19,0.59,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"108",108,-0.02,0.41,-0.84,-0.02,0.81,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"109",109,-0.55,0.47,-1.53,-0.52,0.28,-0.41,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"110",110,-0.45,0.4,-1.3,-0.43,0.28,-0.36,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"111",111,0.27,0.39,-0.46,0.25,1.09,0.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"112",112,0.13,0.38,-0.59,0.13,0.9,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"113",113,-0.28,0.37,-1.06,-0.26,0.42,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"114",114,-0.08,0.33,-0.74,-0.08,0.56,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"115",115,0.43,0.37,-0.24,0.4,1.22,0.34,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"116",116,0.1,0.32,-0.51,0.09,0.75,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"117",117,-0.31,0.35,-1.03,-0.29,0.34,-0.25,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"118",118,0.39,0.37,-0.28,0.36,1.16,0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"119",119,-0.55,0.48,-1.56,-0.51,0.31,-0.4,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"120",1,0.05,0.3,-0.54,0.05,0.65,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"121",2,-0.13,0.4,-0.95,-0.12,0.64,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"122",3,-0.23,0.41,-1.08,-0.21,0.54,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"123",4,-0.19,0.4,-1.02,-0.17,0.58,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"124",5,-0.01,0.4,-0.81,-0.01,0.78,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"125",6,0.41,0.43,-0.37,0.39,1.33,0.31,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"126",7,0.23,0.41,-0.54,0.21,1.08,0.17,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"127",8,0.53,0.46,-0.28,0.5,1.5,0.4,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"128",9,0.16,0.4,-0.61,0.15,1,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"129",10,-0.46,0.45,-1.4,-0.43,0.34,-0.34,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"130",11,-0.17,0.41,-1.02,-0.16,0.6,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"131",12,0.05,0.4,-0.73,0.04,0.84,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"132",13,0.02,0.4,-0.77,0.01,0.81,0.01,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"133",14,-0.3,0.42,-1.2,-0.28,0.47,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"134",15,0.29,0.41,-0.47,0.27,1.14,0.22,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"135",16,0.12,0.23,-0.32,0.11,0.59,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"136",17,0.1,0.23,-0.34,0.1,0.58,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"137",18,0.09,0.27,-0.44,0.09,0.61,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"138",19,-0.25,0.23,-0.73,-0.24,0.17,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"139",20,-0.29,0.25,-0.81,-0.28,0.17,-0.24,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"140",21,-0.28,0.25,-0.8,-0.26,0.18,-0.23,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"141",22,0.01,0.26,-0.52,0.01,0.52,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"142",23,-0.21,0.23,-0.68,-0.2,0.22,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"143",24,-0.16,0.23,-0.64,-0.15,0.28,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"144",25,0.03,0.24,-0.44,0.04,0.5,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"145",26,0.04,0.22,-0.38,0.04,0.48,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"146",27,-0.13,0.22,-0.58,-0.13,0.28,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"147",28,-0.05,0.22,-0.48,-0.05,0.37,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"148",29,0.1,0.24,-0.36,0.1,0.57,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"149",30,-0.11,0.28,-0.68,-0.1,0.44,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"150",31,-0.24,0.35,-0.97,-0.22,0.4,-0.18,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"151",32,0.02,0.26,-0.48,0.01,0.55,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"152",33,0.03,0.27,-0.49,0.02,0.59,0.01,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"153",34,0.09,0.27,-0.42,0.08,0.66,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"154",35,0.32,0.33,-0.29,0.3,0.99,0.27,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"155",36,-0.12,0.26,-0.64,-0.11,0.39,-0.1,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"156",37,0.2,0.39,-0.55,0.18,1,0.16,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"157",38,-0.43,0.39,-1.26,-0.41,0.27,-0.33,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"158",39,-0.28,0.24,-0.77,-0.27,0.16,-0.24,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"159",40,0.04,0.26,-0.44,0.04,0.57,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"160",41,0.03,0.38,-0.72,0.02,0.8,0.02,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"161",42,-0.06,0.38,-0.83,-0.05,0.7,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"162",43,-0.34,0.42,-1.21,-0.32,0.42,-0.26,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"163",44,0.36,0.33,-0.26,0.34,1.05,0.3,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"164",45,-0.09,0.37,-0.82,-0.09,0.63,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"165",46,-0.4,0.43,-1.31,-0.37,0.39,-0.29,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"166",47,-0.47,0.46,-1.45,-0.44,0.34,-0.34,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"167",48,0.52,0.44,-0.26,0.49,1.45,0.39,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"168",49,0.18,0.4,-0.57,0.17,1.01,0.14,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"169",50,0.26,0.42,-0.53,0.23,1.14,0.18,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"170",51,-0.17,0.41,-1.03,-0.15,0.62,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"171",52,-0.21,0.42,-1.08,-0.19,0.57,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"172",53,-0.1,0.41,-0.94,-0.1,0.69,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"173",54,-0.18,0.41,-1.03,-0.17,0.6,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"174",55,-0.2,0.41,-1.06,-0.19,0.58,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"175",56,0.32,0.43,-0.47,0.29,1.23,0.23,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"176",57,-0.28,0.42,-1.17,-0.26,0.5,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"177",58,-0.15,0.41,-0.99,-0.13,0.63,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"178",59,0.17,0.41,-0.62,0.15,1.03,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"179",60,-0.05,0.41,-0.87,-0.04,0.76,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"180",61,0.18,0.41,-0.6,0.17,1.03,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"181",62,0.07,0.38,-0.69,0.06,0.84,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"182",63,-0.32,0.34,-1.04,-0.29,0.3,-0.24,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"183",64,-0.42,0.39,-1.24,-0.39,0.28,-0.32,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"184",65,-0.09,0.29,-0.68,-0.09,0.49,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"185",66,-0.14,0.4,-0.97,-0.13,0.63,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"186",67,0,0.39,-0.77,0,0.79,0,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"187",68,-0.31,0.38,-1.1,-0.29,0.39,-0.25,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"188",69,0.29,0.42,-0.48,0.27,1.16,0.21,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"189",70,-0.55,0.46,-1.52,-0.52,0.27,-0.42,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"190",71,0.5,0.45,-0.31,0.47,1.46,0.37,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"191",72,0.35,0.42,-0.42,0.33,1.24,0.26,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"192",73,-0.28,0.41,-1.14,-0.26,0.48,-0.21,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"193",74,0.21,0.41,-0.56,0.19,1.05,0.15,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"194",75,-0.03,0.39,-0.82,-0.03,0.75,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"195",76,0.2,0.4,-0.56,0.18,1.04,0.15,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"196",77,-0.06,0.4,-0.87,-0.06,0.71,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"197",78,0.16,0.4,-0.61,0.15,0.98,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"198",79,0.6,0.47,-0.23,0.57,1.6,0.45,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"199",80,0.42,0.44,-0.37,0.39,1.34,0.31,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"200",81,-0.11,0.4,-0.92,-0.1,0.66,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"201",82,0.05,0.3,-0.55,0.05,0.65,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"202",83,-0.05,0.35,-0.76,-0.05,0.63,-0.04,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"203",84,0.07,0.3,-0.51,0.07,0.66,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"204",85,0.57,0.41,-0.16,0.54,1.42,0.48,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"205",86,0.56,0.42,-0.17,0.54,1.43,0.46,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"206",87,0.29,0.39,-0.44,0.27,1.11,0.22,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"207",88,-0.05,0.39,-0.82,-0.05,0.72,-0.05,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"208",89,-0.16,0.39,-0.95,-0.16,0.58,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"209",90,-0.14,0.4,-0.97,-0.13,0.63,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"210",91,0.04,0.39,-0.73,0.03,0.83,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"211",92,0.1,0.4,-0.68,0.09,0.9,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"212",93,0.35,0.42,-0.43,0.32,1.23,0.26,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"213",94,0.11,0.4,-0.67,0.1,0.92,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"214",95,0.3,0.42,-0.47,0.28,1.17,0.23,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"215",96,0.13,0.4,-0.64,0.12,0.95,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"216",97,0.17,0.4,-0.6,0.16,1,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"217",98,0.55,0.46,-0.26,0.52,1.51,0.42,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"218",99,0.28,0.41,-0.48,0.27,1.14,0.22,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"219",100,0.03,0.4,-0.75,0.03,0.83,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"220",101,0.1,0.4,-0.68,0.1,0.91,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"221",102,-0.27,0.42,-1.15,-0.25,0.51,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"222",103,0.23,0.41,-0.54,0.21,1.08,0.17,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
