"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.040...40",0.1,0.12,-0.15,0.11,0.32,0.11,"Phylogenetic"
"fitted.Predictor.041...41",0.1,0.12,-0.14,0.11,0.33,0.11,"Phylogenetic"
"fitted.Predictor.042...42",0.1,0.12,-0.14,0.11,0.33,0.11,"Phylogenetic"
"fitted.Predictor.043...43",0.1,0.12,-0.14,0.11,0.32,0.11,"Phylogenetic"
"fitted.Predictor.044...44",0.11,0.12,-0.13,0.11,0.34,0.12,"Phylogenetic"
"fitted.Predictor.045...45",0.11,0.12,-0.14,0.11,0.34,0.12,"Phylogenetic"
"fitted.Predictor.046...46",0.1,0.12,-0.15,0.11,0.33,0.11,"Phylogenetic"
"fitted.Predictor.047...47",0.14,0.17,-0.18,0.14,0.51,0.13,"Phylogenetic"
"fitted.Predictor.048...48",0.15,0.17,-0.17,0.14,0.54,0.13,"Phylogenetic"
"fitted.Predictor.049...49",0.15,0.17,-0.17,0.14,0.54,0.13,"Phylogenetic"
"fitted.Predictor.050...50",0.11,0.17,-0.26,0.11,0.43,0.12,"Phylogenetic"
"fitted.Predictor.051...51",0.11,0.17,-0.26,0.11,0.43,0.12,"Phylogenetic"
"fitted.Predictor.052...52",0.11,0.17,-0.27,0.11,0.43,0.12,"Phylogenetic"
"fitted.Predictor.053...53",0.08,0.18,-0.35,0.1,0.4,0.12,"Phylogenetic"
"fitted.Predictor.054...54",0.08,0.18,-0.35,0.1,0.4,0.12,"Phylogenetic"
"fitted.Predictor.055...55",0.09,0.18,-0.35,0.1,0.41,0.12,"Phylogenetic"
"fitted.Predictor.056...56",0.14,0.18,-0.21,0.13,0.52,0.13,"Phylogenetic"
"fitted.Predictor.057...57",0.12,0.18,-0.25,0.12,0.47,0.13,"Phylogenetic"
"fitted.Predictor.058...58",0.14,0.17,-0.19,0.14,0.5,0.13,"Phylogenetic"
"fitted.Predictor.059...59",0.15,0.17,-0.18,0.14,0.53,0.13,"Phylogenetic"
"fitted.Predictor.060...60",0.14,0.17,-0.18,0.14,0.51,0.13,"Phylogenetic"
"fitted.Predictor.061...61",0.15,0.17,-0.18,0.14,0.53,0.13,"Phylogenetic"
"fitted.Predictor.062...62",0.11,0.13,-0.17,0.11,0.36,0.12,"Phylogenetic"
"fitted.Predictor.063...63",0.11,0.13,-0.17,0.11,0.35,0.12,"Phylogenetic"
"fitted.Predictor.064...64",0.11,0.13,-0.17,0.11,0.35,0.12,"Phylogenetic"
"fitted.Predictor.065...65",0.11,0.13,-0.17,0.11,0.35,0.12,"Phylogenetic"
"fitted.Predictor.066...66",0.11,0.13,-0.17,0.11,0.36,0.12,"Phylogenetic"
"fitted.Predictor.067...67",0.11,0.13,-0.16,0.11,0.36,0.12,"Phylogenetic"
"fitted.Predictor.068...68",0.11,0.13,-0.17,0.11,0.36,0.12,"Phylogenetic"
"fitted.Predictor.069...69",0.11,0.13,-0.16,0.12,0.37,0.12,"Phylogenetic"
"fitted.Predictor.070...70",0.11,0.13,-0.16,0.11,0.36,0.12,"Phylogenetic"
"fitted.Predictor.071...71",0.13,0.13,-0.13,0.13,0.39,0.13,"Phylogenetic"
"fitted.Predictor.072...72",0.13,0.13,-0.13,0.13,0.39,0.13,"Phylogenetic"
"fitted.Predictor.073...73",0.12,0.13,-0.15,0.12,0.38,0.12,"Phylogenetic"
"fitted.Predictor.074...74",0.12,0.13,-0.14,0.12,0.38,0.12,"Phylogenetic"
"fitted.Predictor.075...75",0.12,0.13,-0.14,0.12,0.38,0.12,"Phylogenetic"
"fitted.Predictor.076...76",0.13,0.13,-0.13,0.12,0.39,0.13,"Phylogenetic"
"fitted.Predictor.077...77",0.13,0.13,-0.13,0.12,0.39,0.12,"Phylogenetic"
"fitted.Predictor.078...78",0.13,0.13,-0.13,0.12,0.39,0.13,"Phylogenetic"
"fitted.Predictor.079...79",0.13,0.13,-0.13,0.13,0.39,0.13,"Phylogenetic"
"fitted.Predictor.080...80",0.12,0.13,-0.14,0.12,0.39,0.12,"Phylogenetic"
"fitted.Predictor.081...81",0.13,0.14,-0.16,0.13,0.41,0.13,"Phylogenetic"
"fitted.Predictor.082...82",0.13,0.14,-0.16,0.13,0.41,0.13,"Phylogenetic"
"fitted.Predictor.083...83",0.13,0.14,-0.16,0.13,0.41,0.13,"Phylogenetic"
"fitted.Predictor.084...84",0.13,0.14,-0.16,0.13,0.41,0.13,"Phylogenetic"
"fitted.Predictor.085...85",0.13,0.14,-0.15,0.13,0.42,0.13,"Phylogenetic"
"fitted.Predictor.086...86",0.13,0.14,-0.15,0.13,0.42,0.13,"Phylogenetic"
"fitted.Predictor.087...87",0.13,0.14,-0.15,0.13,0.42,0.13,"Phylogenetic"
"fitted.Predictor.088...88",0.13,0.14,-0.16,0.13,0.41,0.13,"Phylogenetic"
"fitted.Predictor.089...89",0.13,0.14,-0.16,0.13,0.41,0.13,"Phylogenetic"
"fitted.Predictor.090...90",0.12,0.14,-0.17,0.12,0.42,0.13,"Phylogenetic"
"fitted.Predictor.091...91",0.13,0.14,-0.17,0.13,0.42,0.13,"Phylogenetic"
"fitted.Predictor.092...92",0.19,0.16,-0.08,0.18,0.54,0.16,"Phylogenetic"
"fitted.Predictor.093...93",0.2,0.16,-0.08,0.18,0.55,0.16,"Phylogenetic"
"fitted.Predictor.094...94",0.2,0.16,-0.08,0.18,0.54,0.16,"Phylogenetic"
"fitted.Predictor.095...95",0.2,0.16,-0.07,0.18,0.55,0.16,"Phylogenetic"
"fitted.Predictor.096...96",0.2,0.16,-0.07,0.18,0.55,0.16,"Phylogenetic"
"fitted.Predictor.097...97",0.2,0.16,-0.08,0.18,0.55,0.16,"Phylogenetic"
"fitted.Predictor.098...98",0.2,0.16,-0.07,0.19,0.56,0.16,"Phylogenetic"
"fitted.Predictor.099...99",0.2,0.16,-0.07,0.18,0.55,0.16,"Phylogenetic"
"fitted.Predictor.100...100",0.2,0.15,-0.08,0.18,0.54,0.16,"Phylogenetic"
"fitted.Predictor.101...101",0.2,0.15,-0.08,0.18,0.54,0.16,"Phylogenetic"
"fitted.Predictor.102...102",0.2,0.15,-0.08,0.18,0.54,0.16,"Phylogenetic"
"fitted.Predictor.103...103",0.2,0.16,-0.08,0.18,0.55,0.16,"Phylogenetic"
"fitted.Predictor.104...104",0.17,0.15,-0.11,0.17,0.5,0.15,"Phylogenetic"
"fitted.Predictor.105...105",0.17,0.15,-0.12,0.16,0.49,0.15,"Phylogenetic"
"fitted.Predictor.106...106",0.18,0.15,-0.1,0.17,0.52,0.15,"Phylogenetic"
"fitted.Predictor.107...107",0.19,0.16,-0.1,0.17,0.53,0.15,"Phylogenetic"
"fitted.Predictor.108...108",0.13,0.2,-0.29,0.13,0.52,0.13,"Phylogenetic"
"fitted.Predictor.109...109",0.12,0.21,-0.32,0.12,0.54,0.13,"Phylogenetic"
"fitted.Predictor.110...110",0.03,0.24,-0.64,0.07,0.4,0.11,"Phylogenetic"
"fitted.Predictor.111...111",0.06,0.23,-0.53,0.09,0.42,0.12,"Phylogenetic"
"fitted.Predictor.112...112",0.19,0.23,-0.18,0.16,0.75,0.14,"Phylogenetic"
"fitted.Predictor.113...113",0.09,0.17,-0.29,0.1,0.42,0.12,"Phylogenetic"
"fitted.Predictor.114...114",0.09,0.17,-0.29,0.1,0.42,0.12,"Phylogenetic"
"fitted.Predictor.115...115",0.09,0.17,-0.28,0.1,0.42,0.12,"Phylogenetic"
"fitted.Predictor.116...116",0.1,0.17,-0.28,0.1,0.42,0.12,"Phylogenetic"
"fitted.Predictor.117...117",0.1,0.17,-0.28,0.1,0.42,0.12,"Phylogenetic"
"fitted.Predictor.118...118",0.09,0.17,-0.29,0.1,0.42,0.12,"Phylogenetic"
"fitted.Predictor.119...119",0.09,0.17,-0.28,0.1,0.42,0.12,"Phylogenetic"
"fitted.Predictor.120...120",0.04,0.24,-0.62,0.08,0.4,0.11,"Phylogenetic"
"fitted.Predictor.001...121",0.22,0.31,-0.38,0.21,0.83,0.2,"Spatial: local"
"fitted.Predictor.002...122",0.01,0.42,-0.84,0.02,0.83,0.04,"Spatial: local"
"fitted.Predictor.003...123",-0.1,0.43,-0.98,-0.08,0.72,-0.04,"Spatial: local"
"fitted.Predictor.004...124",-0.06,0.43,-0.93,-0.04,0.75,-0.01,"Spatial: local"
"fitted.Predictor.005...125",0.15,0.42,-0.68,0.15,0.99,0.15,"Spatial: local"
"fitted.Predictor.006...126",0.58,0.46,-0.26,0.56,1.54,0.47,"Spatial: local"
"fitted.Predictor.007...127",0.41,0.44,-0.4,0.39,1.31,0.34,"Spatial: local"
"fitted.Predictor.008...128",0.73,0.49,-0.16,0.7,1.74,0.59,"Spatial: local"
"fitted.Predictor.009...129",0.34,0.43,-0.47,0.32,1.22,0.28,"Spatial: local"
"fitted.Predictor.010...130",-0.36,0.47,-1.34,-0.34,0.49,-0.24,"Spatial: local"
"fitted.Predictor.011...131",-0.06,0.43,-0.94,-0.05,0.75,-0.01,"Spatial: local"
"fitted.Predictor.012...132",0.2,0.42,-0.62,0.19,1.04,0.18,"Spatial: local"
"fitted.Predictor.013...133",0.15,0.42,-0.68,0.15,0.98,0.14,"Spatial: local"
"fitted.Predictor.014...134",-0.22,0.45,-1.15,-0.2,0.6,-0.13,"Spatial: local"
"fitted.Predictor.015...135",0.44,0.44,-0.37,0.42,1.35,0.36,"Spatial: local"
"fitted.Predictor.016...136",0.29,0.24,-0.17,0.29,0.78,0.27,"Spatial: local"
"fitted.Predictor.017...137",0.28,0.24,-0.18,0.27,0.77,0.26,"Spatial: local"
"fitted.Predictor.018...138",0.25,0.27,-0.29,0.24,0.79,0.24,"Spatial: local"
"fitted.Predictor.019...139",-0.11,0.23,-0.57,-0.11,0.32,-0.1,"Spatial: local"
"fitted.Predictor.020...140",-0.16,0.26,-0.68,-0.15,0.32,-0.13,"Spatial: local"
"fitted.Predictor.021...141",-0.14,0.25,-0.65,-0.13,0.33,-0.11,"Spatial: local"
"fitted.Predictor.022...142",0.17,0.26,-0.36,0.17,0.69,0.17,"Spatial: local"
"fitted.Predictor.023...143",-0.06,0.23,-0.53,-0.06,0.38,-0.04,"Spatial: local"
"fitted.Predictor.024...144",0,0.23,-0.47,0,0.44,0.01,"Spatial: local"
"fitted.Predictor.025...145",0.2,0.24,-0.27,0.2,0.67,0.19,"Spatial: local"
"fitted.Predictor.026...146",0.21,0.22,-0.22,0.21,0.66,0.2,"Spatial: local"
"fitted.Predictor.027...147",0.02,0.22,-0.41,0.02,0.44,0.03,"Spatial: local"
"fitted.Predictor.028...148",0.11,0.22,-0.33,0.11,0.55,0.11,"Spatial: local"
"fitted.Predictor.029...149",0.27,0.24,-0.2,0.26,0.75,0.26,"Spatial: local"
"fitted.Predictor.030...150",0.04,0.29,-0.53,0.05,0.61,0.05,"Spatial: local"
"fitted.Predictor.031...151",-0.1,0.36,-0.84,-0.08,0.58,-0.05,"Spatial: local"
"fitted.Predictor.032...152",0.17,0.28,-0.35,0.17,0.74,0.15,"Spatial: local"
"fitted.Predictor.033...153",0.19,0.29,-0.37,0.18,0.78,0.16,"Spatial: local"
"fitted.Predictor.034...154",0.25,0.29,-0.29,0.24,0.86,0.21,"Spatial: local"
"fitted.Predictor.035...155",0.49,0.35,-0.15,0.48,1.2,0.44,"Spatial: local"
"fitted.Predictor.036...156",0.03,0.27,-0.51,0.03,0.56,0.04,"Spatial: local"
"fitted.Predictor.037...157",0.35,0.42,-0.44,0.34,1.2,0.3,"Spatial: local"
"fitted.Predictor.038...158",-0.33,0.42,-1.2,-0.3,0.42,-0.22,"Spatial: local"
"fitted.Predictor.039...159",-0.14,0.24,-0.62,-0.14,0.31,-0.12,"Spatial: local"
"fitted.Predictor.040...160",0.21,0.27,-0.31,0.2,0.75,0.18,"Spatial: local"
"fitted.Predictor.041...161",0.18,0.4,-0.61,0.18,1,0.16,"Spatial: local"
"fitted.Predictor.042...162",0.07,0.41,-0.75,0.07,0.87,0.08,"Spatial: local"
"fitted.Predictor.043...163",-0.24,0.44,-1.15,-0.22,0.57,-0.15,"Spatial: local"
"fitted.Predictor.044...164",0.53,0.36,-0.13,0.52,1.26,0.47,"Spatial: local"
"fitted.Predictor.045...165",0.05,0.39,-0.72,0.06,0.82,0.06,"Spatial: local"
"fitted.Predictor.046...166",-0.31,0.46,-1.27,-0.29,0.52,-0.2,"Spatial: local"
"fitted.Predictor.047...167",-0.38,0.48,-1.36,-0.35,0.48,-0.26,"Spatial: local"
"fitted.Predictor.048...168",0.72,0.47,-0.12,0.69,1.7,0.59,"Spatial: local"
"fitted.Predictor.049...169",0.37,0.42,-0.42,0.35,1.23,0.31,"Spatial: local"
"fitted.Predictor.050...170",0.36,0.43,-0.44,0.35,1.25,0.3,"Spatial: local"
"fitted.Predictor.051...171",-0.1,0.43,-0.98,-0.08,0.71,-0.04,"Spatial: local"
"fitted.Predictor.052...172",-0.14,0.43,-1.04,-0.12,0.67,-0.07,"Spatial: local"
"fitted.Predictor.053...173",-0.05,0.42,-0.92,-0.04,0.76,0,"Spatial: local"
"fitted.Predictor.054...174",-0.11,0.43,-1,-0.1,0.7,-0.05,"Spatial: local"
"fitted.Predictor.055...175",-0.14,0.43,-1.03,-0.12,0.68,-0.07,"Spatial: local"
"fitted.Predictor.056...176",0.51,0.45,-0.32,0.49,1.44,0.41,"Spatial: local"
"fitted.Predictor.057...177",-0.18,0.44,-1.09,-0.16,0.64,-0.1,"Spatial: local"
"fitted.Predictor.058...178",0.01,0.42,-0.84,0.02,0.82,0.04,"Spatial: local"
"fitted.Predictor.059...179",0.36,0.43,-0.45,0.35,1.25,0.3,"Spatial: local"
"fitted.Predictor.060...180",0.14,0.41,-0.69,0.14,0.96,0.13,"Spatial: local"
"fitted.Predictor.061...181",0.36,0.43,-0.45,0.35,1.25,0.3,"Spatial: local"
"fitted.Predictor.062...182",0.17,0.41,-0.63,0.17,0.98,0.17,"Spatial: local"
"fitted.Predictor.063...183",-0.22,0.37,-1.01,-0.2,0.45,-0.13,"Spatial: local"
"fitted.Predictor.064...184",-0.34,0.42,-1.23,-0.32,0.41,-0.23,"Spatial: local"
"fitted.Predictor.065...185",0.04,0.31,-0.58,0.04,0.65,0.04,"Spatial: local"
"fitted.Predictor.066...186",-0.07,0.43,-0.95,-0.06,0.74,-0.02,"Spatial: local"
"fitted.Predictor.067...187",0.09,0.41,-0.73,0.09,0.91,0.1,"Spatial: local"
"fitted.Predictor.068...188",-0.22,0.41,-1.06,-0.2,0.53,-0.15,"Spatial: local"
"fitted.Predictor.069...189",0.4,0.43,-0.42,0.38,1.29,0.33,"Spatial: local"
"fitted.Predictor.070...190",-0.45,0.49,-1.47,-0.42,0.42,-0.32,"Spatial: local"
"fitted.Predictor.071...191",0.65,0.48,-0.21,0.62,1.64,0.53,"Spatial: local"
"fitted.Predictor.072...192",0.51,0.45,-0.31,0.49,1.43,0.42,"Spatial: local"
"fitted.Predictor.073...193",-0.18,0.44,-1.09,-0.16,0.64,-0.1,"Spatial: local"
"fitted.Predictor.074...194",0.33,0.43,-0.48,0.32,1.21,0.28,"Spatial: local"
"fitted.Predictor.075...195",0.09,0.42,-0.75,0.09,0.91,0.1,"Spatial: local"
"fitted.Predictor.076...196",0.33,0.43,-0.48,0.31,1.2,0.28,"Spatial: local"
"fitted.Predictor.077...197",0.03,0.42,-0.82,0.04,0.85,0.06,"Spatial: local"
"fitted.Predictor.078...198",0.28,0.42,-0.54,0.27,1.13,0.24,"Spatial: local"
"fitted.Predictor.079...199",0.76,0.5,-0.13,0.73,1.78,0.63,"Spatial: local"
"fitted.Predictor.080...200",0.56,0.46,-0.27,0.54,1.52,0.46,"Spatial: local"
"fitted.Predictor.081...201",-0.03,0.42,-0.89,-0.02,0.78,0.01,"Spatial: local"
"fitted.Predictor.082...202",0.2,0.31,-0.41,0.19,0.8,0.19,"Spatial: local"
"fitted.Predictor.083...203",0.08,0.37,-0.65,0.09,0.8,0.1,"Spatial: local"
"fitted.Predictor.084...204",0.19,0.3,-0.39,0.19,0.78,0.19,"Spatial: local"
"fitted.Predictor.085...205",0.67,0.4,-0.07,0.66,1.49,0.61,"Spatial: local"
"fitted.Predictor.086...206",0.67,0.41,-0.08,0.65,1.51,0.6,"Spatial: local"
"fitted.Predictor.087...207",0.41,0.41,-0.36,0.4,1.25,0.35,"Spatial: local"
"fitted.Predictor.088...208",0.05,0.4,-0.76,0.05,0.83,0.06,"Spatial: local"
"fitted.Predictor.089...209",-0.06,0.4,-0.88,-0.05,0.72,-0.02,"Spatial: local"
"fitted.Predictor.090...210",-0.07,0.43,-0.94,-0.05,0.75,-0.01,"Spatial: local"
"fitted.Predictor.091...211",0.14,0.41,-0.67,0.14,0.96,0.14,"Spatial: local"
"fitted.Predictor.092...212",0.28,0.42,-0.53,0.27,1.15,0.24,"Spatial: local"
"fitted.Predictor.093...213",0.58,0.46,-0.26,0.56,1.54,0.47,"Spatial: local"
"fitted.Predictor.094...214",0.33,0.43,-0.48,0.32,1.21,0.28,"Spatial: local"
"fitted.Predictor.095...215",0.53,0.45,-0.3,0.51,1.47,0.43,"Spatial: local"
"fitted.Predictor.096...216",0.37,0.43,-0.44,0.35,1.26,0.31,"Spatial: local"
"fitted.Predictor.097...217",0.4,0.43,-0.41,0.38,1.29,0.33,"Spatial: local"
"fitted.Predictor.098...218",0.81,0.51,-0.1,0.78,1.85,0.68,"Spatial: local"
"fitted.Predictor.099...219",0.53,0.44,-0.29,0.5,1.44,0.44,"Spatial: local"
"fitted.Predictor.100...220",0.25,0.42,-0.57,0.24,1.1,0.21,"Spatial: local"
"fitted.Predictor.101...221",0.32,0.43,-0.49,0.3,1.19,0.27,"Spatial: local"
"fitted.Predictor.102...222",-0.08,0.43,-0.96,-0.06,0.73,-0.02,"Spatial: local"
"fitted.Predictor.103...223",0.45,0.44,-0.36,0.43,1.37,0.37,"Spatial: local"
"fitted.Predictor.104...224",-0.46,0.49,-1.47,-0.43,0.42,-0.33,"Spatial: local"
"fitted.Predictor.105...225",-0.91,0.62,-2.15,-0.9,0.18,-0.98,"Spatial: local"
"fitted.Predictor.106...226",-0.07,0.43,-0.95,-0.06,0.74,-0.02,"Spatial: local"
"fitted.Predictor.107...227",0.21,0.42,-0.61,0.21,1.06,0.19,"Spatial: local"
"fitted.Predictor.108...228",-0.07,0.43,-0.95,-0.06,0.74,-0.02,"Spatial: local"
"fitted.Predictor.109...229",0.11,0.42,-0.72,0.11,0.94,0.11,"Spatial: local"
"fitted.Predictor.110...230",-0.53,0.5,-1.55,-0.5,0.36,-0.4,"Spatial: local"
"fitted.Predictor.111...231",-0.41,0.42,-1.28,-0.39,0.35,-0.33,"Spatial: local"
"fitted.Predictor.112...232",0.45,0.41,-0.3,0.44,1.29,0.38,"Spatial: local"
"fitted.Predictor.113...233",0.26,0.38,-0.48,0.26,1.04,0.24,"Spatial: local"
"fitted.Predictor.114...234",-0.24,0.39,-1.03,-0.22,0.47,-0.17,"Spatial: local"
"fitted.Predictor.115...235",-0.03,0.31,-0.67,-0.02,0.56,0,"Spatial: local"
"fitted.Predictor.116...236",0.49,0.35,-0.15,0.48,1.2,0.44,"Spatial: local"
"fitted.Predictor.117...237",0.17,0.3,-0.42,0.17,0.77,0.17,"Spatial: local"
"fitted.Predictor.118...238",-0.27,0.36,-0.99,-0.26,0.38,-0.22,"Spatial: local"
"fitted.Predictor.119...239",0.46,0.35,-0.19,0.45,1.18,0.41,"Spatial: local"
"fitted.Predictor.120...240",-0.56,0.52,-1.61,-0.53,0.36,-0.42,"Spatial: local"
"fitted.Predictor.001...241",0.28,0.18,-0.05,0.27,0.64,0.26,"Spatial: regional"
"fitted.Predictor.002...242",0.14,0.33,-0.53,0.15,0.8,0.14,"Spatial: regional"
"fitted.Predictor.003...243",0.2,0.33,-0.46,0.19,0.86,0.16,"Spatial: regional"
"fitted.Predictor.004...244",0.17,0.32,-0.48,0.16,0.8,0.15,"Spatial: regional"
"fitted.Predictor.005...245",0.4,0.39,-0.31,0.36,1.23,0.21,"Spatial: regional"
"fitted.Predictor.006...246",0.45,0.39,-0.24,0.41,1.3,0.22,"Spatial: regional"
"fitted.Predictor.007...247",0.42,0.39,-0.26,0.38,1.25,0.21,"Spatial: regional"
"fitted.Predictor.008...248",0.51,0.4,-0.16,0.47,1.38,0.24,"Spatial: regional"
"fitted.Predictor.009...249",0.2,0.34,-0.46,0.18,0.91,0.15,"Spatial: regional"
"fitted.Predictor.010...250",-0.29,0.39,-1.14,-0.26,0.36,-0.01,"Spatial: regional"
"fitted.Predictor.011...251",-0.09,0.34,-0.8,-0.06,0.53,0.05,"Spatial: regional"
"fitted.Predictor.012...252",-0.06,0.31,-0.7,-0.03,0.52,0.05,"Spatial: regional"
"fitted.Predictor.013...253",-0.05,0.36,-0.82,-0.02,0.64,0.07,"Spatial: regional"
"fitted.Predictor.014...254",-0.02,0.26,-0.56,0,0.47,0.05,"Spatial: regional"
"fitted.Predictor.015...255",0.07,0.23,-0.39,0.07,0.54,0.08,"Spatial: regional"
"fitted.Predictor.016...256",0.11,0.13,-0.15,0.11,0.38,0.11,"Spatial: regional"
"fitted.Predictor.017...257",0.11,0.13,-0.15,0.11,0.38,0.11,"Spatial: regional"
"fitted.Predictor.018...258",0.12,0.14,-0.15,0.12,0.41,0.12,"Spatial: regional"
"fitted.Predictor.019...259",0.08,0.13,-0.17,0.09,0.34,0.09,"Spatial: regional"
"fitted.Predictor.020...260",0.08,0.13,-0.17,0.08,0.33,0.08,"Spatial: regional"
"fitted.Predictor.021...261",0.08,0.13,-0.17,0.08,0.33,0.08,"Spatial: regional"
"fitted.Predictor.022...262",0.11,0.14,-0.16,0.11,0.39,0.11,"Spatial: regional"
"fitted.Predictor.023...263",0.09,0.13,-0.16,0.09,0.34,0.09,"Spatial: regional"
"fitted.Predictor.024...264",0.09,0.13,-0.16,0.09,0.35,0.09,"Spatial: regional"
"fitted.Predictor.025...265",0.11,0.14,-0.15,0.11,0.39,0.11,"Spatial: regional"
"fitted.Predictor.026...266",0.1,0.13,-0.15,0.1,0.37,0.1,"Spatial: regional"
"fitted.Predictor.027...267",0.09,0.13,-0.16,0.09,0.35,0.1,"Spatial: regional"
"fitted.Predictor.028...268",0.1,0.13,-0.16,0.1,0.36,0.1,"Spatial: regional"
"fitted.Predictor.029...269",0.12,0.14,-0.15,0.12,0.39,0.11,"Spatial: regional"
"fitted.Predictor.030...270",0.05,0.14,-0.23,0.05,0.32,0.06,"Spatial: regional"
"fitted.Predictor.031...271",0.06,0.14,-0.23,0.07,0.34,0.07,"Spatial: regional"
"fitted.Predictor.032...272",0.06,0.13,-0.2,0.06,0.32,0.07,"Spatial: regional"
"fitted.Predictor.033...273",0.04,0.14,-0.24,0.05,0.31,0.05,"Spatial: regional"
"fitted.Predictor.034...274",0.05,0.14,-0.22,0.05,0.31,0.06,"Spatial: regional"
"fitted.Predictor.035...275",0.14,0.15,-0.16,0.13,0.45,0.12,"Spatial: regional"
"fitted.Predictor.036...276",0.07,0.13,-0.2,0.07,0.32,0.07,"Spatial: regional"
"fitted.Predictor.037...277",0.14,0.19,-0.23,0.13,0.55,0.12,"Spatial: regional"
"fitted.Predictor.038...278",0.02,0.16,-0.3,0.03,0.32,0.04,"Spatial: regional"
"fitted.Predictor.039...279",0.08,0.13,-0.17,0.08,0.33,0.08,"Spatial: regional"
"fitted.Predictor.040...280",0.05,0.14,-0.22,0.06,0.32,0.06,"Spatial: regional"
"fitted.Predictor.041...281",-0.02,0.2,-0.44,0,0.35,0.03,"Spatial: regional"
"fitted.Predictor.042...282",-0.04,0.24,-0.54,-0.03,0.38,0.03,"Spatial: regional"
"fitted.Predictor.043...283",-0.07,0.27,-0.63,-0.04,0.42,0.04,"Spatial: regional"
"fitted.Predictor.044...284",0.14,0.15,-0.15,0.13,0.45,0.12,"Spatial: regional"
