"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.032...32",0.29,0.14,0.02,0.29,0.56,0.29,"Phylogenetic"
"fitted.Predictor.033...33",0.3,0.14,0.03,0.3,0.57,0.3,"Phylogenetic"
"fitted.Predictor.034...34",0.3,0.14,0.03,0.3,0.57,0.3,"Phylogenetic"
"fitted.Predictor.035...35",0.28,0.14,-0.01,0.28,0.56,0.28,"Phylogenetic"
"fitted.Predictor.036...36",0.22,0.15,-0.09,0.23,0.52,0.24,"Phylogenetic"
"fitted.Predictor.037...37",0.23,0.15,-0.09,0.23,0.52,0.24,"Phylogenetic"
"fitted.Predictor.038...38",0.21,0.15,-0.11,0.22,0.5,0.23,"Phylogenetic"
"fitted.Predictor.039...39",0.21,0.15,-0.11,0.22,0.5,0.23,"Phylogenetic"
"fitted.Predictor.040...40",0.22,0.15,-0.1,0.22,0.51,0.23,"Phylogenetic"
"fitted.Predictor.041...41",0.25,0.15,-0.06,0.25,0.54,0.26,"Phylogenetic"
"fitted.Predictor.042...42",0.25,0.15,-0.05,0.26,0.55,0.26,"Phylogenetic"
"fitted.Predictor.043...43",0.25,0.15,-0.06,0.25,0.54,0.25,"Phylogenetic"
"fitted.Predictor.044...44",0.27,0.16,-0.05,0.27,0.58,0.27,"Phylogenetic"
"fitted.Predictor.045...45",0.29,0.16,-0.02,0.29,0.61,0.29,"Phylogenetic"
"fitted.Predictor.046...46",0.25,0.16,-0.08,0.25,0.56,0.26,"Phylogenetic"
"fitted.Predictor.047...47",0.05,0.3,-0.57,0.06,0.59,0.09,"Phylogenetic"
"fitted.Predictor.048...48",0.1,0.28,-0.47,0.11,0.64,0.14,"Phylogenetic"
"fitted.Predictor.049...49",0.1,0.28,-0.48,0.11,0.63,0.13,"Phylogenetic"
"fitted.Predictor.050...50",0.16,0.28,-0.4,0.17,0.69,0.19,"Phylogenetic"
"fitted.Predictor.051...51",0.16,0.28,-0.4,0.17,0.69,0.19,"Phylogenetic"
"fitted.Predictor.052...52",0.16,0.28,-0.4,0.17,0.69,0.19,"Phylogenetic"
"fitted.Predictor.053...53",0.42,0.29,-0.16,0.41,1.02,0.4,"Phylogenetic"
"fitted.Predictor.054...54",0.41,0.29,-0.16,0.41,1.01,0.4,"Phylogenetic"
"fitted.Predictor.055...55",0.35,0.32,-0.29,0.35,0.99,0.35,"Phylogenetic"
"fitted.Predictor.056...56",0.28,0.32,-0.36,0.28,0.9,0.29,"Phylogenetic"
"fitted.Predictor.057...57",0.12,0.33,-0.58,0.14,0.73,0.18,"Phylogenetic"
"fitted.Predictor.058...58",0.38,0.28,-0.19,0.38,0.94,0.38,"Phylogenetic"
"fitted.Predictor.059...59",0.46,0.28,-0.08,0.45,1.04,0.44,"Phylogenetic"
"fitted.Predictor.060...60",0.41,0.28,-0.14,0.41,0.97,0.4,"Phylogenetic"
"fitted.Predictor.061...61",0.51,0.29,-0.05,0.49,1.12,0.47,"Phylogenetic"
"fitted.Predictor.062...62",0.56,0.17,0.24,0.56,0.9,0.56,"Phylogenetic"
"fitted.Predictor.063...63",0.55,0.17,0.23,0.55,0.88,0.55,"Phylogenetic"
"fitted.Predictor.064...64",0.55,0.17,0.23,0.55,0.88,0.55,"Phylogenetic"
"fitted.Predictor.065...65",0.55,0.17,0.23,0.55,0.88,0.55,"Phylogenetic"
"fitted.Predictor.066...66",0.57,0.17,0.24,0.57,0.91,0.56,"Phylogenetic"
"fitted.Predictor.067...67",0.57,0.17,0.24,0.57,0.91,0.56,"Phylogenetic"
"fitted.Predictor.068...68",0.57,0.17,0.24,0.57,0.91,0.56,"Phylogenetic"
"fitted.Predictor.069...69",0.56,0.17,0.22,0.56,0.9,0.55,"Phylogenetic"
"fitted.Predictor.070...70",0.55,0.17,0.21,0.55,0.89,0.55,"Phylogenetic"
"fitted.Predictor.071...71",0.59,0.18,0.25,0.59,0.95,0.58,"Phylogenetic"
"fitted.Predictor.072...72",0.59,0.18,0.25,0.59,0.95,0.58,"Phylogenetic"
"fitted.Predictor.073...73",0.58,0.18,0.24,0.58,0.94,0.57,"Phylogenetic"
"fitted.Predictor.074...74",0.57,0.18,0.23,0.57,0.92,0.56,"Phylogenetic"
"fitted.Predictor.075...75",0.57,0.18,0.23,0.57,0.92,0.56,"Phylogenetic"
"fitted.Predictor.076...76",0.62,0.18,0.29,0.62,0.98,0.61,"Phylogenetic"
"fitted.Predictor.077...77",0.62,0.18,0.29,0.62,0.98,0.61,"Phylogenetic"
"fitted.Predictor.078...78",0.62,0.18,0.29,0.62,0.98,0.61,"Phylogenetic"
"fitted.Predictor.079...79",0.61,0.18,0.28,0.61,0.97,0.6,"Phylogenetic"
"fitted.Predictor.080...80",0.6,0.19,0.25,0.6,0.99,0.59,"Phylogenetic"
"fitted.Predictor.081...81",0.64,0.2,0.26,0.64,1.03,0.63,"Phylogenetic"
"fitted.Predictor.082...82",0.64,0.19,0.26,0.63,1.02,0.63,"Phylogenetic"
"fitted.Predictor.083...83",0.63,0.19,0.26,0.63,1.02,0.63,"Phylogenetic"
"fitted.Predictor.084...84",0.64,0.19,0.26,0.63,1.03,0.63,"Phylogenetic"
"fitted.Predictor.085...85",0.65,0.2,0.28,0.65,1.05,0.64,"Phylogenetic"
"fitted.Predictor.086...86",0.65,0.2,0.28,0.65,1.05,0.64,"Phylogenetic"
"fitted.Predictor.087...87",0.65,0.2,0.28,0.65,1.05,0.64,"Phylogenetic"
"fitted.Predictor.088...88",0.64,0.2,0.26,0.64,1.04,0.63,"Phylogenetic"
"fitted.Predictor.089...89",0.64,0.2,0.25,0.63,1.04,0.62,"Phylogenetic"
"fitted.Predictor.090...90",0.65,0.22,0.24,0.64,1.1,0.63,"Phylogenetic"
"fitted.Predictor.091...91",0.65,0.22,0.23,0.64,1.09,0.63,"Phylogenetic"
"fitted.Predictor.092...92",0.86,0.19,0.48,0.86,1.25,0.85,"Phylogenetic"
"fitted.Predictor.093...93",0.92,0.2,0.53,0.91,1.33,0.9,"Phylogenetic"
"fitted.Predictor.094...94",0.91,0.2,0.52,0.9,1.31,0.89,"Phylogenetic"
"fitted.Predictor.095...95",0.92,0.19,0.55,0.92,1.32,0.92,"Phylogenetic"
"fitted.Predictor.096...96",0.93,0.2,0.55,0.92,1.32,0.92,"Phylogenetic"
"fitted.Predictor.097...97",0.92,0.2,0.55,0.92,1.31,0.91,"Phylogenetic"
"fitted.Predictor.098...98",0.92,0.19,0.55,0.91,1.31,0.91,"Phylogenetic"
"fitted.Predictor.099...99",0.92,0.19,0.55,0.91,1.31,0.91,"Phylogenetic"
"fitted.Predictor.100...100",0.9,0.19,0.54,0.9,1.28,0.9,"Phylogenetic"
"fitted.Predictor.101...101",0.9,0.19,0.54,0.9,1.29,0.9,"Phylogenetic"
"fitted.Predictor.102...102",0.88,0.19,0.51,0.88,1.25,0.87,"Phylogenetic"
"fitted.Predictor.103...103",0.9,0.19,0.53,0.9,1.29,0.89,"Phylogenetic"
"fitted.Predictor.104...104",0.75,0.21,0.31,0.75,1.15,0.76,"Phylogenetic"
"fitted.Predictor.105...105",0.81,0.21,0.4,0.81,1.22,0.8,"Phylogenetic"
"fitted.Predictor.106...106",0.87,0.22,0.46,0.86,1.31,0.85,"Phylogenetic"
"fitted.Predictor.107...107",0.23,0.39,-0.64,0.26,0.92,0.32,"Phylogenetic"
"fitted.Predictor.108...108",0.28,0.39,-0.52,0.29,1.02,0.31,"Phylogenetic"
"fitted.Predictor.109...109",0.29,0.38,-0.5,0.3,1.03,0.32,"Phylogenetic"
"fitted.Predictor.110...110",0.44,0.38,-0.31,0.44,1.21,0.44,"Phylogenetic"
"fitted.Predictor.111...111",0.48,0.38,-0.27,0.48,1.26,0.46,"Phylogenetic"
"fitted.Predictor.112...112",0.39,0.23,-0.07,0.39,0.85,0.39,"Phylogenetic"
"fitted.Predictor.113...113",0.38,0.23,-0.08,0.38,0.84,0.38,"Phylogenetic"
"fitted.Predictor.114...114",0.37,0.23,-0.08,0.37,0.82,0.37,"Phylogenetic"
"fitted.Predictor.115...115",0.37,0.23,-0.08,0.37,0.82,0.37,"Phylogenetic"
"fitted.Predictor.116...116",0.37,0.23,-0.08,0.37,0.82,0.37,"Phylogenetic"
"fitted.Predictor.117...117",0.36,0.23,-0.1,0.36,0.81,0.36,"Phylogenetic"
"fitted.Predictor.118...118",0.37,0.23,-0.08,0.37,0.83,0.38,"Phylogenetic"
"fitted.Predictor.119...119",0.22,0.39,-0.58,0.24,0.96,0.27,"Phylogenetic"
"fitted.Predictor.001...120",0.91,0.24,0.43,0.92,1.36,0.93,"Spatial: local"
"fitted.Predictor.002...121",0.45,0.3,-0.15,0.45,1.05,0.45,"Spatial: local"
"fitted.Predictor.003...122",-0.32,0.31,-0.91,-0.32,0.32,-0.34,"Spatial: local"
"fitted.Predictor.004...123",-0.57,0.31,-1.16,-0.58,0.08,-0.6,"Spatial: local"
"fitted.Predictor.005...124",-1.14,0.33,-1.74,-1.16,-0.44,-1.19,"Spatial: local"
"fitted.Predictor.006...125",-0.09,0.31,-0.68,-0.09,0.53,-0.11,"Spatial: local"
"fitted.Predictor.007...126",0.05,0.3,-0.54,0.04,0.66,0.04,"Spatial: local"
"fitted.Predictor.008...127",-0.2,0.31,-0.79,-0.21,0.43,-0.22,"Spatial: local"
"fitted.Predictor.009...128",0.3,0.3,-0.3,0.29,0.9,0.29,"Spatial: local"
"fitted.Predictor.010...129",-1.26,0.33,-1.87,-1.28,-0.54,-1.32,"Spatial: local"
"fitted.Predictor.011...130",0.48,0.3,-0.12,0.48,1.08,0.49,"Spatial: local"
"fitted.Predictor.012...131",0.21,0.3,-0.39,0.21,0.81,0.2,"Spatial: local"
"fitted.Predictor.013...132",-0.2,0.31,-0.79,-0.21,0.43,-0.22,"Spatial: local"
"fitted.Predictor.014...133",0.54,0.3,-0.06,0.54,1.13,0.54,"Spatial: local"
"fitted.Predictor.015...134",1.22,0.31,0.58,1.23,1.81,1.25,"Spatial: local"
"fitted.Predictor.016...135",0.76,0.18,0.4,0.77,1.1,0.77,"Spatial: local"
"fitted.Predictor.017...136",0.76,0.18,0.4,0.76,1.11,0.77,"Spatial: local"
"fitted.Predictor.018...137",0.01,0.22,-0.41,0.01,0.47,0,"Spatial: local"
"fitted.Predictor.019...138",0.12,0.15,-0.18,0.12,0.43,0.12,"Spatial: local"
"fitted.Predictor.020...139",-0.18,0.2,-0.56,-0.19,0.22,-0.2,"Spatial: local"
"fitted.Predictor.021...140",-0.1,0.18,-0.45,-0.1,0.27,-0.11,"Spatial: local"
"fitted.Predictor.022...141",0.33,0.2,-0.08,0.32,0.73,0.32,"Spatial: local"
"fitted.Predictor.023...142",0.26,0.18,-0.09,0.26,0.61,0.26,"Spatial: local"
"fitted.Predictor.024...143",0.5,0.19,0.12,0.5,0.87,0.51,"Spatial: local"
"fitted.Predictor.025...144",0.52,0.18,0.16,0.52,0.87,0.53,"Spatial: local"
"fitted.Predictor.026...145",0.78,0.17,0.43,0.78,1.1,0.79,"Spatial: local"
"fitted.Predictor.027...146",0.56,0.17,0.22,0.57,0.89,0.57,"Spatial: local"
"fitted.Predictor.028...147",0.65,0.18,0.29,0.65,0.99,0.65,"Spatial: local"
"fitted.Predictor.029...148",0.54,0.19,0.17,0.54,0.9,0.55,"Spatial: local"
"fitted.Predictor.030...149",-0.05,0.23,-0.5,-0.05,0.41,-0.06,"Spatial: local"
"fitted.Predictor.031...150",0.06,0.27,-0.48,0.07,0.6,0.07,"Spatial: local"
"fitted.Predictor.032...151",0.12,0.21,-0.3,0.12,0.53,0.12,"Spatial: local"
"fitted.Predictor.033...152",0.34,0.22,-0.09,0.35,0.76,0.35,"Spatial: local"
"fitted.Predictor.034...153",0.44,0.22,-0.01,0.45,0.86,0.46,"Spatial: local"
"fitted.Predictor.035...154",-0.27,0.26,-0.76,-0.27,0.27,-0.29,"Spatial: local"
"fitted.Predictor.036...155",-0.2,0.23,-0.63,-0.2,0.26,-0.21,"Spatial: local"
"fitted.Predictor.037...156",-0.01,0.3,-0.6,-0.01,0.59,-0.02,"Spatial: local"
"fitted.Predictor.038...157",-0.54,0.31,-1.11,-0.56,0.11,-0.59,"Spatial: local"
"fitted.Predictor.039...158",-0.06,0.16,-0.37,-0.06,0.27,-0.07,"Spatial: local"
"fitted.Predictor.040...159",0.14,0.19,-0.25,0.14,0.52,0.14,"Spatial: local"
"fitted.Predictor.041...160",0.6,0.3,0.01,0.6,1.18,0.6,"Spatial: local"
"fitted.Predictor.042...161",0.78,0.3,0.18,0.78,1.36,0.79,"Spatial: local"
"fitted.Predictor.043...162",0.14,0.3,-0.44,0.14,0.75,0.13,"Spatial: local"
"fitted.Predictor.044...163",0.11,0.26,-0.4,0.1,0.62,0.1,"Spatial: local"
"fitted.Predictor.045...164",0.87,0.29,0.28,0.88,1.43,0.89,"Spatial: local"
"fitted.Predictor.046...165",-0.44,0.31,-1.03,-0.45,0.2,-0.47,"Spatial: local"
"fitted.Predictor.047...166",-1.23,0.33,-1.83,-1.25,-0.51,-1.28,"Spatial: local"
"fitted.Predictor.048...167",0.76,0.3,0.15,0.76,1.34,0.77,"Spatial: local"
"fitted.Predictor.049...168",0.21,0.3,-0.37,0.2,0.81,0.2,"Spatial: local"
"fitted.Predictor.050...169",0.13,0.3,-0.47,0.12,0.73,0.12,"Spatial: local"
"fitted.Predictor.051...170",0.02,0.3,-0.56,0.02,0.63,0.01,"Spatial: local"
"fitted.Predictor.052...171",0.03,0.3,-0.56,0.03,0.65,0.02,"Spatial: local"
"fitted.Predictor.053...172",0.79,0.3,0.18,0.8,1.38,0.8,"Spatial: local"
"fitted.Predictor.054...173",0.36,0.3,-0.24,0.36,0.96,0.36,"Spatial: local"
"fitted.Predictor.055...174",0.36,0.3,-0.24,0.36,0.96,0.36,"Spatial: local"
"fitted.Predictor.056...175",0.79,0.3,0.18,0.8,1.38,0.8,"Spatial: local"
"fitted.Predictor.057...176",-0.72,0.32,-1.31,-0.73,-0.06,-0.76,"Spatial: local"
"fitted.Predictor.058...177",-0.18,0.31,-0.76,-0.18,0.45,-0.19,"Spatial: local"
"fitted.Predictor.059...178",0.89,0.31,0.27,0.89,1.48,0.9,"Spatial: local"
"fitted.Predictor.060...179",0.12,0.3,-0.47,0.12,0.73,0.12,"Spatial: local"
"fitted.Predictor.061...180",1.34,0.31,0.7,1.35,1.93,1.37,"Spatial: local"
"fitted.Predictor.062...181",0.59,0.3,0,0.6,1.17,0.6,"Spatial: local"
"fitted.Predictor.063...182",0.12,0.27,-0.4,0.12,0.67,0.11,"Spatial: local"
"fitted.Predictor.064...183",0.03,0.29,-0.53,0.02,0.6,0.01,"Spatial: local"
"fitted.Predictor.065...184",0.4,0.24,-0.09,0.4,0.87,0.41,"Spatial: local"
"fitted.Predictor.066...185",0.84,0.31,0.22,0.84,1.43,0.85,"Spatial: local"
"fitted.Predictor.067...186",0.79,0.3,0.18,0.8,1.38,0.8,"Spatial: local"
"fitted.Predictor.068...187",0.68,0.29,0.09,0.68,1.24,0.69,"Spatial: local"
"fitted.Predictor.069...188",0.66,0.3,0.06,0.67,1.26,0.67,"Spatial: local"
"fitted.Predictor.070...189",-0.31,0.31,-0.91,-0.32,0.32,-0.34,"Spatial: local"
"fitted.Predictor.071...190",0.68,0.3,0.07,0.69,1.28,0.69,"Spatial: local"
"fitted.Predictor.072...191",0.8,0.3,0.18,0.8,1.39,0.81,"Spatial: local"
"fitted.Predictor.073...192",0.4,0.3,-0.2,0.4,1,0.4,"Spatial: local"
"fitted.Predictor.074...193",0.33,0.3,-0.27,0.33,0.93,0.33,"Spatial: local"
"fitted.Predictor.075...194",0.25,0.3,-0.34,0.25,0.86,0.25,"Spatial: local"
"fitted.Predictor.076...195",0.85,0.3,0.23,0.85,1.44,0.86,"Spatial: local"
"fitted.Predictor.077...196",1.11,0.31,0.48,1.12,1.7,1.13,"Spatial: local"
"fitted.Predictor.078...197",1.12,0.31,0.49,1.13,1.71,1.14,"Spatial: local"
"fitted.Predictor.079...198",0.7,0.3,0.09,0.7,1.29,0.71,"Spatial: local"
"fitted.Predictor.080...199",1.22,0.31,0.58,1.23,1.81,1.25,"Spatial: local"
"fitted.Predictor.081...200",0.6,0.3,0,0.6,1.19,0.6,"Spatial: local"
"fitted.Predictor.082...201",0.78,0.23,0.33,0.78,1.23,0.78,"Spatial: local"
"fitted.Predictor.083...202",0.4,0.28,-0.14,0.4,0.97,0.39,"Spatial: local"
"fitted.Predictor.084...203",0.66,0.23,0.22,0.66,1.11,0.66,"Spatial: local"
"fitted.Predictor.085...204",0.96,0.26,0.43,0.96,1.47,0.97,"Spatial: local"
"fitted.Predictor.086...205",0.95,0.26,0.42,0.96,1.46,0.97,"Spatial: local"
"fitted.Predictor.087...206",0.97,0.3,0.37,0.97,1.55,0.98,"Spatial: local"
"fitted.Predictor.088...207",0.93,0.3,0.32,0.94,1.51,0.95,"Spatial: local"
"fitted.Predictor.089...208",0.25,0.3,-0.32,0.25,0.85,0.24,"Spatial: local"
"fitted.Predictor.090...209",0.98,0.31,0.36,0.99,1.57,1,"Spatial: local"
"fitted.Predictor.091...210",0.83,0.3,0.23,0.83,1.42,0.84,"Spatial: local"
"fitted.Predictor.092...211",0.01,0.31,-0.58,0,0.62,-0.01,"Spatial: local"
"fitted.Predictor.093...212",1.98,0.33,1.27,2,2.58,2.03,"Spatial: local"
"fitted.Predictor.094...213",1.46,0.32,0.8,1.47,2.05,1.49,"Spatial: local"
"fitted.Predictor.095...214",1.29,0.31,0.64,1.29,1.88,1.31,"Spatial: local"
"fitted.Predictor.096...215",1.52,0.32,0.86,1.53,2.11,1.55,"Spatial: local"
"fitted.Predictor.097...216",1.42,0.31,0.78,1.43,2.01,1.45,"Spatial: local"
"fitted.Predictor.098...217",1.26,0.31,0.62,1.26,1.85,1.28,"Spatial: local"
"fitted.Predictor.099...218",1.33,0.31,0.69,1.33,1.91,1.35,"Spatial: local"
"fitted.Predictor.100...219",1.23,0.31,0.59,1.23,1.82,1.25,"Spatial: local"
"fitted.Predictor.101...220",1.42,0.31,0.77,1.43,2.01,1.45,"Spatial: local"
"fitted.Predictor.102...221",-0.43,0.31,-1.02,-0.43,0.22,-0.45,"Spatial: local"
"fitted.Predictor.103...222",1.11,0.31,0.48,1.12,1.7,1.13,"Spatial: local"
"fitted.Predictor.104...223",-1.46,0.34,-2.08,-1.49,-0.72,-1.53,"Spatial: local"
"fitted.Predictor.105...224",0.08,0.3,-0.51,0.08,0.69,0.07,"Spatial: local"
"fitted.Predictor.106...225",1.51,0.32,0.85,1.52,2.1,1.55,"Spatial: local"
"fitted.Predictor.107...226",-0.66,0.32,-1.26,-0.67,0,-0.7,"Spatial: local"
"fitted.Predictor.108...227",0.08,0.3,-0.51,0.08,0.69,0.07,"Spatial: local"
"fitted.Predictor.109...228",0.1,0.3,-0.48,0.1,0.71,0.09,"Spatial: local"
"fitted.Predictor.110...229",0.34,0.28,-0.22,0.34,0.88,0.35,"Spatial: local"
"fitted.Predictor.111...230",0.73,0.28,0.19,0.73,1.28,0.73,"Spatial: local"
"fitted.Predictor.112...231",1.1,0.29,0.51,1.11,1.65,1.12,"Spatial: local"
"fitted.Predictor.113...232",-0.01,0.28,-0.54,-0.01,0.54,-0.02,"Spatial: local"
"fitted.Predictor.114...233",0.16,0.23,-0.3,0.16,0.62,0.16,"Spatial: local"
"fitted.Predictor.115...234",0.55,0.25,0.06,0.55,1.05,0.54,"Spatial: local"
"fitted.Predictor.116...235",0.39,0.24,-0.08,0.39,0.87,0.39,"Spatial: local"
"fitted.Predictor.117...236",-0.2,0.25,-0.68,-0.21,0.32,-0.23,"Spatial: local"
"fitted.Predictor.118...237",0.78,0.26,0.26,0.78,1.28,0.79,"Spatial: local"
"fitted.Predictor.119...238",-0.05,0.31,-0.65,-0.06,0.56,-0.07,"Spatial: local"
"fitted.Predictor.001...239",0.67,0.15,0.37,0.67,0.96,0.67,"Spatial: regional"
"fitted.Predictor.002...240",0.07,0.34,-0.6,0.07,0.74,0.06,"Spatial: regional"
"fitted.Predictor.003...241",-0.26,0.34,-0.93,-0.26,0.41,-0.25,"Spatial: regional"
"fitted.Predictor.004...242",-0.25,0.33,-0.91,-0.24,0.41,-0.24,"Spatial: regional"
"fitted.Predictor.005...243",-0.78,0.41,-1.58,-0.78,0.02,-0.78,"Spatial: regional"
"fitted.Predictor.006...244",-0.46,0.38,-1.21,-0.46,0.28,-0.46,"Spatial: regional"
"fitted.Predictor.007...245",-0.13,0.39,-0.9,-0.13,0.63,-0.13,"Spatial: regional"
"fitted.Predictor.008...246",-0.3,0.38,-1.04,-0.3,0.44,-0.29,"Spatial: regional"
"fitted.Predictor.009...247",0.13,0.37,-0.59,0.12,0.85,0.12,"Spatial: regional"
"fitted.Predictor.010...248",-0.93,0.4,-1.71,-0.93,-0.16,-0.93,"Spatial: regional"
"fitted.Predictor.011...249",0.02,0.35,-0.66,0.02,0.71,0.01,"Spatial: regional"
"fitted.Predictor.012...250",-0.15,0.3,-0.74,-0.15,0.44,-0.15,"Spatial: regional"
"fitted.Predictor.013...251",-0.45,0.4,-1.24,-0.45,0.32,-0.45,"Spatial: regional"
"fitted.Predictor.014...252",0.3,0.28,-0.24,0.3,0.85,0.29,"Spatial: regional"
"fitted.Predictor.015...253",0.44,0.27,-0.08,0.44,0.98,0.43,"Spatial: regional"
"fitted.Predictor.016...254",0.31,0.11,0.09,0.31,0.53,0.31,"Spatial: regional"
"fitted.Predictor.017...255",0.31,0.11,0.09,0.31,0.53,0.31,"Spatial: regional"
"fitted.Predictor.018...256",0.28,0.13,0.03,0.28,0.53,0.28,"Spatial: regional"
"fitted.Predictor.019...257",0.27,0.1,0.06,0.27,0.47,0.27,"Spatial: regional"
"fitted.Predictor.020...258",0.26,0.11,0.05,0.26,0.47,0.26,"Spatial: regional"
"fitted.Predictor.021...259",0.25,0.11,0.04,0.25,0.46,0.25,"Spatial: regional"
"fitted.Predictor.022...260",0.27,0.12,0.04,0.27,0.51,0.27,"Spatial: regional"
"fitted.Predictor.023...261",0.28,0.1,0.08,0.28,0.49,0.28,"Spatial: regional"
"fitted.Predictor.024...262",0.27,0.11,0.06,0.27,0.48,0.27,"Spatial: regional"
"fitted.Predictor.025...263",0.28,0.12,0.05,0.28,0.51,0.28,"Spatial: regional"
"fitted.Predictor.026...264",0.3,0.11,0.09,0.3,0.51,0.3,"Spatial: regional"
"fitted.Predictor.027...265",0.28,0.11,0.07,0.28,0.48,0.28,"Spatial: regional"
"fitted.Predictor.028...266",0.3,0.11,0.09,0.3,0.5,0.3,"Spatial: regional"
"fitted.Predictor.029...267",0.3,0.12,0.07,0.3,0.52,0.3,"Spatial: regional"
"fitted.Predictor.030...268",0.22,0.13,-0.04,0.22,0.47,0.22,"Spatial: regional"
"fitted.Predictor.031...269",0.2,0.14,-0.09,0.2,0.48,0.2,"Spatial: regional"
"fitted.Predictor.032...270",0.24,0.11,0.02,0.24,0.47,0.24,"Spatial: regional"
"fitted.Predictor.033...271",0.25,0.13,0,0.25,0.5,0.25,"Spatial: regional"
"fitted.Predictor.034...272",0.25,0.12,0.01,0.25,0.49,0.25,"Spatial: regional"
"fitted.Predictor.035...273",0.29,0.14,0.01,0.29,0.57,0.29,"Spatial: regional"
"fitted.Predictor.036...274",0.23,0.12,0,0.23,0.45,0.23,"Spatial: regional"
"fitted.Predictor.037...275",0.22,0.22,-0.22,0.22,0.65,0.22,"Spatial: regional"
"fitted.Predictor.038...276",0.26,0.15,-0.04,0.26,0.56,0.27,"Spatial: regional"
"fitted.Predictor.039...277",0.26,0.11,0.05,0.26,0.47,0.26,"Spatial: regional"
"fitted.Predictor.040...278",0.23,0.12,-0.01,0.23,0.47,0.23,"Spatial: regional"
"fitted.Predictor.041...279",0.43,0.2,0.03,0.43,0.83,0.43,"Spatial: regional"
"fitted.Predictor.042...280",0.48,0.23,0.02,0.48,0.94,0.48,"Spatial: regional"
"fitted.Predictor.043...281",0.45,0.28,-0.09,0.45,0.99,0.45,"Spatial: regional"
"fitted.Predictor.044...282",0.32,0.14,0.04,0.32,0.6,0.32,"Spatial: regional"
"fitted.Predictor.045...283",0.41,0.18,0.05,0.41,0.77,0.41,"Spatial: regional"
"fitted.Predictor.046...284",-0.23,0.32,-0.86,-0.22,0.4,-0.22,"Spatial: regional"
"fitted.Predictor.047...285",-1.02,0.41,-1.83,-1.02,-0.22,-1.02,"Spatial: regional"
"fitted.Predictor.048...286",0.41,0.18,0.07,0.4,0.76,0.4,"Spatial: regional"
"fitted.Predictor.049...287",0.44,0.24,-0.02,0.44,0.91,0.43,"Spatial: regional"
