"","phy_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"75",75,-0.28,0.19,-0.65,-0.28,0.09,-0.28,0,"Phylogenetic"
"76",76,-0.28,0.19,-0.66,-0.28,0.1,-0.28,0,"Phylogenetic"
"77",77,-0.26,0.2,-0.66,-0.26,0.13,-0.26,0,"Phylogenetic"
"78",78,-0.26,0.17,-0.6,-0.26,0.07,-0.26,0,"Phylogenetic"
"79",79,-0.25,0.18,-0.61,-0.25,0.11,-0.25,0,"Phylogenetic"
"80",80,-0.25,0.19,-0.63,-0.25,0.13,-0.25,0,"Phylogenetic"
"81",81,-0.26,0.21,-0.67,-0.26,0.15,-0.26,0,"Phylogenetic"
"82",82,-0.24,0.24,-0.72,-0.24,0.24,-0.24,0,"Phylogenetic"
"83",83,-0.19,0.15,-0.48,-0.19,0.11,-0.19,0,"Phylogenetic"
"84",84,-0.12,0.12,-0.35,-0.12,0.12,-0.12,0,"Phylogenetic"
"85",85,-0.06,0.16,-0.37,-0.06,0.25,-0.07,0,"Phylogenetic"
"86",86,-0.03,0.19,-0.41,-0.03,0.35,-0.04,0,"Phylogenetic"
"87",87,-0.08,0.22,-0.51,-0.08,0.36,-0.08,0,"Phylogenetic"
"88",88,-0.08,0.23,-0.53,-0.08,0.36,-0.08,0,"Phylogenetic"
"89",89,-0.09,0.24,-0.55,-0.09,0.37,-0.09,0,"Phylogenetic"
"90",90,0.07,0.25,-0.42,0.07,0.57,0.07,0,"Phylogenetic"
"91",91,-0.03,0.2,-0.41,-0.03,0.36,-0.03,0,"Phylogenetic"
"92",92,-0.14,0.08,-0.3,-0.14,0.02,-0.14,0,"Phylogenetic"
"93",93,-0.13,0.08,-0.29,-0.13,0.02,-0.13,0,"Phylogenetic"
"94",94,-0.09,0.09,-0.27,-0.09,0.1,-0.09,0,"Phylogenetic"
"95",95,-0.05,0.11,-0.27,-0.05,0.17,-0.06,0,"Phylogenetic"
"96",96,-0.04,0.12,-0.27,-0.04,0.2,-0.04,0,"Phylogenetic"
"97",97,0,0.14,-0.27,0,0.28,0,0,"Phylogenetic"
"98",98,0.04,0.18,-0.3,0.04,0.39,0.04,0,"Phylogenetic"
"99",99,0.07,0.2,-0.32,0.07,0.46,0.07,0,"Phylogenetic"
"100",100,0.07,0.21,-0.33,0.07,0.49,0.07,0,"Phylogenetic"
"101",101,0.08,0.21,-0.34,0.08,0.5,0.08,0,"Phylogenetic"
"102",102,0.09,0.19,-0.28,0.09,0.47,0.09,0,"Phylogenetic"
"103",103,0.11,0.21,-0.3,0.11,0.52,0.11,0,"Phylogenetic"
"104",104,0.14,0.23,-0.32,0.14,0.6,0.13,0,"Phylogenetic"
"105",105,0.12,0.22,-0.32,0.12,0.56,0.11,0,"Phylogenetic"
"106",106,-0.04,0.14,-0.31,-0.04,0.24,-0.04,0,"Phylogenetic"
"107",107,-0.06,0.18,-0.42,-0.07,0.3,-0.07,0,"Phylogenetic"
"108",108,-0.07,0.17,-0.4,-0.07,0.26,-0.07,0,"Phylogenetic"
"109",109,-0.08,0.19,-0.44,-0.08,0.29,-0.08,0,"Phylogenetic"
"110",110,-0.08,0.22,-0.51,-0.08,0.35,-0.08,0,"Phylogenetic"
"111",111,-0.08,0.23,-0.54,-0.08,0.38,-0.08,0,"Phylogenetic"
"112",112,-0.08,0.23,-0.53,-0.08,0.37,-0.08,0,"Phylogenetic"
"113",113,-0.08,0.24,-0.55,-0.08,0.4,-0.08,0,"Phylogenetic"
"114",114,-0.09,0.1,-0.28,-0.09,0.11,-0.09,0,"Phylogenetic"
"115",115,-0.18,0.11,-0.4,-0.18,0.04,-0.18,0,"Phylogenetic"
"116",116,-0.17,0.13,-0.43,-0.17,0.08,-0.17,0,"Phylogenetic"
"117",117,-0.18,0.15,-0.48,-0.18,0.12,-0.18,0,"Phylogenetic"
"118",118,-0.18,0.16,-0.49,-0.18,0.13,-0.18,0,"Phylogenetic"
"119",119,-0.22,0.21,-0.63,-0.22,0.19,-0.22,0,"Phylogenetic"
"120",120,-0.17,0.17,-0.51,-0.17,0.16,-0.17,0,"Phylogenetic"
"121",121,-0.2,0.19,-0.57,-0.2,0.18,-0.2,0,"Phylogenetic"
"122",122,-0.2,0.19,-0.58,-0.2,0.18,-0.2,0,"Phylogenetic"
"123",123,-0.17,0.14,-0.45,-0.17,0.11,-0.17,0,"Phylogenetic"
"124",124,-0.17,0.15,-0.47,-0.17,0.13,-0.17,0,"Phylogenetic"
"125",125,-0.18,0.2,-0.57,-0.18,0.21,-0.18,0,"Phylogenetic"
"126",126,-0.13,0.19,-0.51,-0.13,0.25,-0.13,0,"Phylogenetic"
"127",127,-0.26,0.12,-0.5,-0.26,-0.02,-0.26,0,"Phylogenetic"
"128",128,-0.27,0.12,-0.51,-0.27,-0.03,-0.27,0,"Phylogenetic"
"129",129,-0.28,0.14,-0.57,-0.28,0,-0.28,0,"Phylogenetic"
"130",130,-0.26,0.21,-0.68,-0.26,0.16,-0.26,0,"Phylogenetic"
"131",131,-0.26,0.22,-0.69,-0.26,0.17,-0.26,0,"Phylogenetic"
"132",132,-0.33,0.18,-0.69,-0.33,0.03,-0.33,0,"Phylogenetic"
"133",133,-0.35,0.2,-0.74,-0.35,0.04,-0.35,0,"Phylogenetic"
"134",134,-0.37,0.23,-0.82,-0.37,0.07,-0.36,0,"Phylogenetic"
"135",135,-0.33,0.21,-0.75,-0.33,0.08,-0.33,0,"Phylogenetic"
"136",136,-0.38,0.14,-0.66,-0.38,-0.11,-0.38,0,"Phylogenetic"
"137",137,-0.39,0.15,-0.68,-0.39,-0.11,-0.39,0,"Phylogenetic"
"138",138,-0.41,0.16,-0.73,-0.41,-0.09,-0.41,0,"Phylogenetic"
"139",139,-0.41,0.17,-0.75,-0.41,-0.07,-0.41,0,"Phylogenetic"
"140",140,-0.41,0.17,-0.75,-0.41,-0.07,-0.41,0,"Phylogenetic"
"141",141,-0.38,0.19,-0.76,-0.38,-0.01,-0.38,0,"Phylogenetic"
"142",142,-0.37,0.21,-0.79,-0.37,0.05,-0.37,0,"Phylogenetic"
"143",143,-0.48,0.22,-0.91,-0.48,-0.05,-0.47,0,"Phylogenetic"
"144",144,-0.46,0.16,-0.78,-0.46,-0.14,-0.45,0,"Phylogenetic"
"145",145,-0.48,0.17,-0.83,-0.48,-0.15,-0.48,0,"Phylogenetic"
"146",146,-0.58,0.21,-1,-0.58,-0.18,-0.58,0,"Phylogenetic"
"147",147,-0.59,0.22,-1.02,-0.59,-0.17,-0.58,0,"Phylogenetic"
"148",148,-0.49,0.19,-0.87,-0.48,-0.11,-0.48,0,"Phylogenetic"
"149",149,-0.46,0.2,-0.85,-0.46,-0.08,-0.46,0,"Phylogenetic"
"150",150,-0.22,0.21,-0.63,-0.22,0.18,-0.22,0,"Phylogenetic"
"151",151,0.12,0.13,-0.14,0.12,0.38,0.11,0,"Phylogenetic"
"152",152,0.21,0.14,-0.06,0.2,0.47,0.2,0,"Phylogenetic"
"153",153,0.25,0.13,-0.01,0.25,0.51,0.24,0,"Phylogenetic"
"154",154,0.25,0.13,-0.01,0.25,0.51,0.25,0,"Phylogenetic"
"155",155,0.26,0.13,0,0.26,0.52,0.26,0,"Phylogenetic"
"156",156,0.26,0.14,-0.01,0.26,0.53,0.26,0,"Phylogenetic"
"157",157,0.32,0.18,-0.03,0.31,0.67,0.31,0,"Phylogenetic"
"158",158,0.34,0.19,-0.04,0.33,0.72,0.33,0,"Phylogenetic"
"159",159,0.24,0.15,-0.05,0.24,0.53,0.24,0,"Phylogenetic"
"160",160,0.23,0.17,-0.1,0.23,0.56,0.22,0,"Phylogenetic"
"161",161,0.23,0.16,-0.09,0.23,0.55,0.23,0,"Phylogenetic"
"162",162,0.22,0.17,-0.11,0.22,0.56,0.22,0,"Phylogenetic"
"163",163,0.28,0.15,-0.01,0.28,0.58,0.28,0,"Phylogenetic"
"164",164,0.3,0.17,-0.04,0.3,0.64,0.29,0,"Phylogenetic"
"165",165,0.27,0.21,-0.14,0.26,0.68,0.26,0,"Phylogenetic"
"166",166,0.3,0.19,-0.06,0.3,0.67,0.3,0,"Phylogenetic"
"167",167,0.32,0.21,-0.09,0.32,0.73,0.31,0,"Phylogenetic"
"168",168,0.26,0.14,-0.01,0.26,0.52,0.25,0,"Phylogenetic"
"169",169,0.26,0.14,-0.01,0.26,0.53,0.26,0,"Phylogenetic"
"170",170,0.23,0.15,-0.07,0.23,0.53,0.23,0,"Phylogenetic"
"171",171,0.22,0.16,-0.08,0.22,0.53,0.22,0,"Phylogenetic"
"172",172,0.22,0.16,-0.1,0.22,0.54,0.22,0,"Phylogenetic"
"173",173,0.22,0.17,-0.11,0.22,0.55,0.22,0,"Phylogenetic"
"174",174,0.22,0.18,-0.13,0.22,0.57,0.22,0,"Phylogenetic"
"175",175,0.2,0.19,-0.16,0.2,0.57,0.2,0,"Phylogenetic"
"176",176,0.22,0.18,-0.14,0.22,0.58,0.22,0,"Phylogenetic"
"177",177,0.35,0.19,-0.02,0.35,0.74,0.35,0,"Phylogenetic"
"178",178,0.11,0.2,-0.28,0.11,0.51,0.11,0,"Phylogenetic"
"179",179,-0.1,0.1,-0.29,-0.1,0.09,-0.1,0,"Phylogenetic"
"180",180,-0.07,0.16,-0.39,-0.07,0.26,-0.07,0,"Phylogenetic"
"181",181,-0.02,0.18,-0.38,-0.02,0.33,-0.03,0,"Phylogenetic"
"182",182,-0.01,0.19,-0.38,-0.01,0.36,-0.01,0,"Phylogenetic"
"183",183,0.01,0.2,-0.38,0.01,0.4,0.01,0,"Phylogenetic"
"184",184,0.01,0.21,-0.39,0.01,0.42,0.01,0,"Phylogenetic"
"185",185,0.01,0.21,-0.39,0.01,0.43,0.01,0,"Phylogenetic"
"186",186,0.02,0.22,-0.41,0.02,0.45,0.02,0,"Phylogenetic"
"187",187,-0.12,0.21,-0.54,-0.12,0.29,-0.12,0,"Phylogenetic"
"188",188,-0.14,0.24,-0.61,-0.14,0.33,-0.14,0,"Phylogenetic"
"189",189,0.12,0.16,-0.19,0.12,0.45,0.12,0,"Phylogenetic"
"190",190,0.16,0.17,-0.17,0.16,0.5,0.16,0,"Phylogenetic"
"191",191,0.2,0.18,-0.15,0.2,0.56,0.2,0,"Phylogenetic"
"192",192,0.26,0.19,-0.11,0.26,0.63,0.25,0,"Phylogenetic"
"193",193,0.28,0.19,-0.1,0.28,0.66,0.27,0,"Phylogenetic"
"194",194,0.29,0.21,-0.12,0.29,0.71,0.29,0,"Phylogenetic"
"195",195,0.3,0.22,-0.13,0.29,0.73,0.29,0,"Phylogenetic"
"196",196,0.29,0.22,-0.14,0.29,0.73,0.29,0,"Phylogenetic"
"197",197,0.3,0.21,-0.1,0.3,0.71,0.29,0,"Phylogenetic"
"198",198,0.32,0.23,-0.14,0.32,0.78,0.31,0,"Phylogenetic"
"199",199,-0.14,0.11,-0.36,-0.14,0.08,-0.14,0,"Phylogenetic"
"200",200,-0.24,0.24,-0.71,-0.24,0.23,-0.23,0,"Phylogenetic"
"201",201,-0.12,0.15,-0.41,-0.12,0.17,-0.12,0,"Phylogenetic"
"202",202,-0.22,0.11,-0.43,-0.22,-0.01,-0.22,0,"Phylogenetic"
"203",203,-0.21,0.13,-0.45,-0.21,0.04,-0.21,0,"Phylogenetic"
"204",204,-0.2,0.14,-0.47,-0.2,0.07,-0.2,0,"Phylogenetic"
"205",205,-0.07,0.26,-0.57,-0.07,0.44,-0.07,0,"Phylogenetic"
"206",206,-0.2,0.15,-0.5,-0.2,0.1,-0.2,0,"Phylogenetic"
"207",207,-0.21,0.17,-0.55,-0.21,0.13,-0.21,0,"Phylogenetic"
"208",208,-0.33,0.1,-0.54,-0.33,-0.13,-0.33,0,"Phylogenetic"
"209",209,-0.36,0.12,-0.59,-0.36,-0.14,-0.36,0,"Phylogenetic"
"210",210,-0.52,0.15,-0.81,-0.51,-0.23,-0.51,0,"Phylogenetic"
"211",211,-0.7,0.2,-1.11,-0.7,-0.31,-0.7,0,"Phylogenetic"
"212",212,-0.87,0.24,-1.34,-0.86,-0.41,-0.86,0,"Phylogenetic"
"213",213,-0.88,0.24,-1.37,-0.88,-0.41,-0.88,0,"Phylogenetic"
"214",214,-0.89,0.26,-1.4,-0.89,-0.39,-0.88,0,"Phylogenetic"
"215",215,-0.56,0.17,-0.9,-0.55,-0.22,-0.55,0,"Phylogenetic"
"216",216,-0.55,0.19,-0.92,-0.55,-0.18,-0.54,0,"Phylogenetic"
"217",217,-0.53,0.25,-1.03,-0.53,-0.04,-0.53,0,"Phylogenetic"
"218",218,-0.58,0.18,-0.94,-0.58,-0.22,-0.57,0,"Phylogenetic"
"219",219,-0.65,0.23,-1.1,-0.64,-0.21,-0.64,0,"Phylogenetic"
"220",220,-0.31,0.23,-0.76,-0.31,0.13,-0.31,0,"Phylogenetic"
"221",221,-0.33,0.11,-0.55,-0.33,-0.13,-0.33,0,"Phylogenetic"
"222",222,-0.33,0.18,-0.68,-0.33,0.01,-0.33,0,"Phylogenetic"
"223",223,-0.33,0.19,-0.7,-0.33,0.03,-0.33,0,"Phylogenetic"
"224",224,-0.31,0.21,-0.72,-0.31,0.09,-0.31,0,"Phylogenetic"
"225",225,-0.29,0.24,-0.77,-0.29,0.19,-0.29,0,"Phylogenetic"
"226",226,-0.31,0.26,-0.82,-0.31,0.19,-0.31,0,"Phylogenetic"
"227",227,-0.37,0.13,-0.63,-0.36,-0.11,-0.36,0,"Phylogenetic"
"228",228,-0.38,0.14,-0.67,-0.38,-0.1,-0.38,0,"Phylogenetic"
"229",229,-0.43,0.18,-0.78,-0.43,-0.09,-0.42,0,"Phylogenetic"
"230",230,-0.26,0.09,-0.45,-0.26,-0.08,-0.26,0,"Phylogenetic"
"231",231,-0.28,0.1,-0.47,-0.28,-0.09,-0.28,0,"Phylogenetic"
"232",232,-0.29,0.1,-0.48,-0.29,-0.09,-0.28,0,"Phylogenetic"
"233",233,-0.32,0.11,-0.54,-0.32,-0.11,-0.32,0,"Phylogenetic"
"234",234,-0.36,0.13,-0.61,-0.35,-0.11,-0.35,0,"Phylogenetic"
"235",235,-0.38,0.19,-0.76,-0.38,-0.01,-0.38,0,"Phylogenetic"
"236",236,-0.45,0.16,-0.78,-0.45,-0.14,-0.45,0,"Phylogenetic"
"237",237,-0.48,0.17,-0.81,-0.48,-0.15,-0.47,0,"Phylogenetic"
"238",238,-0.58,0.2,-0.97,-0.57,-0.2,-0.57,0,"Phylogenetic"
"239",239,-0.62,0.21,-1.03,-0.61,-0.22,-0.61,0,"Phylogenetic"
"240",240,-0.63,0.21,-1.05,-0.63,-0.21,-0.62,0,"Phylogenetic"
"241",241,-0.68,0.25,-1.17,-0.68,-0.2,-0.67,0,"Phylogenetic"
"242",242,-0.46,0.18,-0.82,-0.46,-0.1,-0.46,0,"Phylogenetic"
"243",243,-0.35,0.25,-0.84,-0.35,0.15,-0.35,0,"Phylogenetic"
"244",244,-0.47,0.27,-1,-0.47,0.04,-0.47,0,"Phylogenetic"
"245",245,-0.36,0.15,-0.66,-0.36,-0.07,-0.36,0,"Phylogenetic"
"246",246,-0.45,0.26,-0.96,-0.45,0.05,-0.45,0,"Phylogenetic"
"247",247,-0.37,0.16,-0.69,-0.37,-0.05,-0.36,0,"Phylogenetic"
"248",248,-0.39,0.23,-0.84,-0.39,0.06,-0.39,0,"Phylogenetic"
"249",249,-0.41,0.27,-0.95,-0.41,0.13,-0.41,0,"Phylogenetic"
"250",250,-0.29,0.11,-0.5,-0.29,-0.08,-0.28,0,"Phylogenetic"
"251",251,-0.27,0.12,-0.5,-0.27,-0.04,-0.27,0,"Phylogenetic"
"252",252,-0.25,0.17,-0.59,-0.25,0.09,-0.25,0,"Phylogenetic"
"253",253,-0.24,0.22,-0.68,-0.24,0.19,-0.24,0,"Phylogenetic"
"254",254,-0.23,0.24,-0.7,-0.23,0.23,-0.23,0,"Phylogenetic"
"255",255,-0.25,0.26,-0.76,-0.24,0.27,-0.24,0,"Phylogenetic"
"256",256,-0.26,0.17,-0.6,-0.26,0.07,-0.26,0,"Phylogenetic"
"257",257,-0.18,0.21,-0.59,-0.18,0.23,-0.19,0,"Phylogenetic"
"258",258,-0.29,0.18,-0.64,-0.29,0.06,-0.29,0,"Phylogenetic"
"259",259,-0.34,0.21,-0.75,-0.34,0.07,-0.34,0,"Phylogenetic"
"260",260,-0.37,0.26,-0.89,-0.37,0.13,-0.37,0,"Phylogenetic"
"261",261,-0.32,0.24,-0.79,-0.32,0.16,-0.32,0,"Phylogenetic"
"262",262,-0.31,0.25,-0.81,-0.31,0.18,-0.31,0,"Phylogenetic"
"263",263,-0.24,0.11,-0.45,-0.24,-0.03,-0.24,0,"Phylogenetic"
"264",264,-0.16,0.13,-0.4,-0.16,0.09,-0.16,0,"Phylogenetic"
"265",265,-0.15,0.13,-0.4,-0.15,0.11,-0.15,0,"Phylogenetic"
"266",266,-0.1,0.15,-0.39,-0.1,0.2,-0.1,0,"Phylogenetic"
"267",267,-0.06,0.15,-0.36,-0.06,0.24,-0.06,0,"Phylogenetic"
"268",268,-0.03,0.18,-0.39,-0.03,0.32,-0.04,0,"Phylogenetic"
"269",269,-0.06,0.15,-0.35,-0.06,0.24,-0.06,0,"Phylogenetic"
"270",270,-0.06,0.15,-0.36,-0.06,0.24,-0.06,0,"Phylogenetic"
"271",271,-0.09,0.16,-0.4,-0.09,0.23,-0.09,0,"Phylogenetic"
"272",272,-0.12,0.17,-0.46,-0.12,0.22,-0.12,0,"Phylogenetic"
"273",273,-0.15,0.18,-0.51,-0.15,0.21,-0.15,0,"Phylogenetic"
"274",274,-0.16,0.19,-0.54,-0.16,0.22,-0.16,0,"Phylogenetic"
"275",275,-0.18,0.22,-0.62,-0.18,0.25,-0.18,0,"Phylogenetic"
"276",276,-0.04,0.16,-0.35,-0.04,0.28,-0.04,0,"Phylogenetic"
"277",277,-0.03,0.17,-0.36,-0.03,0.31,-0.03,0,"Phylogenetic"
"278",278,-0.02,0.18,-0.37,-0.02,0.32,-0.02,0,"Phylogenetic"
"279",279,-0.01,0.18,-0.37,-0.02,0.35,-0.02,0,"Phylogenetic"
"280",280,-0.03,0.17,-0.37,-0.03,0.31,-0.03,0,"Phylogenetic"
"281",281,-0.01,0.19,-0.38,-0.01,0.37,-0.01,0,"Phylogenetic"
"282",282,0.03,0.22,-0.41,0.03,0.47,0.03,0,"Phylogenetic"
"283",283,0,0.23,-0.44,0,0.45,0,0,"Phylogenetic"
"284",284,0,0.23,-0.45,0,0.46,0,0,"Phylogenetic"
"285",285,-0.1,0.16,-0.41,-0.1,0.22,-0.1,0,"Phylogenetic"
"286",286,-0.12,0.19,-0.49,-0.12,0.26,-0.12,0,"Phylogenetic"
"287",287,-0.18,0.21,-0.59,-0.18,0.23,-0.18,0,"Phylogenetic"
"288",288,-0.2,0.21,-0.62,-0.2,0.22,-0.2,0,"Phylogenetic"
"289",289,-0.27,0.25,-0.75,-0.27,0.21,-0.26,0,"Phylogenetic"
"290",290,-0.02,0.24,-0.49,-0.02,0.45,-0.02,0,"Phylogenetic"
"291",291,-0.09,0.16,-0.41,-0.09,0.23,-0.09,0,"Phylogenetic"
"292",292,0.06,0.2,-0.33,0.06,0.46,0.06,0,"Phylogenetic"
"293",293,0.08,0.2,-0.32,0.07,0.48,0.07,0,"Phylogenetic"
"294",294,0.08,0.21,-0.33,0.08,0.5,0.08,0,"Phylogenetic"
"295",295,0.08,0.22,-0.36,0.07,0.52,0.07,0,"Phylogenetic"
"296",296,0.09,0.22,-0.34,0.09,0.52,0.08,0,"Phylogenetic"
"297",297,-0.26,0.17,-0.59,-0.26,0.07,-0.26,0,"Phylogenetic"
"298",298,-0.44,0.32,-1.06,-0.44,0.17,-0.44,0,"Phylogenetic"
"299",299,-0.22,0.25,-0.71,-0.22,0.27,-0.22,0,"Phylogenetic"
"300",300,-0.32,0.3,-0.91,-0.32,0.28,-0.31,0,"Phylogenetic"
"301",301,0.16,0.36,-0.54,0.16,0.86,0.16,0,"Phylogenetic"
"302",302,0.16,0.34,-0.51,0.16,0.83,0.16,0,"Phylogenetic"
"303",303,0.17,0.34,-0.5,0.17,0.83,0.17,0,"Phylogenetic"
"304",304,0.18,0.35,-0.5,0.18,0.86,0.18,0,"Phylogenetic"
"305",305,-0.01,0.32,-0.65,-0.01,0.63,-0.01,0,"Phylogenetic"
"306",306,0,0.33,-0.66,0,0.66,0,0,"Phylogenetic"
"307",307,0.03,0.45,-0.85,0.02,0.91,0.02,0,"Phylogenetic"
"308",308,-0.15,0.14,-0.42,-0.15,0.11,-0.15,0,"Phylogenetic"
"309",309,-0.15,0.13,-0.41,-0.15,0.11,-0.15,0,"Phylogenetic"
"310",310,-0.16,0.16,-0.47,-0.16,0.16,-0.16,0,"Phylogenetic"
"311",311,-0.28,0.16,-0.59,-0.28,0.03,-0.28,0,"Phylogenetic"
"312",312,-0.37,0.2,-0.77,-0.37,0.03,-0.36,0,"Phylogenetic"
"313",313,-0.39,0.22,-0.82,-0.39,0.03,-0.39,0,"Phylogenetic"
