"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.064...64",-0.37,0.42,-1.24,-0.34,0.38,-0.26,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.065...65",0.02,0.32,-0.63,0.02,0.64,0.04,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.066...66",-0.12,0.42,-0.97,-0.11,0.68,-0.08,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.067...67",0.04,0.41,-0.76,0.05,0.85,0.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.068...68",-0.24,0.4,-1.07,-0.22,0.5,-0.16,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.069...69",0.34,0.43,-0.47,0.32,1.22,0.28,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.070...70",-0.41,0.51,-1.45,-0.38,0.51,-0.29,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.071...71",0.61,0.47,-0.23,0.59,1.59,0.49,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.072...72",0.51,0.43,-0.29,0.49,1.4,0.43,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.073...73",-0.17,0.43,-1.06,-0.15,0.63,-0.08,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.074...74",0.3,0.42,-0.49,0.29,1.15,0.25,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.075...75",0.09,0.4,-0.72,0.09,0.88,0.1,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.076...76",0.31,0.41,-0.47,0.3,1.16,0.26,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.077...77",0.01,0.41,-0.81,0.02,0.81,0.03,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.078...78",0.25,0.41,-0.54,0.24,1.08,0.22,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.079...79",0.73,0.49,-0.14,0.7,1.74,0.59,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.080...80",0.53,0.45,-0.28,0.51,1.46,0.43,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.081...81",-0.05,0.41,-0.89,-0.04,0.73,-0.01,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.082...82",0.16,0.32,-0.47,0.17,0.78,0.17,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.083...83",0.04,0.37,-0.7,0.05,0.75,0.07,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.084...84",0.17,0.31,-0.44,0.18,0.77,0.18,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.085...85",0.66,0.4,-0.08,0.65,1.47,0.61,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.086...86",0.64,0.42,-0.11,0.63,1.49,0.57,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.087...87",0.4,0.4,-0.35,0.39,1.21,0.35,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.088...88",0.04,0.39,-0.75,0.04,0.8,0.06,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.089...89",-0.03,0.41,-0.86,-0.02,0.74,0.01,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.090...90",-0.1,0.42,-0.96,-0.09,0.71,-0.05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.091...91",0.14,0.4,-0.65,0.14,0.93,0.14,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.092...92",0.43,0.42,-0.38,0.42,1.27,0.38,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.093...93",0.68,0.46,-0.17,0.66,1.61,0.6,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.094...94",0.44,0.42,-0.36,0.43,1.29,0.4,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.095...95",0.62,0.45,-0.22,0.6,1.54,0.56,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.096...96",0.49,0.42,-0.31,0.48,1.35,0.44,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.097...97",0.49,0.42,-0.31,0.48,1.36,0.45,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.098...98",0.89,0.5,-0.03,0.87,1.91,0.83,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.099...99",0.62,0.43,-0.19,0.6,1.5,0.56,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.100...100",0.35,0.41,-0.46,0.34,1.18,0.32,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.101...101",0.42,0.42,-0.39,0.41,1.26,0.38,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.102...102",0.04,0.43,-0.83,0.05,0.85,0.09,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.103...103",0.55,0.44,-0.27,0.53,1.44,0.49,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.104...104",-0.32,0.5,-1.34,-0.29,0.57,-0.18,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.105...105",0.03,0.43,-0.84,0.04,0.84,0.07,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.106...106",0.31,0.41,-0.5,0.31,1.14,0.29,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.107...107",-0.05,0.44,-0.95,-0.04,0.79,-0.01,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.108...108",0.13,0.43,-0.74,0.13,0.98,0.13,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.109...109",-0.6,0.54,-1.7,-0.58,0.37,-0.58,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.110...110",-0.46,0.47,-1.41,-0.44,0.38,-0.41,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.111...111",0.58,0.46,-0.25,0.56,1.56,0.48,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.112...112",0.18,0.4,-0.62,0.18,0.97,0.18,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.113...113",-0.27,0.39,-1.06,-0.26,0.45,-0.22,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.114...114",-0.03,0.32,-0.67,-0.02,0.58,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.115...115",0.43,0.36,-0.25,0.42,1.16,0.4,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.116...116",0.14,0.31,-0.48,0.14,0.74,0.14,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.117...117",-0.26,0.37,-1,-0.25,0.43,-0.22,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.118...118",0.41,0.36,-0.26,0.4,1.14,0.38,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.119...119",-0.65,0.54,-1.75,-0.63,0.33,-0.62,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"fitted.Predictor.001...120",0.43,0.43,-0.31,0.39,1.4,0.3,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.002...121",0.06,0.41,-0.77,0.07,0.84,0.1,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.003...122",-0.04,0.42,-0.91,-0.02,0.74,0.02,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.004...123",-0.02,0.41,-0.87,-0.01,0.76,0.03,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.005...124",0.22,0.41,-0.6,0.22,1.02,0.22,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.006...125",0.56,0.45,-0.25,0.53,1.51,0.44,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.007...126",0.44,0.42,-0.35,0.43,1.31,0.38,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.008...127",0.73,0.48,-0.13,0.69,1.73,0.58,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.009...128",0.39,0.41,-0.41,0.37,1.23,0.35,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.010...129",-0.32,0.46,-1.28,-0.29,0.5,-0.19,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.011...130",-0.06,0.41,-0.9,-0.05,0.73,-0.01,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.012...131",0.23,0.4,-0.56,0.22,1.04,0.21,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.013...132",0.15,0.4,-0.64,0.15,0.96,0.15,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.014...133",-0.25,0.43,-1.13,-0.23,0.56,-0.17,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.015...134",0.42,0.43,-0.35,0.4,1.31,0.32,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.016...135",0.33,0.25,-0.15,0.32,0.82,0.31,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.017...136",0.29,0.24,-0.17,0.28,0.77,0.27,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.018...137",0.25,0.26,-0.27,0.24,0.77,0.24,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.019...138",-0.08,0.23,-0.53,-0.08,0.35,-0.06,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.020...139",-0.1,0.26,-0.63,-0.09,0.39,-0.07,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.021...140",-0.12,0.24,-0.61,-0.11,0.34,-0.09,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.022...141",0.17,0.25,-0.33,0.17,0.67,0.17,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.023...142",-0.03,0.23,-0.49,-0.02,0.4,-0.01,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.024...143",0.04,0.23,-0.44,0.04,0.48,0.05,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.025...144",0.2,0.23,-0.25,0.2,0.66,0.2,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.026...145",0.19,0.22,-0.24,0.19,0.64,0.18,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.027...146",0.02,0.21,-0.41,0.02,0.43,0.03,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.028...147",0.13,0.22,-0.3,0.13,0.56,0.13,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.029...148",0.26,0.23,-0.19,0.26,0.73,0.25,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.030...149",0.11,0.3,-0.49,0.12,0.7,0.12,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.031...150",-0.07,0.34,-0.79,-0.05,0.57,-0.01,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.032...151",0.15,0.28,-0.38,0.14,0.74,0.12,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.033...152",0.23,0.29,-0.33,0.22,0.82,0.2,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.034...153",0.26,0.29,-0.28,0.24,0.88,0.21,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.035...154",0.49,0.34,-0.13,0.47,1.18,0.43,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.036...155",0.03,0.26,-0.5,0.03,0.54,0.04,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.037...156",0.35,0.4,-0.41,0.33,1.17,0.3,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.038...157",-0.29,0.41,-1.15,-0.26,0.44,-0.17,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.039...158",-0.17,0.25,-0.69,-0.16,0.3,-0.15,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.040...159",0.15,0.27,-0.38,0.14,0.7,0.13,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.041...160",0.21,0.39,-0.55,0.21,0.99,0.2,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.042...161",0.07,0.39,-0.71,0.07,0.83,0.08,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.043...162",-0.2,0.43,-1.09,-0.17,0.58,-0.1,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.044...163",0.5,0.35,-0.14,0.48,1.22,0.43,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.045...164",0.09,0.37,-0.66,0.09,0.82,0.1,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.046...165",-0.3,0.44,-1.22,-0.28,0.5,-0.2,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.047...166",-0.35,0.48,-1.32,-0.32,0.53,-0.24,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.048...167",0.72,0.48,-0.12,0.7,1.71,0.6,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.049...168",0.45,0.43,-0.36,0.44,1.32,0.41,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.050...169",0.3,0.43,-0.52,0.28,1.18,0.24,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.051...170",-0.13,0.42,-0.99,-0.12,0.67,-0.09,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.052...171",-0.18,0.43,-1.05,-0.16,0.64,-0.13,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.053...172",-0.13,0.43,-1,-0.12,0.7,-0.09,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.054...173",-0.16,0.43,-1.04,-0.14,0.65,-0.09,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.055...174",-0.18,0.44,-1.08,-0.17,0.64,-0.11,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.056...175",0.55,0.45,-0.3,0.53,1.47,0.49,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.057...176",-0.15,0.44,-1.06,-0.13,0.67,-0.07,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.058...177",0.06,0.42,-0.78,0.07,0.87,0.1,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.059...178",0.44,0.44,-0.4,0.43,1.32,0.41,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.060...179",0.23,0.43,-0.62,0.23,1.07,0.23,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.061...180",0.41,0.43,-0.4,0.4,1.28,0.37,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.062...181",0.1,0.4,-0.69,0.09,0.89,0.09,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.063...182",-0.27,0.38,-1.07,-0.24,0.41,-0.17,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.064...183",-0.35,0.42,-1.22,-0.32,0.39,-0.23,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.065...184",0.03,0.32,-0.62,0.03,0.64,0.05,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.066...185",-0.12,0.41,-0.96,-0.11,0.67,-0.08,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.067...186",0.04,0.4,-0.76,0.04,0.83,0.04,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.068...187",-0.23,0.4,-1.06,-0.21,0.5,-0.14,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.069...188",0.32,0.43,-0.48,0.3,1.2,0.25,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.070...189",-0.37,0.51,-1.43,-0.34,0.53,-0.23,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.071...190",0.59,0.47,-0.24,0.56,1.57,0.45,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.072...191",0.51,0.43,-0.28,0.48,1.39,0.42,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.073...192",-0.16,0.43,-1.05,-0.13,0.63,-0.06,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.074...193",0.29,0.41,-0.48,0.28,1.14,0.24,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.075...194",0.09,0.4,-0.71,0.1,0.87,0.11,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.076...195",0.3,0.41,-0.47,0.29,1.14,0.25,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.077...196",0.01,0.4,-0.81,0.01,0.8,0.03,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.078...197",0.24,0.4,-0.53,0.23,1.07,0.21,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.079...198",0.7,0.49,-0.16,0.67,1.72,0.53,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.080...199",0.52,0.45,-0.28,0.49,1.45,0.4,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.081...200",-0.05,0.41,-0.88,-0.04,0.72,-0.01,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.082...201",0.17,0.31,-0.46,0.17,0.78,0.18,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
